version,type,iTrial,display_height,PairID,body_ori,neck_length,head_length,leg_length,tail_length,neck_angle,head_angle,leg_angle,tail_angle
1,1,1,0.672616519995754,68,1,0.333333333333333,0.666666666666667,0.333333333333333,0.5,0.5,0.5,0.5,0.5
1,1,2,0.990302129485442,75,1,0,0.166666666666667,0,0.833333333333333,0.5,0.5,0.5,0.5
1,1,3,0.80984781551956,82,1,0.5,1,0.166666666666667,0.833333333333333,0.5,0.5,0.5,0.5
1,1,4,0.817927305430221,92,1,0,0.666666666666667,0.666666666666667,0.666666666666667,0.5,0.5,0.5,0.5
1,1,5,0.438884354402095,61,1,0.5,1,0.666666666666667,0.166666666666667,0.5,0.5,0.5,0.5
1,1,6,0.328032991031989,84,1,0.5,0.166666666666667,0.166666666666667,0.5,0.5,0.5,0.5,0.5
1,1,7,0.88853705338348,71,1,0.833333333333333,0.666666666666667,0.166666666666667,1,0.5,0.5,0.5,0.5
1,1,8,0.272716550220168,6,-1,0.666666666666667,0.5,1,1,0.5,0.5,0.5,0.5
1,1,9,0.718421251309021,79,1,1,0.666666666666667,0,1,0.5,0.5,0.5,0.5
1,1,10,0.809203471246367,63,1,0.666666666666667,0.666666666666667,0.333333333333333,1,0.5,0.5,0.5,0.5
1,1,11,0.617801446554065,48,-1,1,0.833333333333333,0.833333333333333,0,0.5,0.5,0.5,0.5
1,1,12,0.657945442860113,3,-1,0.666666666666667,0.833333333333333,0.166666666666667,0.833333333333333,0.5,0.5,0.5,0.5
1,1,13,0.596988941307905,89,1,0.666666666666667,0,0.5,0.333333333333333,0.5,0.5,0.5,0.5
1,1,14,0.394397214804132,18,-1,0,0.333333333333333,0,1,0.5,0.5,0.5,0.5
1,1,15,0.983471931886643,41,-1,0.833333333333333,0.166666666666667,0.166666666666667,0.666666666666667,0.5,0.5,0.5,0.5
1,1,16,0.357616252219529,98,1,0.666666666666667,0.666666666666667,0.166666666666667,0.833333333333333,0.5,0.5,0.5,0.5
1,1,17,0.0719948748782024,27,-1,0.666666666666667,0.166666666666667,0.166666666666667,1,0.5,0.5,0.5,0.5
1,1,18,0.299542237991512,97,1,0.833333333333333,0.5,0.666666666666667,0.666666666666667,0.5,0.5,0.5,0.5
1,1,19,0.135529545418779,1,-1,0.833333333333333,0,0.333333333333333,0.666666666666667,0.5,0.5,0.5,0.5
1,1,20,0.232615208001666,44,-1,0.5,0.333333333333333,1,0.166666666666667,0.5,0.5,0.5,0.5
1,1,21,0.837950520922259,49,-1,0.166666666666667,0.833333333333333,0.333333333333333,0.833333333333333,0.5,0.5,0.5,0.5
1,1,22,0.898718343947518,47,-1,0.166666666666667,0.833333333333333,0.833333333333333,0.166666666666667,0.5,0.5,0.5,0.5
1,1,23,0.535934363364095,50,1,0,1,0.5,0.333333333333333,0.5,0.5,0.5,0.5
1,1,24,0.887082478294769,89,1,0.666666666666667,0,0.5,0.333333333333333,0.5,0.5,0.5,0.5
1,1,25,0.855201307632398,72,1,0,1,0.333333333333333,0.333333333333333,0.5,0.5,0.5,0.5
1,1,26,0.521349403651532,22,-1,0.166666666666667,0,0.333333333333333,0.166666666666667,0.5,0.5,0.5,0.5
1,1,27,0.962999346014356,62,1,0.333333333333333,0.166666666666667,0.5,0.5,0.5,0.5,0.5,0.5
1,1,28,0.561141383474009,21,-1,0.333333333333333,1,0.833333333333333,0.5,0.5,0.5,0.5,0.5
1,1,29,0.964352202646437,96,1,0.333333333333333,0.166666666666667,0.833333333333333,0.833333333333333,0.5,0.5,0.5,0.5
1,1,30,0.904648071065955,19,-1,0.833333333333333,0.166666666666667,0.5,0,0.5,0.5,0.5,0.5
1,1,31,0.164709927897891,33,-1,0.166666666666667,0,1,0,0.5,0.5,0.5,0.5
1,1,32,0.163069943830472,85,1,0.5,0.166666666666667,0.666666666666667,0,0.5,0.5,0.5,0.5
1,1,33,0.968304071338412,98,1,0.666666666666667,0.666666666666667,0.166666666666667,0.833333333333333,0.5,0.5,0.5,0.5
1,1,34,0.387531111600087,73,1,0.5,0.333333333333333,0,0.666666666666667,0.5,0.5,0.5,0.5
1,1,35,0.566186432180384,52,1,0.833333333333333,0.833333333333333,0.333333333333333,0.333333333333333,0.5,0.5,0.5,0.5
1,1,36,0.949583106525937,91,1,0.833333333333333,0.333333333333333,0.666666666666667,0.666666666666667,0.5,0.5,0.5,0.5
1,1,37,0.0129678119246859,43,-1,0.833333333333333,0.5,1,0,0.5,0.5,0.5,0.5
1,1,38,0.927263144057155,64,1,0.666666666666667,0.166666666666667,0,0.666666666666667,0.5,0.5,0.5,0.5
1,1,39,0.606054920098095,63,1,0.666666666666667,0.666666666666667,0.333333333333333,1,0.5,0.5,0.5,0.5
1,1,40,0.133783701461952,91,1,0.833333333333333,0.333333333333333,0.666666666666667,0.666666666666667,0.5,0.5,0.5,0.5
1,1,41,0.803234674555209,31,-1,0.166666666666667,0.833333333333333,0.833333333333333,0.666666666666667,0.5,0.5,0.5,0.5
1,1,42,0.132113288647271,27,-1,0.666666666666667,0.166666666666667,0.166666666666667,1,0.5,0.5,0.5,0.5
1,1,43,0.484032702165018,42,-1,0.166666666666667,0.666666666666667,0,0.333333333333333,0.5,0.5,0.5,0.5
1,1,44,0.285837623531689,16,-1,0.333333333333333,1,0.666666666666667,1,0.5,0.5,0.5,0.5
1,1,45,0.471948062565468,67,1,0.666666666666667,0,0.666666666666667,0.666666666666667,0.5,0.5,0.5,0.5
1,1,46,0.191500210585661,78,1,0.666666666666667,1,1,0,0.5,0.5,0.5,0.5
1,1,47,0.376309650719062,19,-1,0.833333333333333,0.166666666666667,0.5,0,0.5,0.5,0.5,0.5
1,1,48,0.51526917972856,15,-1,0.166666666666667,0.833333333333333,0.333333333333333,0.833333333333333,0.5,0.5,0.5,0.5
1,1,49,0.775483841868008,43,-1,0.833333333333333,0.5,1,0,0.5,0.5,0.5,0.5
1,1,50,0.68269141540123,26,-1,0.833333333333333,0.5,0,0.666666666666667,0.5,0.5,0.5,0.5
1,1,51,0.352345136154438,57,1,0.333333333333333,0,0.166666666666667,0,0.5,0.5,0.5,0.5
1,1,52,0.35347497785182,36,-1,0.333333333333333,0.166666666666667,0.666666666666667,1,0.5,0.5,0.5,0.5
1,1,53,0.429757503043405,85,1,0.5,0.166666666666667,0.666666666666667,0,0.5,0.5,0.5,0.5
1,1,54,0.108258489940485,79,1,1,0.666666666666667,0,1,0.5,0.5,0.5,0.5
1,1,55,0.435788826742398,76,1,1,0.666666666666667,0.5,0.166666666666667,0.5,0.5,0.5,0.5
1,1,56,0.660896565521683,8,-1,0,0.166666666666667,0.833333333333333,0,0.5,0.5,0.5,0.5
1,1,57,0.262266671236517,59,1,0,0.5,0.5,0.833333333333333,0.5,0.5,0.5,0.5
1,1,58,0.209356711902073,94,1,0.333333333333333,1,1,0.333333333333333,0.5,0.5,0.5,0.5
1,1,59,0.848902694311776,34,-1,1,1,0,0.5,0.5,0.5,0.5,0.5
1,1,60,0.641233791510728,8,-1,0,0.166666666666667,0.833333333333333,0,0.5,0.5,0.5,0.5
1,1,61,0.7091130457435,13,-1,0.166666666666667,0,1,0.333333333333333,0.5,0.5,0.5,0.5
1,1,62,0.759020561251658,84,1,0.5,0.166666666666667,0.166666666666667,0.5,0.5,0.5,0.5,0.5
1,1,63,0.707995631424476,6,-1,0.666666666666667,0.5,1,1,0.5,0.5,0.5,0.5
1,1,64,0.162784868347525,38,-1,0.666666666666667,0.333333333333333,0.833333333333333,1,0.5,0.5,0.5,0.5
1,1,65,0.545349526812515,81,1,0.5,0.333333333333333,0,0,0.5,0.5,0.5,0.5
1,1,66,0.287747542070021,52,1,0.833333333333333,0.833333333333333,0.333333333333333,0.333333333333333,0.5,0.5,0.5,0.5
1,1,67,0.0933975937913539,65,1,0.166666666666667,0,0.333333333333333,1,0.5,0.5,0.5,0.5
1,1,68,0.608960112079427,9,-1,0,1,0.333333333333333,0.5,0.5,0.5,0.5,0.5
1,1,69,0.0118712692033944,16,-1,0.333333333333333,1,0.666666666666667,1,0.5,0.5,0.5,0.5
1,1,70,0.267814935181465,39,-1,0.166666666666667,0,0,0.5,0.5,0.5,0.5,0.5
1,1,71,0.670903744561972,66,1,1,0,1,0.833333333333333,0.5,0.5,0.5,0.5
1,1,72,0.924673418068125,28,-1,1,0.333333333333333,0.833333333333333,0,0.5,0.5,0.5,0.5
1,1,73,0.0308730338070677,37,-1,1,1,0.666666666666667,0.833333333333333,0.5,0.5,0.5,0.5
1,1,74,0.313173628650391,54,1,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5
1,1,75,0.726822132054067,12,-1,0.5,0.666666666666667,0.333333333333333,0.166666666666667,0.5,0.5,0.5,0.5
1,1,76,0.550941992501616,17,-1,0,0.333333333333333,0.166666666666667,0,0.5,0.5,0.5,0.5
1,1,77,0.808592343907476,67,1,0.666666666666667,0,0.666666666666667,0.666666666666667,0.5,0.5,0.5,0.5
1,1,78,0.398467467051534,72,1,0,1,0.333333333333333,0.333333333333333,0.5,0.5,0.5,0.5
1,1,79,0.83757941426487,65,1,0.166666666666667,0,0.333333333333333,1,0.5,0.5,0.5,0.5
1,1,80,0.221647034043658,24,-1,0.5,0,0.5,0.166666666666667,0.5,0.5,0.5,0.5
1,1,81,0.0251002927269486,35,-1,0,0.333333333333333,1,0.333333333333333,0.5,0.5,0.5,0.5
1,1,82,0.204103880606692,59,1,0,0.5,0.5,0.833333333333333,0.5,0.5,0.5,0.5
1,1,83,0.111373926074853,92,1,0,0.666666666666667,0.666666666666667,0.666666666666667,0.5,0.5,0.5,0.5
1,1,84,0.382569688086376,76,1,1,0.666666666666667,0.5,0.166666666666667,0.5,0.5,0.5,0.5
1,1,85,0.21553498084716,82,1,0.5,1,0.166666666666667,0.833333333333333,0.5,0.5,0.5,0.5
1,1,86,0.43136256516873,21,-1,0.333333333333333,1,0.833333333333333,0.5,0.5,0.5,0.5,0.5
1,1,87,0.781025418962936,25,-1,0.666666666666667,0,0.666666666666667,1,0.5,0.5,0.5,0.5
1,1,88,0.284562154481309,70,1,0,0.333333333333333,0.833333333333333,0.666666666666667,0.5,0.5,0.5,0.5
1,1,89,0.771311151057272,87,1,0.5,0.166666666666667,0.5,0.5,0.5,0.5,0.5,0.5
1,1,90,0.992860925384395,68,1,0.333333333333333,0.666666666666667,0.333333333333333,0.5,0.5,0.5,0.5,0.5
1,1,91,0.0628850510379511,54,1,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5
1,1,92,0.960028345851638,1,-1,0.833333333333333,0,0.333333333333333,0.666666666666667,0.5,0.5,0.5,0.5
1,1,93,0.798815161982523,61,1,0.5,1,0.666666666666667,0.166666666666667,0.5,0.5,0.5,0.5
1,1,94,0.727559685926187,35,-1,0,0.333333333333333,1,0.333333333333333,0.5,0.5,0.5,0.5
1,1,95,0.711580930285341,46,-1,0.5,0.833333333333333,0.166666666666667,0.333333333333333,0.5,0.5,0.5,0.5
1,1,96,0.799241633270604,37,-1,1,1,0.666666666666667,0.833333333333333,0.5,0.5,0.5,0.5
1,1,97,0.512753403959857,90,1,0,0.166666666666667,0.833333333333333,0.666666666666667,0.5,0.5,0.5,0.5
1,1,98,0.884440466780875,28,-1,1,0.333333333333333,0.833333333333333,0,0.5,0.5,0.5,0.5
1,1,99,0.99774894745115,32,-1,1,0.833333333333333,0.666666666666667,0.833333333333333,0.5,0.5,0.5,0.5
1,1,100,0.0586659949124906,40,-1,0.333333333333333,0.5,1,1,0.5,0.5,0.5,0.5
1,1,101,0.359496541749872,83,1,0.333333333333333,0.666666666666667,0.666666666666667,0.166666666666667,0.5,0.5,0.5,0.5
1,1,102,0.0176247277629511,2,-1,0.166666666666667,0.666666666666667,1,0.666666666666667,0.5,0.5,0.5,0.5
1,1,103,0.824999280746054,60,1,1,0.166666666666667,0.333333333333333,0.166666666666667,0.5,0.5,0.5,0.5
1,1,104,0.369730425889741,18,-1,0,0.333333333333333,0,1,0.5,0.5,0.5,0.5
1,1,105,0.602007967620938,29,-1,0.333333333333333,0.833333333333333,0.5,0.166666666666667,0.5,0.5,0.5,0.5
1,1,106,0.30896074997561,23,-1,0.666666666666667,0.833333333333333,0.833333333333333,0.833333333333333,0.5,0.5,0.5,0.5
1,1,107,0.585526283103227,64,1,0.666666666666667,0.166666666666667,0,0.666666666666667,0.5,0.5,0.5,0.5
1,1,108,0.594863702416404,7,-1,0.833333333333333,1,0,0.166666666666667,0.5,0.5,0.5,0.5
1,1,109,0.994178428575787,33,-1,0.166666666666667,0,1,0,0.5,0.5,0.5,0.5
1,1,110,0.786027636238658,23,-1,0.666666666666667,0.833333333333333,0.833333333333333,0.833333333333333,0.5,0.5,0.5,0.5
1,1,111,0.848863406779795,14,-1,0.666666666666667,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1,1,112,0.301139634149317,53,1,1,0.5,0.833333333333333,0.166666666666667,0.5,0.5,0.5,0.5
1,1,113,0.284210808801044,78,1,0.666666666666667,1,1,0,0.5,0.5,0.5,0.5
1,1,114,0.690635393628114,51,1,0.333333333333333,0.5,0.833333333333333,1,0.5,0.5,0.5,0.5
1,1,115,0.61722402348197,90,1,0,0.166666666666667,0.833333333333333,0.666666666666667,0.5,0.5,0.5,0.5
1,1,116,0.903629976390864,48,-1,1,0.833333333333333,0.833333333333333,0,0.5,0.5,0.5,0.5
1,1,117,0.219067493718514,60,1,1,0.166666666666667,0.333333333333333,0.166666666666667,0.5,0.5,0.5,0.5
1,1,118,0.449160717786708,4,-1,0.333333333333333,0.333333333333333,1,0.5,0.5,0.5,0.5,0.5
1,1,119,0.922011164167775,3,-1,0.666666666666667,0.833333333333333,0.166666666666667,0.833333333333333,0.5,0.5,0.5,0.5
1,1,120,0.740798971197387,71,1,0.833333333333333,0.666666666666667,0.166666666666667,1,0.5,0.5,0.5,0.5
1,1,121,0.18452697972131,56,1,0,0.666666666666667,0.5,0.166666666666667,0.5,0.5,0.5,0.5
1,1,122,0.560903358883735,77,1,0.5,1,0.666666666666667,0.666666666666667,0.5,0.5,0.5,0.5
1,1,123,0.915638364978772,2,-1,0.166666666666667,0.666666666666667,1,0.666666666666667,0.5,0.5,0.5,0.5
1,1,124,0.0298083318998114,87,1,0.5,0.166666666666667,0.5,0.5,0.5,0.5,0.5,0.5
1,1,125,0.853630439035089,22,-1,0.166666666666667,0,0.333333333333333,0.166666666666667,0.5,0.5,0.5,0.5
1,1,126,0.158889835648438,70,1,0,0.333333333333333,0.833333333333333,0.666666666666667,0.5,0.5,0.5,0.5
1,1,127,0.419881569480821,47,-1,0.166666666666667,0.833333333333333,0.833333333333333,0.166666666666667,0.5,0.5,0.5,0.5
1,1,128,0.14724599823791,88,1,0.833333333333333,0.333333333333333,0.166666666666667,0.833333333333333,0.5,0.5,0.5,0.5
