iSession,iTrial,text
1,1,头最长，比脖子和尾巴都长。
1,2,头比脖子和尾巴都要长。
1,3,腿很长。
1,4,头比其他部位都长。
1,5,脖子和尾巴一样长，腿很短。
1,6,脖子和尾巴一样长，腿很短。
1,7,头和尾巴一样长，腿很短。
1,8,脖子最长。
1,9,脖子最长。
1,10,尾巴和腿一样长。
1,11,脖子最长，比其他部位都长。
1,12,脖子最长。
1,13,脖子最长。
1,14,尾巴最长。
1,15,脖子最长。
1,16,头最长。
1,17,脖子最长。
1,18,腿最长。
1,19,头最长。
1,20,头最长，腿很短。
1,21,腿很长，其他部位都很短。
1,22,头和脖子一样长。
1,23,头、脖子、尾巴一样长。
1,24,脖子最长。
1,25,头和尾巴一样长。
1,26,尾巴最长。
1,27,尾巴最长，腿最长。
1,28,尾巴很长，头也比较长，腿很短。
1,29,脖子很长。
1,30,脖子很长。
1,31,脖子很长，腿很短。
1,32,腿和尾巴一样长。
1,33,头最长，其次是尾巴。
1,34,头最长，其次是尾巴。
1,35,脖子最长。
1,36,腿最长。
1,37,脖子最长，腿和尾巴都很短。
1,38,头和尾巴一样长。
1,39,头和脖子、腿都很长，尾巴很短。
1,40,头和尾巴都很长，腿很短。
1,41,腿和尾巴都很长。
1,42,头和尾巴一样长。
1,43,头、尾巴、腿基本一样长。
1,44,尾巴最长。
1,45,头、脖子和腿基本一样长。
1,46,头和尾巴基本一样长，腿很短。
1,47,脖子最长，腿很短。
1,48,头和腿基本一样长，尾巴很短。
1,49,头和尾巴都很长。
1,50,头和脖子最长。
1,51,头很长，头最长。
1,52,头和腿都是最长。
1,53,脖子最长，腿很短。
1,54,尾巴最长，其次是脖子。
1,55,头，和腿基本一样长。
1,56,头和脖子基本一样长。
1,57,头和脖子，尾巴和腿中有三个是一样长。
1,58,头、脖子、尾巴一样长。
1,59,脖子和尾巴一样长，腿很短。
1,60,头和腿一样长，四个部位都长。
1,61,脖子和尾巴最长，腿很短。
1,62,头和腿一样长。
1,63,尾巴和腿一样长。
1,64,脖子和腿都很长，尾巴很短。
1,65,脖子和尾巴一样长。
1,66,脖子和尾巴都很长。
1,67,头最长，其次是尾巴。
1,68,头最长，其次是尾巴。
1,69,尾巴和腿都很长。
1,70,脖子和腿都很长。
1,71,头和尾巴都很长。
1,72,头和腿都很长。
1,73,头和脖子都很长。
1,74,头和脖子都很长。
1,75,头和脖子基本一样长。
1,76,头和尾巴基本一样长。
1,77,头和尾巴基本一样长。
1,78,头和脖子一样长。
1,79,头和脖子一样长。
1,80,头和腿一样长。
1,81,尾巴最长。
1,82,脖子最长，比其他都长。
1,83,头和腿一样长。
1,84,尾巴最长。
1,85,头和尾巴一样长。
1,86,头最长。
1,87,脖子和尾巴最长。
1,88,脖子最长。
1,89,脖子最长。
1,90,腿和尾巴都很长。
1,91,脖子最长。
1,92,头和脖子最长。
1,93,脖子和尾巴一样长。
1,94,脖子和尾巴一样长。
1,95,脖子最长。
1,96,尾巴最长。
1,97,头和脖子一样长。
1,98,腿最长。
1,99,脖子和尾巴都很长。
1,100,脖子和头都很长。
1,101,脖子和尾巴都很长。
1,102,头和脖子一样长。
1,103,腿最长。
1,104,腿和尾巴都很长。
1,105,头和尾巴一样长。
1,106,头和尾巴一样长。
1,107,脖子和尾巴一样长。
1,108,腿最长。
1,109,头最长。
1,110,脖子和尾巴最长。
1,111,脖子最长。
1,112,腿最长。
1,113,脖子最长。
1,114,脖子最长。
1,115,脖子最长。
1,116,腿最长。
1,117,脖子最长。
1,118,脖子和尾巴一样长。
1,119,腿最长。
1,120,头最长。
1,121,头和尾巴一样长。
1,122,脖子最长。
1,123,腿最长。
1,124,尾巴最长。
1,125,腿最长。
1,126,头最长。
1,127,头和脖子都很长。
1,128,头和腿都很长。
1,129,头和脖子长。
1,130,脖子最长。
1,131,尾巴最长。
1,132,头和脖子长。
1,133,腿最长。
1,134,脖子最长。
1,135,头最长。
1,136,尾巴和腿长。
1,137,头最长。
1,138,脖子最长。
1,139,腿最长。
1,140,脖子最长。
1,141,腿最长。
1,142,头最长。
1,143,头和脖子长。
1,144,头和脖子长。
1,145,脖子最长。
1,146,脖子最长。
1,147,头和腿一样长。
1,148,脖子最长。
1,149,腿最长。
1,150,头和尾巴都长。
1,151,腿最长。
1,152,脖子和尾巴都长。
1,153,尾巴最长。
1,154,腿最长。
1,155,脖子最长。
1,156,脖子最长。
1,157,脖子和腿一样长。
1,158,脖子和尾巴一样长。
1,159,头和尾巴一样长。
1,160,腿最长。
1,161,腿最长。
1,162,尾巴最长。
1,163,尾巴最长。
1,164,头最长。
1,165,头和腿长。
1,166,头和脖子长。
1,167,腿最长。
1,168,头和脖子长。
1,169,头和腿长。
1,170,尾巴最长。
1,171,脖子和腿长。
1,172,脖子最长。
1,173,头和尾巴长。
1,174,腿最长。
1,175,头和尾巴一样长。
1,176,脖子和腿一样长。
1,177,脖子长。
1,178,腿长。
1,179,腿长。
1,180,头和尾巴长。
1,181,头和脖子长。
1,182,头和脖子长。
1,183,头很长。
1,184,头和腿长。
1,185,脖子和尾巴长。
1,186,头和脖子长。
1,187,头和脖子长。
1,188,头很长。
1,189,尾巴和腿很长。
1,190,尾巴很长。
1,191,尾巴很长。
1,192,腿和尾巴很长。
1,193,尾巴和腿很长。
1,194,头很长。
1,195,脖子很长。
1,196,头很长。
1,197,尾巴很长。
1,198,头很长。
1,199,尾巴很长。
1,200,头和腿很长。
1,201,尾巴很长。
1,202,脖子和尾巴很长，腿很短。
1,203,腿很长。
1,204,头很长。
1,205,腿很长。
1,206,尾巴很长。
1,207,尾巴很长。
1,208,尾巴很长。
1,209,脖子和尾巴很长。
1,210,脖子和尾巴很长。
1,211,头很长。
1,212,腿特别长。
1,213,头和脖子很长。
1,214,腿最长。
1,215,头最长。
1,216,脖子和腿很长。
1,217,脖子和腿很长。
1,218,腿很长。
1,219,尾巴很长。
1,220,头和腿长。
1,221,头很长。
1,222,腿最长。
1,223,脖子最长。
1,224,脖子和尾巴长。
1,225,尾巴很长。
1,226,头和脖子很长。
1,227,腿很长。
1,228,头和脖子很长。
1,229,尾巴很长。
1,230,头很长。
1,231,腿很长。
1,232,头很长。
1,233,头和腿长。
1,234,尾巴很长。
1,235,头和脖子很长。
1,236,腿最长。
1,237,脖子和尾巴一样长。
1,238,头和脖子都很长。
1,239,脖子最长。
1,240,脖子和尾巴都长。
1,241,头和脖子都很长。
1,242,头和脖子都很长。
1,243,头和脖子都很长。
1,244,头和脖子都很长。
1,245,尾巴很长。
1,246,脖子最长。
1,247,头最长。
1,248,尾巴很长。
1,249,头最长。
1,250,脖子和尾巴都很长。
1,251,腿很长。
1,252,腿很长。
1,253,腿很长。
1,254,腿最长。
1,255,尾巴最长。
1,256,尾巴最长。
1,257,头和腿长。
1,258,尾巴很长。
1,259,头最长。
1,260,腿最长。
1,261,头和尾巴很长。
1,262,尾巴最长。
1,263,头很长。
1,264,头和脖子很长。
1,265,脖子和腿很长。
1,266,尾巴很长。
1,267,头和尾巴长。
1,268,脖子和尾巴长。
1,269,头和腿长。
1,270,尾巴最长。
1,271,脖子和尾巴长。
1,272,脖子和尾巴长。
1,273,脖子和尾巴长。
1,274,头和腿长。
1,275,脖子最长。
1,276,头最长。
1,277,头最长。
1,278,头最长。
1,279,头和腿长。
1,280,脖子和腿长。
1,281,尾巴很长。
1,282,腿很长。
1,283,头最长。
