iSession,iTrial,text
1,1,黑色格子的总数是三，多于一半。
1,2,黑色格子的总数是一，少于一半。
1,3,第2号格子和第4号格子是黑色的，并且黑色格子总数是2，少于一半。
1,4,两端的，也就是第1号和第5号格子都是黑色的，并且黑色格子总数是3，多于一半。
1,5,我我记得出现过一样的，那个时候我选了 F，并且是错误的。这次我猜测我选择这个的理由是我还没有想好。
1,6,1号格子是黑色的，5号格子是白色的，并且黑色格子总数是3。
1,7,1号格子和5号格子都是白色的。
1,8,1号格子和5号格子中有一个是黑色的，有一个是白色的。但是这个时候黑色格子的总数是2。
1,9,1号格子和5号格子中，有一个是黑色的，有一个是白色的，并且此时黑色格子的总数是3。
1,10,1号格子和5号格子都是白色的，并且此时黑色格子的总数是2。
1,11,1号格子和5号格子。有一个是黑色的，并且此时黑色格子总数是二。
1,12,5号格子是黑色的。
1,13,1号格子和5号格子都是白色的，并且黑色格子的总数是2。
1,14,1号格子和5号格子有一个是黑色的，并且黑色格子的总数是2。
1,15,1号格子和5号格子有一个是黑色的，并且黑色格子的总数是2。
1,16,1号格子和5号格子有一个是黑色的，并且此时黑色格子的总数是3。
1,17,黑色格子，1号1号3号和5号是黑色格子。这三块黑色格子被白色总共分成了三部分。
1,18,1号格子和5号格子中有一个是黑色的，并且此时黑色格子的总数是2。
1,19,1号格子和5号格子中有存在黑色的，并且黑色格子的总数是3。
1,20,1号格子和5号格子都是黑色的。并且中间没有别的黑色格子了。
1,21,1号格子和5号格子都不是黑色的，并且中间还有一个，就是4号位上有一个黑色格子。
1,22,1号位和5号位都不是黑色格子，并且黑色格子的总数目为2，是偶数。
1,23,除了二号位之外都是黑色格子。
1,24,黑色格子总数是二。
1,25,黑色格子的总数是偶数，并且一号位和五号位都是黑色格子。
1,26,黑色格子的总数是一，并且在4号位。
1,27,黑色格子的总数是奇数，并且并不出现在1号位和5号位。
1,28,白色格子的总数是一，并且并不出现在1号位和5号位。
1,29,黑色格子的总数是一。
1,30,白色区域的总数是一，也就是说只有两个白色格子情况下，它们还是连在一起的。
1,31,黑色区域的总数是一，也就是说黑色出现在第一、第二、第三、第四号位，它们都是连在一起的。
1,32,与前面那个反过来，我想测试一下这两个是不是应该是一样的。
1,33,中间三号位的格子是白色的，并且黑色格子总数是二。
1,34,中间三号位的格子是黑色的，并且黑色格子的总数是三。
1,35,中间三号位的格子是黑色的，并且黑色格子的总数是三。
1,36,如果把这个图中所有的黑色方块变成白色，白色方块变成黑色，那我记得应该是选 J 我想测试一下这样的情况是不是应该是一样的。
1,37,我遇见过这种情况。
1,38,图中没有白色方块。
1,39,黑色方块比白色方块多。
1,40,2号位置出现了一个黑色方块，在这幅图中仅有一个黑色方块。
1,41,黑色方块多于白色方块。
1,42,这幅图中黑色方块的数目是三个。
1,43,这幅图中黑色方块的数目是两个。
1,44,我记得我遇到过这种题，这种类型，并且我还记错过一次。我现在记得它应该是 F 类的。
1,45,如果把二号位的黑色方块挪到三号位，那么跟之前的题是一样的。这一次我想测试一下呃仅仅挪动二三号位那个方块会不会对结果造成影响。
1,46,2号位和4号位的方块是颜色相同的。
1,47,2号位和4号位的方块是颜色相同的。
1,48,2号位和4号位的方块是颜色相同的。
1,49,2号位和4号位的方块是颜色相异的。
1,50,2号位和4号位的方块是颜色相异的。
1,51,2号位和4号位的方块是颜色相异的。
1,52,2号位和4号位的方块是颜色相同的。
1,53,2号位和4号位的方块是颜色相同的。
1,54,2号位和4号位的方块是颜色相异的。
1,55,2号位和4号位的方块是颜色相同的。
1,56,2号位和4号位的方块是颜色相同的。
1,57,2号位和4号位的方块是颜色相异的。
1,58,2号位和4号位的方块是颜色相同的。
1,59,2号位和4号位的方块是颜色相同的。
1,60,2号位和4号位的方块是颜色相同的。
1,61,2号位和4号位的方块是颜色相异的。
1,62,2号位和4号位的方块是颜色相异的。
1,63,2号位和4号位的方块是颜色相异的。
1,64,2号位和4号位的方块是颜色相同的。
1,65,2号位和4号位的方块是颜色相异的。
1,66,2号位和4号位的方块是颜色相同的。
1,67,2号位和4号位的方块是颜色相同的。
1,68,2号位和4号位的方块是颜色相异的。
1,69,2号位和4号位的方块是颜色相同的。
1,70,2号位和4号位的方块是颜色相同的。
1,71,2号位和4号位的方块是颜色相异的。
1,72,2号位和4号位的方块是颜色相同的。
1,73,2号位和4号位的方块是颜色相同的。
1,74,2号位和4号位的方块是颜色相异的。
1,75,2号位和4号位的方块是颜色相异的。
1,76,2号位和4号位的方块是颜色相异的。
1,77,2号位和4号位的方块是颜色相同的。
1,78,2号位和4号位的方块是颜色相异的。
1,79,2号位和4号位的方块是颜色相异的。
1,80,2号位和4号位的方块是颜色相同的。
1,81,2号位和4号位的方块是颜色相异的。
1,82,2号位和4号位的方块是颜色相异的。
1,83,2号位和4号位的方块是颜色相异的。
1,84,2号位和4号位的方块是颜色相异的。
1,85,2号位和4号位的方块是颜色相同的。
1,86,2号位和4号位的方块是颜色相同的。
1,87,2号位和4号位的方块是颜色相同的。
1,88,2号位和4号位的方块是颜色相异的。
1,89,2号位和4号位的方块是颜色相异的。
1,90,2号位和4号位的方块是颜色相异的。
1,91,2号位和4号位的方块是颜色相同的。
1,92,2号位和4号位的方块是颜色相同的。
1,93,二号位和四号位的方块是颜色相异的。
1,94,2号位和4号位的方块是颜色相同的。
1,95,2号位和4号位的方块是颜色相同的。
1,96,2号位和4号位的方块是颜色相同的。
1,97,2号位和4号位的方块是颜色相同的。
1,98,2号位和4号位的方块是颜色相异的。
1,99,2号位和4号位的方块是颜色相异的。
1,100,2号位和4号位的方块是颜色相异的。
1,101,2号位和4号位的方块是颜色相同的。
1,102,2号位和4号位的方块是颜色相同的，它们都是白色。
1,103,2号位和4号位的方块是颜色相异的。
1,104,2号位和4号位的方块是颜色相异的。
1,105,2号位和4号位的方块是颜色相同的。
1,106,2号位和4号位的方块是颜色相同的。
1,107,2号位和4号位的方块是颜色相同的。
1,108,2号位和4号位的方块是颜色相同的。
1,109,2号位和4号位的方块是颜色相同的。
1,110,2号位和4号位的方块是颜色相异的。
1,111,2号位和4号位的方块是颜色相同的。
1,112,二号位和四号位的方块是颜色相异的。
1,113,2号位和4号位的方块是颜色相同的。
1,114,2号位和4号位的方块是颜色相异的。
1,115,2号位和4号位的方块是颜色相异的。
1,116,2号位和4号位的方块是颜色相同的。
1,117,2号位和4号位的方块是颜色相异的。
1,118,2号位和4号位的方块是颜色相异的。
1,119,二号位和四号位的方块是颜色相异的。
1,120,2号位和4号位的方块是颜色相同的。
1,121,2号位和4号位的方块是颜色相同的。
1,122,2号位和4号位的方块是颜色相异的。
1,123,2号位和4号位的方块是颜色相异的。
1,124,2号位和4号位的方块是颜色相同的。
1,125,2号位和4号位的方块是颜色相同的。
1,126,2号位和4号位的方块是颜色相异的。
1,127,2号位和4号位的方块是颜色相异的。
1,128,2号位和4号位的方块是颜色相同的。
