iSession,iTrial,text
1,1,先猜测第四个是黑色格子，按了 J 键。
1,2,第四个是黑色的格子，按了 J 键。
1,3,第四个格子是黑色的，嗯，所以选 J。
1,4,第四个格子是白色的，选 F。
1,5,一三四五格子都是黑色的，选 J。
1,6,第二个和第四个格子是白色的。选 F
1,7,只有第一个格子是黑色的。选选一
1,8,一二四格子是黑色的。
1,9,第四个格子是白色的，选 F。
1,10,第一第三个格子是白色。2和45是黑色，45连着写。那
1,11,1~5格子都是黑色的。
1,12,1~4格子是黑色的。最最后一个格子是白色的，猜测是 F。
1,13,第二，第四个格子是黑色的，135是白色的。
1,14,只有第二个格子是白色的。
1,15,所有格子都是黑色的。
1,16,第五个格子是黑色的。
1,17,125格子是黑色的。
1,18,一二三四五格子都是白色的。
1,19,第二第五个格子是黑色的，一三四都是白色的。
1,20,只有第四个格子是黑色的。
1,21,只有第三个格子是黑色的。
1,22,二三四格子都是黑色的。
1,23,一二三格子是黑色的，黑色相对于白色在前面
1,24,一二三格子是白色的。
1,25,只有第二个格子是黑色的。
1,26,一和五各自是黑色的，中间二三四都是白色的。
1,27,第五个格子是黑色的，前面四个都是白色的。
1,28,一三四格子是黑色的，二和五是白色的。其中二格白色格子在两个黑色格子之间。
1,29,只有第一个格子是黑色的。
1,30,只有第三个格子是白色的。
1,31,135和24。135的格子颜色和24的格子颜色分别不同。
1,32,只有第一个格子是白色的。
1,33,第一和第四个格子是白色的，二三五是黑色的，有两个连续一样颜色的格子。
1,34,只有第二个格子是黑色的。
1,35,只有第四个格子是白色的。
1,36,第一二格子是白色的。三四五是黑色的。二白色格子，二格子的颜色和四不一样。
1,37,第二个格子颜色和第四个格子颜色不一样。
1,38,第二个格子颜色和第四个格子颜色一样。
1,39,第二个格子颜色和第四个格子颜色不一样啊。
1,40,第二个格子和第四个格子颜色不一样。
1,41,第二个格子和第四个格子颜色一样。
1,42,第二个格子和第四个格子颜色一样。
1,43,第二个格子和第四个格子颜色一样，都是白色的。
1,44,第二个格子和第四个格子颜色一样，都是白色的。
1,45,第二个格子和第四个格子颜色不一样。
1,46,第二个格子和第四个格子颜色一样。
1,47,第二个格子和第四个格子颜色不一样。
1,48,第二个格子和第四个格子颜色不一样。
1,49,第二个格子和第四个格子颜色不一样。
1,50,第二个格子和第四个格子颜色一样。
1,51,第二个格子和第四个格子颜色一样。
1,52,第二个格子和第四个格子颜色一样。
1,53,第二个格子和第四个格子颜色一样，都是白色的。
1,54,第二个和第四个格子颜色一样。
1,55,第二个和第四个颜，格子颜色不一样。
1,56,第二个格子和第四个格子颜色不一样。
1,57,第二个格子和第四个格子颜色不一样。
1,58,第二个格子和第四个格子颜色不一样。
1,59,第二个格子和第四个格子颜色一样。
1,60,第二个格子和第四个格子颜色一样。
1,61,第二个格子和第四个格子颜色不一样。
1,62,第二和第四个格子颜色不一样。
1,63,第二和第四个格子颜色不一样。
1,64,第二和第四个格子颜色一样，都是黑色。
1,65,第二个和第四个格子颜色不一样。
1,66,第二个格子和第四个格子颜色不一样。
1,67,第二个格子和第四个格子颜色不一样。
1,68,第二个格子和第四个格子颜色一样。
1,69,第二个格子和第四个格子颜色一样。
1,70,第二和第四个格子颜色一样。
1,71,第二和四，第二个和第四个格子颜色一样。
1,72,第二和第四个格子颜色不一样。
1,73,第二个和第四个格子颜色不一样。
1,74,第二个和第四个格子颜色不一样。
1,75,第二个格子颜色和第四个格子颜色一样。
1,76,第二个格子和第四个格子颜色一样，都是黑色的。
1,77,第二个格子和第四个格子颜色不一样。
1,78,第二个格子和第四个格子一样都是黑色的。
1,79,第二个格子和第四个格子颜色不一样。
1,80,第二个格子和第四个格子颜色一样。
1,81,第二个格子和第四个格子颜色一样。
1,82,第二个格子和第四个格子颜色一样。
1,83,第二个格子和第四个格子颜色不一样。
1,84,第二个格子和第四个格子颜色不一样。
1,85,第二个格子和第四个格子颜色一样。
1,86,第二个格子和第四个格子颜色不一样。
1,87,2和4格子颜色不一样。
1,88,2和4格子颜色一样。
1,89,二四两个格子颜色不一样。
1,90,二是两个格子颜色一样。
1,91,二四两个格子颜色不一样。
1,92,二四两个格子颜色一样。
1,93,二是两个格子颜色不一样。
1,94,二是两个格子颜色不一样。
1,95,2和4两个格子颜色不一样。
1,96,第二第四个格子颜色他啊
1,97,第二第四个格子颜色一样。
1,98,第二第四个格子颜色不一样。
1,99,第二第四个格子颜色一样。
1,100,第二第四个格子颜色不一样。
1,101,第二第四个格子颜色一样。
1,102,第二第四个格子颜色一样。
1,103,第二第四个格子颜色不一样。
1,104,第二第四个格子颜色一样。
1,105,第二第四个格子颜色不一样。
1,106,第二第四个格子颜色不一样。
1,107,二四两个格子颜色一样。
1,108,二四两个格子颜色一样。
1,109,二四两个格子颜色一样。
1,110,第二第四个格子颜色一样。
1,111,二是两个格子颜色不一样。
1,112,二是两个格子颜色一样。
1,113,第二第四个格子颜色不一样。
1,114,二四两个格子颜色不一样。
1,115,二四两个格子颜色不一样。
1,116,第二第四个格子颜色不一样。
1,117,第二第四个格子颜色不一样。
1,118,第二和第四个格子颜色一样。
1,119,第二和四格子颜色一样。
1,120,第二第四个格子一样都是白色的。
1,121,二是两个格子颜色不一样。
1,122,二四两个格子颜色一样。
1,123,二四两个格子颜色一样。
1,124,第二第四个格子颜色不一样。
1,125,第二第四个格子颜色不一样。
1,126,第二第四两个格子颜色一样。
1,127,二四两个格子颜色一样。
1,128,二四两个格子颜色不一样。
