iSession,iTrial,text,A,b,n_constraints,matched_rules,un_pro
1,1,脖子和腿一样长。,[],[],0,[],['脖子和腿一样长']
1,2,脖子和腿一样长。,[],[],0,[],['脖子和腿一样长']
1,3,头和尾巴一样长。,[],[],0,[],['头和尾巴一样长']
1,4,脖子和腿一样长。,[],[],0,[],['脖子和腿一样长']
1,5,腿最短。,"[[1.0, 0.0, -1.0, 0.0], [0.0, 1.0, -1.0, 0.0], [0.0, 0.0, -1.0, 1.0]]","[0.0, 0.0, 0.0]",3,['superlative'],[]
1,6,脖子最短。,"[[-1.0, 1.0, 0.0, 0.0], [-1.0, 0.0, 1.0, 0.0], [-1.0, 0.0, 0.0, 1.0]]","[0.0, 0.0, 0.0]",3,['superlative'],[]
1,7,头和尾巴一样长。,[],[],0,[],['头和尾巴一样长']
1,8,头和尾巴一样长。,[],[],0,[],['头和尾巴一样长']
1,9,头最长。,"[[-1.0, 1.0, 0.0, 0.0], [0.0, 1.0, -1.0, 0.0], [0.0, 1.0, 0.0, -1.0]]","[0.0, 0.0, 0.0]",3,['superlative'],[]
1,10,脖子最长。,"[[1.0, -1.0, 0.0, 0.0], [1.0, 0.0, -1.0, 0.0], [1.0, 0.0, 0.0, -1.0]]","[0.0, 0.0, 0.0]",3,['superlative'],[]
1,11,尾巴最长。,"[[-1.0, 0.0, 0.0, 1.0], [0.0, -1.0, 0.0, 1.0], [0.0, 0.0, -1.0, 1.0]]","[0.0, 0.0, 0.0]",3,['superlative'],[]
1,12,头和脖子一样长。,[],[],0,[],['头和脖子一样长']
1,13,脖子和腿一样长。,[],[],0,[],['脖子和腿一样长']
1,14,腿和尾巴一样长。,[],[],0,[],['腿和尾巴一样长']
1,15,尾巴最长。,"[[-1.0, 0.0, 0.0, 1.0], [0.0, -1.0, 0.0, 1.0], [0.0, 0.0, -1.0, 1.0]]","[0.0, 0.0, 0.0]",3,['superlative'],[]
1,16,头和脖子一样长。,[],[],0,[],['头和脖子一样长']
1,17,头最长。,"[[-1.0, 1.0, 0.0, 0.0], [0.0, 1.0, -1.0, 0.0], [0.0, 1.0, 0.0, -1.0]]","[0.0, 0.0, 0.0]",3,['superlative'],[]
1,18,头最长。,"[[-1.0, 1.0, 0.0, 0.0], [0.0, 1.0, -1.0, 0.0], [0.0, 1.0, 0.0, -1.0]]","[0.0, 0.0, 0.0]",3,['superlative'],[]
1,19,脖子最短。,"[[-1.0, 1.0, 0.0, 0.0], [-1.0, 0.0, 1.0, 0.0], [-1.0, 0.0, 0.0, 1.0]]","[0.0, 0.0, 0.0]",3,['superlative'],[]
1,20,头最长。,"[[-1.0, 1.0, 0.0, 0.0], [0.0, 1.0, -1.0, 0.0], [0.0, 1.0, 0.0, -1.0]]","[0.0, 0.0, 0.0]",3,['superlative'],[]
1,21,腿最长。,"[[-1.0, 0.0, 1.0, 0.0], [0.0, -1.0, 1.0, 0.0], [0.0, 0.0, 1.0, -1.0]]","[0.0, 0.0, 0.0]",3,['superlative'],[]
1,22,头最长。,"[[-1.0, 1.0, 0.0, 0.0], [0.0, 1.0, -1.0, 0.0], [0.0, 1.0, 0.0, -1.0]]","[0.0, 0.0, 0.0]",3,['superlative'],[]
1,23,头最长。,"[[-1.0, 1.0, 0.0, 0.0], [0.0, 1.0, -1.0, 0.0], [0.0, 1.0, 0.0, -1.0]]","[0.0, 0.0, 0.0]",3,['superlative'],[]
1,24,腿最长。,"[[-1.0, 0.0, 1.0, 0.0], [0.0, -1.0, 1.0, 0.0], [0.0, 0.0, 1.0, -1.0]]","[0.0, 0.0, 0.0]",3,['superlative'],[]
1,25,腿最长。,"[[-1.0, 0.0, 1.0, 0.0], [0.0, -1.0, 1.0, 0.0], [0.0, 0.0, 1.0, -1.0]]","[0.0, 0.0, 0.0]",3,['superlative'],[]
1,26,腿最短。,"[[1.0, 0.0, -1.0, 0.0], [0.0, 1.0, -1.0, 0.0], [0.0, 0.0, -1.0, 1.0]]","[0.0, 0.0, 0.0]",3,['superlative'],[]
1,27,脖子最长。,"[[1.0, -1.0, 0.0, 0.0], [1.0, 0.0, -1.0, 0.0], [1.0, 0.0, 0.0, -1.0]]","[0.0, 0.0, 0.0]",3,['superlative'],[]
1,28,头和腿一样长。,[],[],0,[],['头和腿一样长']
1,29,脖子最短。,"[[-1.0, 1.0, 0.0, 0.0], [-1.0, 0.0, 1.0, 0.0], [-1.0, 0.0, 0.0, 1.0]]","[0.0, 0.0, 0.0]",3,['superlative'],[]
1,30,脖子和尾巴一样长。,[],[],0,[],['脖子和尾巴一样长']
1,31,头和腿一样长。,[],[],0,[],['头和腿一样长']
1,32,腿最长。,"[[-1.0, 0.0, 1.0, 0.0], [0.0, -1.0, 1.0, 0.0], [0.0, 0.0, 1.0, -1.0]]","[0.0, 0.0, 0.0]",3,['superlative'],[]
1,33,腿最长。,"[[-1.0, 0.0, 1.0, 0.0], [0.0, -1.0, 1.0, 0.0], [0.0, 0.0, 1.0, -1.0]]","[0.0, 0.0, 0.0]",3,['superlative'],[]
1,34,腿短。,"[[0.0, 0.0, -1.0, 0.0]]",[-0.5],1,['general_case'],[]
1,35,腿最长。,"[[-1.0, 0.0, 1.0, 0.0], [0.0, -1.0, 1.0, 0.0], [0.0, 0.0, 1.0, -1.0]]","[0.0, 0.0, 0.0]",3,['superlative'],[]
1,36,腿短。,"[[0.0, 0.0, -1.0, 0.0]]",[-0.5],1,['general_case'],[]
1,37,腿最长。,"[[-1.0, 0.0, 1.0, 0.0], [0.0, -1.0, 1.0, 0.0], [0.0, 0.0, 1.0, -1.0]]","[0.0, 0.0, 0.0]",3,['superlative'],[]
1,38,脖子和腿一样长。,[],[],0,[],['脖子和腿一样长']
1,39,腿短。,"[[0.0, 0.0, -1.0, 0.0]]",[-0.5],1,['general_case'],[]
1,40,腿短。,"[[0.0, 0.0, -1.0, 0.0]]",[-0.5],1,['general_case'],[]
1,41,尾巴短。,"[[0.0, 0.0, 0.0, -1.0]]",[-0.5],1,['general_case'],[]
1,42,头和腿一样长。,[],[],0,[],['头和腿一样长']
1,43,腿短。,"[[0.0, 0.0, -1.0, 0.0]]",[-0.5],1,['general_case'],[]
1,44,脖子和腿一样长。,[],[],0,[],['脖子和腿一样长']
1,45,腿短。,"[[0.0, 0.0, -1.0, 0.0]]",[-0.5],1,['general_case'],[]
1,46,尾巴长。,"[[0.0, 0.0, 0.0, 1.0]]",[0.5],1,['general_case'],[]
1,47,头和腿一样长。,[],[],0,[],['头和腿一样长']
1,48,头和脖子一样长。,[],[],0,[],['头和脖子一样长']
1,49,腿短。,"[[0.0, 0.0, -1.0, 0.0]]",[-0.5],1,['general_case'],[]
1,50,腿短。,"[[0.0, 0.0, -1.0, 0.0]]",[-0.5],1,['general_case'],[]
1,51,腿长。,"[[0.0, 0.0, 1.0, 0.0]]",[0.5],1,['general_case'],[]
1,52,腿和脖子一样短。,[],[],0,[],['腿和脖子一样短']
1,53,脖子和腿一样长。,[],[],0,[],['脖子和腿一样长']
1,54,腿短。,"[[0.0, 0.0, -1.0, 0.0]]",[-0.5],1,['general_case'],[]
1,55,尾巴短。,"[[0.0, 0.0, 0.0, -1.0]]",[-0.5],1,['general_case'],[]
1,56,腿短。,"[[0.0, 0.0, -1.0, 0.0]]",[-0.5],1,['general_case'],[]
1,57,头和腿一样长。,[],[],0,[],['头和腿一样长']
