iSession,iTrial,text,A,b,n_constraints,matched_rules,un_pro
1,1,头和脖子小于腿和尾巴。,[],[],0,[],['头和脖子小于腿和尾巴']
1,2,头加脖子大于腿加尾巴。,"[[1.0, 1.0, -1.0, -1.0]]",[0.0],1,['addition'],[]
1,3,头加脖子大于腿加尾巴。,"[[1.0, 1.0, -1.0, -1.0]]",[0.0],1,['addition'],[]
1,4,头加脖子小于腿加尾巴。,"[[-1.0, -1.0, 1.0, 1.0]]",[0.0],1,['addition'],[]
1,5,头加脖子小于腿加尾巴。,"[[-1.0, -1.0, 1.0, 1.0]]",[0.0],1,['addition'],[]
1,6,脖子比头长。,"[[1.0, -1.0, 0.0, 0.0]]",[0.0],1,['comparison'],[]
1,7,头最长。,"[[-1.0, 1.0, 0.0, 0.0], [0.0, 1.0, -1.0, 0.0], [0.0, 1.0, 0.0, -1.0]]","[0.0, 0.0, 0.0]",3,['superlative'],[]
1,8,头和脖子都比腿短。,"[[-1.0, 0.0, 1.0, 0.0], [0.0, -1.0, 1.0, 0.0]]","[0.0, 0.0]",2,['comparison'],[]
1,9,头比尾巴短，脖子比腿短。,"[[0.0, -1.0, 0.0, 1.0], [-1.0, 0.0, 1.0, 0.0]]","[0.0, 0.0]",2,"['comparison', 'comparison']",[]
1,10,脖子比腿长。,"[[1.0, 0.0, -1.0, 0.0]]",[0.0],1,['comparison'],[]
1,11,腿长。,"[[0.0, 0.0, 1.0, 0.0]]",[0.5],1,['general_case'],[]
1,12,腿长。,"[[0.0, 0.0, 1.0, 0.0]]",[0.5],1,['general_case'],[]
1,13,腿短。,"[[0.0, 0.0, -1.0, 0.0]]",[-0.5],1,['general_case'],[]
1,14,腿短。,"[[0.0, 0.0, -1.0, 0.0]]",[-0.5],1,['general_case'],[]
1,15,四个部位中有三个长度超过了一半。,[],[],0,[],['四个部位中有三个长度超过了一半']
1,16,四个部位中有两个超过了一半。,[],[],0,[],['四个部位中有两个超过了一半']
1,17,四个部位的长度都超过了一半。,[],[],0,[],['四个部位的长度都超过了一半']
1,18,四个部位中有两个超过了一半。,[],[],0,[],['四个部位中有两个超过了一半']
1,19,四个部位中有三个的长度超过了一半。,[],[],0,[],['四个部位中有三个的长度超过了一半']
1,20,比例看起来不是很协调。,[],[],0,[],['比例看起来不是很协调']
1,21,头加脖子加尾巴的长度大于四条腿的长度之和。,"[[1.0, 1.0, -1.0, 1.0]]",[0.0],1,['addition'],[]
1,22,,[],[],0,[],[]
1,23,头加脖子加尾巴的长度大于四条腿的长度之和。,"[[1.0, 1.0, -1.0, 1.0]]",[0.0],1,['addition'],[]
1,24,,[],[],0,[],[]
