iSession,iTrial,text,A,b,n_constraints,matched_rules,un_pro
1,1,头比较长，脖子也比较长。,"[[0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0]]","[0.5, 0.5]",2,"['general_case', 'general_case']",[]
1,2,腿比较长。,"[[0.0, 0.0, 1.0, 0.0]]",[0.5],1,['general_case'],[]
1,3,腿很短，尾巴也短，头很长。,"[[0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 0.0, -1.0], [0.0, 1.0, 0.0, 0.0]]","[-0.5, -0.5, 0.5]",3,"['general_case', 'general_case', 'general_case']",[]
1,4,头很长，脖子很长。,"[[0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0]]","[0.5, 0.5]",2,"['general_case', 'general_case']",[]
1,5,头很长，脖子也很长。,"[[0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0]]","[0.5, 0.5]",2,"['general_case', 'general_case']",[]
1,6,头短，尾巴长，腿也长。,"[[0.0, -1.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0]]","[-0.5, 0.5, 0.5]",3,"['general_case', 'general_case', 'general_case']",[]
1,7,头短，尾巴也很短。,"[[0.0, -1.0, 0.0, 0.0], [0.0, 0.0, 0.0, -1.0]]","[-0.5, -0.5]",2,"['general_case', 'general_case']",[]
1,8,头长，脖子长，尾巴也不是很短。,"[[0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0]]","[0.5, 0.5]",2,"['general_case', 'general_case']",['尾巴也不是很短']
1,9,头长，脖子长，尾巴长。,"[[0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0.5, 0.5, 0.5]",3,"['general_case', 'general_case', 'general_case']",[]
1,10,头长，脖子短，尾巴短。,"[[0.0, 1.0, 0.0, 0.0], [-1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, -1.0]]","[0.5, -0.5, -0.5]",3,"['general_case', 'general_case', 'general_case']",[]
1,11,头长，脖子长，尾巴长，腿也不短。,"[[0.0, 1.0, 0.0, 0.0], [1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0], [0.0, 0.0, -1.0, 0.0]]","[0.5, 0.5, 0.5, -0.5]",4,"['general_case', 'general_case', 'general_case', 'general_case']",[]
1,12,除了头跟脖子，其他都很短。,"[[0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 0.0, -1.0], [1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0]]","[-0.5, -0.5, 0.5, 0.5]",4,['exclusion'],[]
1,13,头长，脖子不短，尾巴也很长。,"[[0.0, 1.0, 0.0, 0.0], [-1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0.5, -0.5, 0.5]",3,"['general_case', 'general_case', 'general_case']",[]
1,14,头长，脖子短，腿也很短，尾巴长。,"[[0.0, 1.0, 0.0, 0.0], [-1.0, 0.0, 0.0, 0.0], [0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0.5, -0.5, -0.5, 0.5]",4,"['general_case', 'general_case', 'general_case', 'general_case']",[]
1,15,体型看上去很大，各个部位都很长。,"[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0.5, 0.5, 0.5, 0.5]",4,['universal_quantifier'],['体型看上去很大']
1,16,尾巴很短。,"[[0.0, 0.0, 0.0, -1.0]]",[-0.5],1,['general_case'],[]
1,17,尾巴很短。,"[[0.0, 0.0, 0.0, -1.0]]",[-0.5],1,['general_case'],[]
1,18,尾巴很长。,"[[0.0, 0.0, 0.0, 1.0]]",[0.5],1,['general_case'],[]
1,19,尾巴有点长。,"[[0.0, 0.0, 0.0, 1.0]]",[0.5],1,['general_case'],[]
1,20,尾巴很长。,"[[0.0, 0.0, 0.0, 1.0]]",[0.5],1,['general_case'],[]
1,21,尾巴长，腿也长。,"[[0.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0]]","[0.5, 0.5]",2,"['general_case', 'general_case']",[]
1,22,尾巴长，但腿也长。,"[[0.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0]]","[0.5, 0.5]",2,"['general_case', 'general_case']",[]
1,23,各个部位都很长。,"[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 1.0]]","[0.5, 0.5, 0.5, 0.5]",4,['universal_quantifier'],[]
1,24,朝左侧，尾巴很短。,"[[0.0, 0.0, 0.0, -1.0]]",[-0.5],1,['general_case'],['朝左侧']
1,25,尾巴很长，朝右侧。,"[[0.0, 0.0, 0.0, 1.0]]",[0.5],1,['general_case'],['朝右侧']
1,26,尾巴长，腿短。,"[[0.0, 0.0, 0.0, 1.0], [0.0, 0.0, -1.0, 0.0]]","[0.5, -0.5]",2,"['general_case', 'general_case']",[]
1,27,朝左边。,[],[],0,[],['朝左边']
1,28,尾巴长，腿也很长。,"[[0.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0]]","[0.5, 0.5]",2,"['general_case', 'general_case']",[]
1,29,尾巴长，腿也很长。,"[[0.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0]]","[0.5, 0.5]",2,"['general_case', 'general_case']",[]
1,30,尾巴长，腿也很长。,"[[0.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0]]","[0.5, 0.5]",2,"['general_case', 'general_case']",[]
1,31,尾巴长，腿也很长。,"[[0.0, 0.0, 0.0, 1.0], [0.0, 0.0, 1.0, 0.0]]","[0.5, 0.5]",2,"['general_case', 'general_case']",[]
1,32,尾巴短，腿也短。,"[[0.0, 0.0, 0.0, -1.0], [0.0, 0.0, -1.0, 0.0]]","[-0.5, -0.5]",2,"['general_case', 'general_case']",[]
1,33,腿比身子长。,"[[0.0, 0.0, 1.0, 0.0]]",[0.5],1,['general_case'],[]
1,34,腿比身子长。,"[[0.0, 0.0, 1.0, 0.0]]",[0.5],1,['general_case'],[]
1,35,腿比身子短。,"[[0.0, 0.0, -1.0, 0.0]]",[-0.5],1,['general_case'],[]
1,36,腿比身子短。,"[[0.0, 0.0, -1.0, 0.0]]",[-0.5],1,['general_case'],[]
1,37,腿比身子长。,"[[0.0, 0.0, 1.0, 0.0]]",[0.5],1,['general_case'],[]
1,38,腿比头短。,"[[0.0, 1.0, -1.0, 0.0]]",[0.0],1,['comparison'],[]
1,39,腿比头长。,"[[0.0, -1.0, 1.0, 0.0]]",[0.0],1,['comparison'],[]
1,40,腿比头短。,"[[0.0, 1.0, -1.0, 0.0]]",[0.0],1,['comparison'],[]
1,41,腿比头长，朝左边。,"[[0.0, -1.0, 1.0, 0.0]]",[0.0],1,['comparison'],['朝左边']
1,42,腿比头长，朝右边。,"[[0.0, -1.0, 1.0, 0.0]]",[0.0],1,['comparison'],['朝右边']
1,43,腿比头短，朝左边。,"[[0.0, 1.0, -1.0, 0.0]]",[0.0],1,['comparison'],['朝左边']
1,44,腿比尾巴长。,"[[0.0, 0.0, 1.0, -1.0]]",[0.0],1,['comparison'],[]
1,45,腿比尾巴短。,"[[0.0, 0.0, -1.0, 1.0]]",[0.0],1,['comparison'],[]
1,46,腿比尾巴短。,"[[0.0, 0.0, -1.0, 1.0]]",[0.0],1,['comparison'],[]
1,47,腿比头长，朝右边。,"[[0.0, -1.0, 1.0, 0.0]]",[0.0],1,['comparison'],['朝右边']
1,48,腿比头短，朝右边。,"[[0.0, 1.0, -1.0, 0.0]]",[0.0],1,['comparison'],['朝右边']
1,49,头比尾巴短。,"[[0.0, -1.0, 0.0, 1.0]]",[0.0],1,['comparison'],[]
1,50,头比尾巴长。,"[[0.0, 1.0, 0.0, -1.0]]",[0.0],1,['comparison'],[]
1,51,朝左边。,[],[],0,[],['朝左边']
1,52,朝右边。,[],[],0,[],['朝右边']
1,53,朝左边。,[],[],0,[],['朝左边']
1,54,朝右边。,[],[],0,[],['朝右边']
1,55,朝右边，腿长。,"[[0.0, 0.0, 1.0, 0.0]]",[0.5],1,['general_case'],['朝右边']
1,56,朝左边，头长。,"[[0.0, 1.0, 0.0, 0.0]]",[0.5],1,['general_case'],['朝左边']
1,57,朝左边，腿长，头长。,"[[0.0, 0.0, 1.0, 0.0], [0.0, 1.0, 0.0, 0.0]]","[0.5, 0.5]",2,"['general_case', 'general_case']",['朝左边']
1,58,头长，腿短。,"[[0.0, 1.0, 0.0, 0.0], [0.0, 0.0, -1.0, 0.0]]","[0.5, -0.5]",2,"['general_case', 'general_case']",[]
1,59,头长，腿长。,"[[0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0]]","[0.5, 0.5]",2,"['general_case', 'general_case']",[]
1,60,头长，腿短。,"[[0.0, 1.0, 0.0, 0.0], [0.0, 0.0, -1.0, 0.0]]","[0.5, -0.5]",2,"['general_case', 'general_case']",[]
1,61,各部位分布均匀。,[],[],0,[],['各部位分布均匀']
1,62,各部位分布不均匀，腿短。,"[[0.0, 0.0, -1.0, 0.0]]",[-0.5],1,['general_case'],['各部位分布不均匀']
1,63,腿短，不均匀。,"[[0.0, 0.0, -1.0, 0.0]]",[-0.5],1,['general_case'],['不均匀']
1,64,各部位分布均匀，都很长。,[],[],0,[],"['各部位分布均匀', '都很长']"
1,65,它像一个小型的动物。,[],[],0,[],['它像一个小型的动物']
1,66,它像一个大型的动物。,[],[],0,[],['它像一个大型的动物']
1,67,它像一个小型的动物。,[],[],0,[],['它像一个小型的动物']
1,68,头长，腿很长，分布均匀。,"[[0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0]]","[0.5, 0.5]",2,"['general_case', 'general_case']",['分布均匀']
1,69,体型比较大且分布均匀。,[],[],0,[],['体型比较大且分布均匀']
1,70,体型分布的不均匀。,[],[],0,[],['体型分布的不均匀']
1,71,体型分布的不均匀。,[],[],0,[],['体型分布的不均匀']
1,72,体型分布的还算均匀，头很长。,"[[0.0, 1.0, 0.0, 0.0]]",[0.5],1,['general_case'],['体型分布的还算均匀']
1,73,腿很长，分布得很均匀。,"[[0.0, 0.0, 1.0, 0.0]]",[0.5],1,['general_case'],['分布得很均匀']
1,74,体型分布的很均匀。,[],[],0,[],['体型分布的很均匀']
1,75,体型分布的很均匀。,[],[],0,[],['体型分布的很均匀']
1,76,体型分布得很均匀。,[],[],0,[],['体型分布得很均匀']
1,77,体型分布的很均匀。,[],[],0,[],['体型分布的很均匀']
1,78,躯干比腿短。,"[[0.0, 0.0, -1.0, 0.0]]",[-0.5],1,['general_case'],[]
1,79,体型分布的不均匀。,[],[],0,[],['体型分布的不均匀']
1,80,体型分布得不均匀。,[],[],0,[],['体型分布得不均匀']
1,81,体型分布的不均匀。,[],[],0,[],['体型分布的不均匀']
1,82,体型分布的不均匀，且方向是朝左。,[],[],0,[],"['体型分布的不均匀', '且方向是朝左']"
1,83,腿很长，个子很高。,"[[0.0, 0.0, 1.0, 0.0]]",[0.5],1,['general_case'],['个子很高']
1,84,腿很长，尾巴很短，像一条狗。,"[[0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, -1.0]]","[0.5, -0.5]",2,"['general_case', 'general_case']",['像一条狗']
1,85,腿很短，尾巴很长，头很长。,"[[0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 0.0, 1.0], [0.0, 1.0, 0.0, 0.0]]","[-0.5, 0.5, 0.5]",3,"['general_case', 'general_case', 'general_case']",[]
1,86,腿很短，尾巴很长，头很长。,"[[0.0, 0.0, -1.0, 0.0], [0.0, 0.0, 0.0, 1.0], [0.0, 1.0, 0.0, 0.0]]","[-0.5, 0.5, 0.5]",3,"['general_case', 'general_case', 'general_case']",[]
1,87,腿很长，其他都很长。,"[[1.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0], [0.0, 0.0, -1.0, 0.0]]","[0.5, 0.5, 0.5, -0.5]",4,['exclusion'],[]
1,88,腿很短，头很长。,"[[0.0, 0.0, -1.0, 0.0], [0.0, 1.0, 0.0, 0.0]]","[-0.5, 0.5]",2,"['general_case', 'general_case']",[]
1,89,头很长。,"[[0.0, 1.0, 0.0, 0.0]]",[0.5],1,['general_case'],[]
1,90,腿很短。,"[[0.0, 0.0, -1.0, 0.0]]",[-0.5],1,['general_case'],[]
1,91,腿很短。,"[[0.0, 0.0, -1.0, 0.0]]",[-0.5],1,['general_case'],[]
1,92,腿很短。,"[[0.0, 0.0, -1.0, 0.0]]",[-0.5],1,['general_case'],[]
1,93,头很短。,"[[0.0, -1.0, 0.0, 0.0]]",[-0.5],1,['general_case'],[]
1,94,头很长。,"[[0.0, 1.0, 0.0, 0.0]]",[0.5],1,['general_case'],[]
1,95,头长。,"[[0.0, 1.0, 0.0, 0.0]]",[0.5],1,['general_case'],[]
1,96,尾巴长。,"[[0.0, 0.0, 0.0, 1.0]]",[0.5],1,['general_case'],[]
1,97,尾巴短。,"[[0.0, 0.0, 0.0, -1.0]]",[-0.5],1,['general_case'],[]
1,98,尾巴长。,"[[0.0, 0.0, 0.0, 1.0]]",[0.5],1,['general_case'],[]
1,99,尾巴长。,"[[0.0, 0.0, 0.0, 1.0]]",[0.5],1,['general_case'],[]
1,100,尾巴短。,"[[0.0, 0.0, 0.0, -1.0]]",[-0.5],1,['general_case'],[]
1,101,尾巴长。,"[[0.0, 0.0, 0.0, 1.0]]",[0.5],1,['general_case'],[]
1,102,尾巴长。,"[[0.0, 0.0, 0.0, 1.0]]",[0.5],1,['general_case'],[]
1,103,尾巴短。,"[[0.0, 0.0, 0.0, -1.0]]",[-0.5],1,['general_case'],[]
1,104,尾巴长。,"[[0.0, 0.0, 0.0, 1.0]]",[0.5],1,['general_case'],[]
1,105,尾巴短。,"[[0.0, 0.0, 0.0, -1.0]]",[-0.5],1,['general_case'],[]
1,106,尾巴比身子长。,"[[0.0, 0.0, 0.0, 1.0]]",[0.5],1,['general_case'],[]
1,107,尾巴比身子长。,"[[0.0, 0.0, 0.0, 1.0]]",[0.5],1,['general_case'],[]
1,108,尾巴比身子长。,"[[0.0, 0.0, 0.0, 1.0]]",[0.5],1,['general_case'],[]
1,109,尾巴比身子短。,"[[0.0, 0.0, 0.0, -1.0]]",[-0.5],1,['general_case'],[]
1,110,尾巴比身子短。,"[[0.0, 0.0, 0.0, -1.0]]",[-0.5],1,['general_case'],[]
1,111,尾巴比身子长。,"[[0.0, 0.0, 0.0, 1.0]]",[0.5],1,['general_case'],[]
1,112,尾巴比身子长。,"[[0.0, 0.0, 0.0, 1.0]]",[0.5],1,['general_case'],[]
1,113,尾巴比身子长。,"[[0.0, 0.0, 0.0, 1.0]]",[0.5],1,['general_case'],[]
1,114,尾巴比身子长。,"[[0.0, 0.0, 0.0, 1.0]]",[0.5],1,['general_case'],[]
1,115,尾巴比身子长。,"[[0.0, 0.0, 0.0, 1.0]]",[0.5],1,['general_case'],[]
1,116,尾巴比身子短。,"[[0.0, 0.0, 0.0, -1.0]]",[-0.5],1,['general_case'],[]
1,117,尾巴比身子短。,"[[0.0, 0.0, 0.0, -1.0]]",[-0.5],1,['general_case'],[]
1,118,尾巴比身子长。,"[[0.0, 0.0, 0.0, 1.0]]",[0.5],1,['general_case'],[]
1,119,尾巴比身子长。,"[[0.0, 0.0, 0.0, 1.0]]",[0.5],1,['general_case'],[]
1,120,尾巴比身子短。,"[[0.0, 0.0, 0.0, -1.0]]",[-0.5],1,['general_case'],[]
1,121,尾巴比身子长。,"[[0.0, 0.0, 0.0, 1.0]]",[0.5],1,['general_case'],[]
1,122,尾巴短，腿长。,"[[0.0, 0.0, 0.0, -1.0], [0.0, 0.0, 1.0, 0.0]]","[-0.5, 0.5]",2,"['general_case', 'general_case']",[]
1,123,尾巴长，腿短。,"[[0.0, 0.0, 0.0, 1.0], [0.0, 0.0, -1.0, 0.0]]","[0.5, -0.5]",2,"['general_case', 'general_case']",[]
1,124,尾巴长，腿短。,"[[0.0, 0.0, 0.0, 1.0], [0.0, 0.0, -1.0, 0.0]]","[0.5, -0.5]",2,"['general_case', 'general_case']",[]
1,125,尾巴短，腿长。,"[[0.0, 0.0, 0.0, -1.0], [0.0, 0.0, 1.0, 0.0]]","[-0.5, 0.5]",2,"['general_case', 'general_case']",[]
1,126,尾巴短，腿长。,"[[0.0, 0.0, 0.0, -1.0], [0.0, 0.0, 1.0, 0.0]]","[-0.5, 0.5]",2,"['general_case', 'general_case']",[]
1,127,尾巴长，腿短。,"[[0.0, 0.0, 0.0, 1.0], [0.0, 0.0, -1.0, 0.0]]","[0.5, -0.5]",2,"['general_case', 'general_case']",[]
1,128,尾巴短，腿长。,"[[0.0, 0.0, 0.0, -1.0], [0.0, 0.0, 1.0, 0.0]]","[-0.5, 0.5]",2,"['general_case', 'general_case']",[]
1,129,尾巴长，腿短。,"[[0.0, 0.0, 0.0, 1.0], [0.0, 0.0, -1.0, 0.0]]","[0.5, -0.5]",2,"['general_case', 'general_case']",[]
1,130,尾巴长，腿短，是个大型动物。,"[[0.0, 0.0, 0.0, 1.0], [0.0, 0.0, -1.0, 0.0]]","[0.5, -0.5]",2,"['general_case', 'general_case']",['是个大型动物']
1,131,是个大型动物。,[],[],0,[],['是个大型动物']
1,132,尾巴长，腿短。,"[[0.0, 0.0, 0.0, 1.0], [0.0, 0.0, -1.0, 0.0]]","[0.5, -0.5]",2,"['general_case', 'general_case']",[]
1,133,尾巴长，腿短。,"[[0.0, 0.0, 0.0, 1.0], [0.0, 0.0, -1.0, 0.0]]","[0.5, -0.5]",2,"['general_case', 'general_case']",[]
1,134,尾巴短，腿长。,"[[0.0, 0.0, 0.0, -1.0], [0.0, 0.0, 1.0, 0.0]]","[-0.5, 0.5]",2,"['general_case', 'general_case']",[]
1,135,尾巴长，腿短。,"[[0.0, 0.0, 0.0, 1.0], [0.0, 0.0, -1.0, 0.0]]","[0.5, -0.5]",2,"['general_case', 'general_case']",[]
1,136,尾巴短，腿长。,"[[0.0, 0.0, 0.0, -1.0], [0.0, 0.0, 1.0, 0.0]]","[-0.5, 0.5]",2,"['general_case', 'general_case']",[]
1,137,尾巴短，腿长。,"[[0.0, 0.0, 0.0, -1.0], [0.0, 0.0, 1.0, 0.0]]","[-0.5, 0.5]",2,"['general_case', 'general_case']",[]
1,138,尾巴长，腿短。,"[[0.0, 0.0, 0.0, 1.0], [0.0, 0.0, -1.0, 0.0]]","[0.5, -0.5]",2,"['general_case', 'general_case']",[]
1,139,尾巴长，腿短。,"[[0.0, 0.0, 0.0, 1.0], [0.0, 0.0, -1.0, 0.0]]","[0.5, -0.5]",2,"['general_case', 'general_case']",[]
1,140,尾巴长，腿短。,"[[0.0, 0.0, 0.0, 1.0], [0.0, 0.0, -1.0, 0.0]]","[0.5, -0.5]",2,"['general_case', 'general_case']",[]
1,141,尾巴长，腿短。,"[[0.0, 0.0, 0.0, 1.0], [0.0, 0.0, -1.0, 0.0]]","[0.5, -0.5]",2,"['general_case', 'general_case']",[]
1,142,尾巴长，腿短。,"[[0.0, 0.0, 0.0, 1.0], [0.0, 0.0, -1.0, 0.0]]","[0.5, -0.5]",2,"['general_case', 'general_case']",[]
