iSession,stiID,body_ori,feature1_name,feature2_name,feature3_name,feature4_name,feature1,feature2,feature3,feature4,category,ambiguous_fam,ambiguous_spe
1,1,-1,leg,tail,neck,head,0.409616336275565,0.395803967705758,0.296910113461742,0.565329010117942,1,0,0
1,2,-1,leg,tail,neck,head,0.485974564451647,0.488338166360294,0.185744145622809,0.0165964503793531,1,1,1
1,3,1,leg,tail,neck,head,0.396283605617978,0.26225602125118,0.0528653253494213,0.750745381320972,1,0,0
1,4,-1,leg,tail,neck,head,0.0382777686938087,0.147279588967201,0.349258171677495,0.592512403408153,1,0,0
1,5,-1,leg,tail,neck,head,0.194336504810617,0.070379940032145,0.313169488469005,0.245373766247594,1,0,0
1,6,-1,leg,tail,neck,head,0.243985910327842,0.16163863530251,0.458453062920721,0.523282248583318,1,0,1
1,7,1,leg,tail,neck,head,0.188792816415213,0.11869986947123,0.153382131991573,0.570587827089393,1,0,0
1,8,-1,leg,tail,neck,head,0.3082510730309,0.369965834526244,0.265704708658874,0.126109688389252,1,0,0
1,9,-1,leg,tail,neck,head,0.886963040377691,0.0696413483385266,0.305509744532116,0.662188495061161,3,0,0
1,10,-1,leg,tail,neck,head,0.973971269461884,0.236464129555379,0.433146783470917,0.133272856186551,3,0,0
1,11,1,leg,tail,neck,head,0.821138901353207,0.126439118480256,0.104545607715816,0.486541472836414,3,0,0
1,12,-1,leg,tail,neck,head,0.921623568955971,0.276320161497127,0.193091207764524,0.928505496017553,3,0,0
1,13,1,leg,tail,neck,head,0.796375620662395,0.364142798685077,0.157407071535708,0.893481818290554,3,0,0
1,14,-1,leg,tail,neck,head,0.527440443893014,0.449415105149682,0.426468771570434,0.845460167966866,3,1,1
1,15,-1,leg,tail,neck,head,0.61619955873318,0.327558540703046,0.274107683435294,0.6394366536234,3,0,0
1,16,1,leg,tail,neck,head,0.657048925364318,0.107744943278398,0.0609079158687618,0.717903211830239,3,0,0
1,17,1,leg,tail,neck,head,0.274594139504563,0.451784387581629,0.534597270537164,0.265692021472304,1,0,1
1,18,-1,leg,tail,neck,head,0.159117672900637,0.203274088112947,0.632231429346885,0.969240105424436,1,0,0
1,19,1,leg,tail,neck,head,0.212787895902062,0.491804914387601,0.558924691858002,0.40735060048069,1,0,1
1,20,1,leg,tail,neck,head,0.420165338938646,0.0979572402883889,0.886611584389202,0.487093863173744,1,0,0
1,21,1,leg,tail,neck,head,0.410125673250528,0.187327810601397,0.792418949305961,0.0336983551757956,1,0,0
1,22,-1,leg,tail,neck,head,0.0636220608944427,0.221955452072399,0.659645521031424,0.0400796340312416,1,0,0
1,23,1,leg,tail,neck,head,0.480882821401676,0.286077824424766,0.785840104281037,0.553410097457915,1,1,1
1,24,-1,leg,tail,neck,head,0.206486190817686,0.0966285251175338,0.889167179532239,0.195112081653158,1,0,0
1,25,-1,leg,tail,neck,head,0.763647865165006,0.456982016632971,0.914394105729281,0.40959842491659,4,0,1
1,26,-1,leg,tail,neck,head,0.738661982719658,0.019720333725558,0.521720614472145,0.850309986088967,4,0,1
1,27,-1,leg,tail,neck,head,0.913431233809472,0.331631466345045,0.540192165917282,0.52312992815502,4,0,1
1,28,1,leg,tail,neck,head,0.772703653373783,0.377147500606858,0.566920043193422,0.11326528153178,4,0,0
1,29,-1,leg,tail,neck,head,0.849805633514544,0.0128927172833165,0.688148931036277,0.429006240043991,4,0,0
1,30,1,leg,tail,neck,head,0.697105378056957,0.159502271976128,0.920814070400109,0.702317549839369,4,0,0
1,31,-1,leg,tail,neck,head,0.724319564204741,0.145488502941163,0.719880652173602,0.855595522688153,4,0,0
1,32,1,leg,tail,neck,head,0.744537257906828,0.0306696842573166,0.916839912316741,0.341852313988192,4,0,0
1,33,1,leg,tail,neck,head,0.269085608717474,0.88179375795146,0.466875454774717,0.0668599920161366,2,0,1
1,34,1,leg,tail,neck,head,0.0178471541774586,0.748285159642205,0.16279571178778,0.505005138488233,2,0,0
1,35,1,leg,tail,neck,head,0.402331705371637,0.666894434985911,0.367613717092848,0.154534310869941,2,0,0
1,36,-1,leg,tail,neck,head,0.294729068755741,0.8554781548231,0.11761253702983,0.805653544364453,2,0,0
1,37,1,leg,tail,neck,head,0.241542690567605,0.797033403319894,0.212959501435846,0.837205295607696,2,0,0
1,38,-1,leg,tail,neck,head,0.356955331224708,0.833074207073716,0.313641947505353,0.721031302192573,2,0,0
1,39,-1,leg,tail,neck,head,0.305997364141107,0.912293389410097,0.476192056640566,0.341799192929065,2,0,1
1,40,-1,leg,tail,neck,head,0.255498128974608,0.819867180764124,0.0317439492597641,0.338819486438481,2,0,0
1,41,-1,leg,tail,neck,head,0.670637714021338,0.953639185482369,0.484722197651816,0.811312950192284,3,0,1
1,42,1,leg,tail,neck,head,0.699446053421394,0.588802460792526,0.286985316288588,0.888918864084413,3,0,0
1,43,1,leg,tail,neck,head,0.643638231382969,0.572276556729927,0.299477745456498,0.145805262978256,3,0,0
1,44,-1,leg,tail,neck,head,0.98373123761945,0.937941908508709,0.46865189357328,0.888532645711797,3,0,1
1,45,-1,leg,tail,neck,head,0.564796723697477,0.892012029452502,0.207131150127337,0.400784828647596,3,0,0
1,46,-1,leg,tail,neck,head,0.98739775660817,0.83996589570774,0.182540688600321,0.479794426761393,3,0,0
1,47,1,leg,tail,neck,head,0.860337799028149,0.873964858221051,0.32474559028364,0.50305032668298,3,0,0
1,48,-1,leg,tail,neck,head,0.981476539481608,0.798991394787163,0.226342623230695,0.703512815252364,3,0,0
1,49,1,leg,tail,neck,head,0.0645926131563779,0.543983151003443,0.860054975577322,0.570391140583049,2,0,1
1,50,-1,leg,tail,neck,head,0.226685135157148,0.916820589334338,0.556556104424064,0.946323749472856,2,0,0
1,51,1,leg,tail,neck,head,0.0282659373831368,0.655142033381648,0.660199861405674,0.613702364218416,2,0,0
1,52,-1,leg,tail,neck,head,0.403423774252941,0.94677449690004,0.660990136995438,0.0571557831777941,2,0,0
1,53,-1,leg,tail,neck,head,0.0697203706356714,0.978121725313437,0.790693053445734,0.967464413424628,2,0,0
1,54,-1,leg,tail,neck,head,0.348482647492077,0.906870508314915,0.868479264126597,0.710081196575179,2,0,0
1,55,1,leg,tail,neck,head,0.0713639987015088,0.959245370894316,0.721815149797278,0.0940280257160816,2,0,0
1,56,1,leg,tail,neck,head,0.444295828936481,0.74138715635412,0.834322832121265,0.319713713566678,2,0,0
1,57,-1,leg,tail,neck,head,0.608606475978122,0.95431922950259,0.838236106450078,0.804632550734688,4,0,0
1,58,1,leg,tail,neck,head,0.797864229988684,0.554104240523331,0.705887622697837,0.733329519818147,4,0,0
1,59,-1,leg,tail,neck,head,0.726021276472588,0.560994217294188,0.523752014404259,0.835051677042218,4,0,1
