version,condition,structure1,structure2,iSession,iBlock,iTrial,stiID,category,ambigous,choice,presskey,feedback,choRT,recDU
1,2,2,1,1,1,1,60,4,1,2,1,0,5.637,4.213
1,2,2,1,1,1,2,26,4,0,2,1,0,6.056,2.735
1,2,2,1,1,1,3,41,3,0,2,1,0,4.681,3.037
1,2,2,1,1,1,4,27,4,0,4,2,1,4.785,2.974
1,2,2,1,1,1,5,55,2,0,2,1,1,6.252,2.83
1,2,2,1,1,1,6,48,3,0,4,2,0,2.063,3.166
1,2,2,1,1,1,7,35,2,0,3,3,0,4.733,3.134
1,2,2,1,1,1,8,63,4,1,2,1,0,5.629,2.552
1,2,2,1,1,1,9,56,2,0,4,2,0,3.981,2.327
1,2,2,1,1,1,10,17,1,1,2,1,0,5.064,2.558
1,2,2,1,1,1,11,30,4,0,2,1,0,9.207,5.291
1,2,2,1,1,1,12,14,3,0,3,3,1,6.427,2.462
1,2,2,1,1,1,13,54,2,0,4,2,0,5.652,3.803
1,2,2,1,1,1,14,19,1,0,3,3,0,7.163,5.086
1,2,2,1,1,1,15,1,1,0,1,4,1,4.408,3.005
1,2,2,1,1,1,16,6,1,0,4,2,0,4.924,4.205
1,2,2,1,1,1,17,8,1,0,1,4,1,7.742,3.331
1,2,2,1,1,1,18,59,4,1,2,1,0,11.189,2.489
1,2,2,1,1,1,19,33,2,0,3,3,0,7.129,1.897
1,2,2,1,1,1,20,46,3,1,1,4,0,2.178,1.728
1,2,2,1,1,1,21,25,4,0,2,1,0,5.346,4.436
1,2,2,1,1,1,22,51,2,1,2,1,1,9.984,2.301
1,2,2,1,1,1,23,12,3,0,4,2,0,6.939,4.7
1,2,2,1,1,1,24,9,3,1,1,4,0,4.599,2.577
1,2,2,1,1,1,25,50,2,0,2,1,1,3.191,2.919
1,2,2,1,1,1,26,57,4,0,3,3,0,5.256,7.747
1,2,2,1,1,1,27,38,2,0,1,4,0,5.8,4.462
1,2,2,1,1,1,28,42,3,1,4,2,0,6.205,3.24
1,2,2,1,1,1,29,29,4,1,2,1,0,3.424,6.073
1,2,2,1,1,1,30,53,2,0,2,1,1,2.543,3.807
1,2,2,1,1,1,31,49,2,0,4,2,0,7.334,2.438
1,2,2,1,1,1,32,20,1,0,4,2,0,11.676,1.685
1,2,2,1,1,1,33,21,1,0,4,2,0,8.34,1.956
1,2,2,1,1,1,34,22,1,1,1,4,1,5.799,2.32
1,2,2,1,1,1,35,40,2,0,1,4,0,7.005,4.409
1,2,2,1,1,1,36,34,2,0,4,2,0,10.679,3.094
1,2,2,1,1,1,37,28,4,0,3,3,0,4.476,2.372
1,2,2,1,1,1,38,64,4,1,2,1,0,2.825,4.193
1,2,2,1,1,1,39,24,1,0,2,1,0,7.198,6.104
1,2,2,1,1,1,40,39,2,0,2,1,1,4.965,3.317
1,2,2,1,1,1,41,18,1,1,1,4,1,6.451,2.907
1,2,2,1,1,1,42,52,2,0,4,2,0,3.108,3.681
1,2,2,1,1,1,43,37,2,0,4,2,0,4.931,2.66
1,2,2,1,1,1,44,15,3,0,3,3,1,7.525,2.169
1,2,2,1,1,1,45,47,3,0,3,3,1,9.36,2.887
1,2,2,1,1,1,46,62,4,0,3,3,0,4.707,3.207
1,2,2,1,1,1,47,3,1,0,4,2,0,4.866,2.131
1,2,2,1,1,1,48,61,4,1,1,4,0,2.681,4.651
1,2,2,1,1,1,49,7,1,0,4,2,0,8.785,2.39
1,2,2,1,1,1,50,44,3,0,2,1,0,8.919,3.237
1,2,2,1,1,1,51,36,2,1,2,1,1,9.449,1.925
1,2,2,1,1,1,52,13,3,0,1,4,0,10.253,3.507
1,2,2,1,1,1,53,5,1,0,2,1,0,11.366,3.51
1,2,2,1,1,1,54,43,3,1,2,1,0,24.189,3.223
1,2,2,1,1,1,55,16,3,1,2,1,0,7.942,5.392
1,2,2,1,1,1,56,31,4,0,2,1,0,11.471,3.898
1,2,2,1,1,1,57,2,1,1,2,1,0,9.517,5.069
1,2,2,1,1,1,58,11,3,0,1,4,0,6.525,6.111
1,2,2,1,1,1,59,10,3,0,2,1,0,7.948,2.65
1,2,2,1,1,1,60,45,3,1,2,1,0,13.176,2.938
1,2,2,1,1,1,61,32,4,0,2,1,0,9.266,3.522
1,2,2,1,1,1,62,23,1,0,2,1,0,50.493,3.926
1,2,2,1,1,1,63,4,1,1,4,2,0,7.038,1.691
1,2,2,1,1,1,64,58,4,0,4,2,1,16.392,3.75
1,2,2,1,1,2,65,121,4,1,4,2,1,4.582,2.079
1,2,2,1,1,2,66,85,1,0,1,4,1,10.092,2.078
1,2,2,1,1,2,67,76,3,1,3,3,1,6.344,4.441
1,2,2,1,1,2,68,128,4,0,2,1,0,2.216,3.225
1,2,2,1,1,2,69,82,1,1,1,4,1,6.104,1.997
1,2,2,1,1,2,70,89,4,0,1,4,0,11.298,2.827
1,2,2,1,1,2,71,105,3,0,4,2,0,17.813,3.756
1,2,2,1,1,2,72,126,4,0,3,3,0,11.179,3.098
1,2,2,1,1,2,73,66,1,1,2,1,0,13.689,2.918
1,2,2,1,1,2,74,107,3,0,4,2,0,12.661,3.176
1,2,2,1,1,2,75,87,1,0,1,4,1,8.471,1.787
1,2,2,1,1,2,76,112,2,0,2,1,1,12.267,3.094
1,2,2,1,1,2,77,111,3,0,4,2,0,17.339,3.006
1,2,2,1,1,2,78,118,2,0,1,4,0,2.143,3.051
1,2,2,1,1,2,79,103,2,1,2,1,1,21.787,1.82
1,2,2,1,1,2,80,92,4,0,3,3,0,11.539,4.299
1,2,2,1,1,2,81,119,2,0,4,2,0,18.07,3.138
1,2,2,1,1,2,82,117,2,1,1,4,0,11.938,1.875
1,2,2,1,1,2,83,88,4,1,4,2,1,8.676,2.49
1,2,2,1,1,2,84,123,4,1,3,3,0,3.148,2.252
1,2,2,1,1,2,85,91,4,0,4,2,1,3.443,1.769
1,2,2,1,1,2,86,102,2,1,3,3,0,11.891,1.824
1,2,2,1,1,2,87,97,2,1,2,1,1,10.577,3.502
1,2,2,1,1,2,88,90,4,0,1,4,0,3.069,2.198
1,2,2,1,1,2,89,96,2,1,3,3,0,15.415,2.567
1,2,2,1,1,2,90,99,2,0,2,1,1,7.925,2.505
1,2,2,1,1,2,91,94,4,0,3,3,0,8.385,1.591
1,2,2,1,1,2,92,127,4,1,1,4,0,4.969,2.855
1,2,2,1,1,2,93,124,4,0,4,2,1,8.352,5.623
1,2,2,1,1,2,94,81,1,0,3,3,0,11.607,2.998
1,2,2,1,1,2,95,125,4,0,4,2,1,5.265,3.087
1,2,2,1,1,2,96,65,1,0,4,2,0,11.974,1.924
1,2,2,1,1,2,97,68,1,0,4,2,0,8.482,3.504
1,2,2,1,1,2,98,98,2,1,2,1,1,16.022,2.491
1,2,2,1,1,2,99,95,4,0,3,3,0,6.796,3.188
1,2,2,1,1,2,100,104,3,0,4,2,0,7.478,4.114
1,2,2,1,1,2,101,114,2,0,1,4,0,4.45,2.325
1,2,2,1,1,2,102,113,2,0,2,1,1,6.747,3.638
1,2,2,1,1,2,103,106,3,0,2,1,0,4.555,10.583
1,2,2,1,1,2,104,122,4,0,4,2,1,2.529,2.213
1,2,2,1,1,2,105,83,1,0,3,3,0,9.798,4.12
1,2,2,1,1,2,106,86,1,1,2,1,0,3.679,4.269
1,2,2,1,1,2,107,110,3,0,2,1,0,6.234,2.755
1,2,2,1,1,2,108,100,2,0,3,3,0,13.829,1.64
1,2,2,1,1,2,109,115,2,1,1,4,0,5.68,1.929
1,2,2,1,1,2,110,108,3,0,1,4,0,8.985,4.659
1,2,2,1,1,2,111,80,1,1,3,3,0,7.7,2.113
1,2,2,1,1,2,112,72,3,0,3,3,1,13.779,5.556
1,2,2,1,1,2,113,79,3,0,3,3,1,8.851,2.541
1,2,2,1,1,2,114,109,3,0,1,4,0,2.924,1.928
1,2,2,1,1,2,115,70,1,0,1,4,1,6.961,2.418
1,2,2,1,1,2,116,69,1,0,4,2,0,4.372,2.092
1,2,2,1,1,2,117,67,1,1,1,4,1,3.109,2.524
1,2,2,1,1,2,118,84,1,0,2,1,0,11.27,4.067
1,2,2,1,1,2,119,116,2,0,2,1,1,12.171,2.655
1,2,2,1,1,2,120,73,3,0,3,3,1,16.653,2.06
1,2,2,1,1,2,121,71,1,1,1,4,1,1.861,1.769
1,2,2,1,1,2,122,101,2,0,1,4,0,5.6,2.238
1,2,2,1,1,2,123,93,4,0,2,1,0,8.118,2.537
1,2,2,1,1,2,124,74,3,0,3,3,1,12.105,2.025
1,2,2,1,1,2,125,75,3,1,3,3,1,1.208,1.829
1,2,2,1,1,2,126,77,3,0,3,3,1,1.588,1.884
1,2,2,1,1,2,127,78,3,1,1,4,0,4.396,1.629
1,2,2,1,1,2,128,120,4,0,4,2,1,4.752,2.325
1,2,2,1,1,3,129,190,4,0,2,1,0,2.253,1.721
1,2,2,1,1,3,130,159,4,0,4,2,1,7.014,2.31
1,2,2,1,1,3,131,158,4,0,4,2,1,2.851,1.654
1,2,2,1,1,3,132,134,1,1,1,4,1,7.776,1.924
1,2,2,1,1,3,133,153,4,0,4,2,1,4.403,1.942
1,2,2,1,1,3,134,177,2,0,1,4,0,15.937,1.525
1,2,2,1,1,3,135,132,1,0,1,4,1,17.278,1.781
1,2,2,1,1,3,136,151,1,0,2,1,0,15.766,3.678
1,2,2,1,1,3,137,154,4,0,4,2,1,11.357,1.907
1,2,2,1,1,3,138,188,4,0,4,2,1,1.39,1.94
1,2,2,1,1,3,139,149,1,0,1,4,1,10.62,2.038
1,2,2,1,1,3,140,157,4,0,4,2,1,1.619,1.93
1,2,2,1,1,3,141,145,1,0,1,4,1,2.679,1.931
1,2,2,1,1,3,142,144,3,0,3,3,1,4.692,2.034
1,2,2,1,1,3,143,141,3,0,3,3,1,2.083,1.946
1,2,2,1,1,3,144,135,1,0,2,1,0,1.519,2.079
1,2,2,1,1,3,145,172,3,1,3,3,1,2.146,2.06
1,2,2,1,1,3,146,147,1,1,1,4,1,3.062,1.885
1,2,2,1,1,3,147,185,4,0,4,2,1,1.696,2.589
1,2,2,1,1,3,148,192,4,0,4,2,1,3.268,2.316
1,2,2,1,1,3,149,137,3,0,3,3,1,2.016,1.817
1,2,2,1,1,3,150,182,2,0,1,4,0,4.579,1.924
1,2,2,1,1,3,151,186,4,0,4,2,1,11.603,1.845
1,2,2,1,1,3,152,160,4,0,4,2,1,2.08,1.957
1,2,2,1,1,3,153,164,2,0,1,4,0,9.726,2.164
1,2,2,1,1,3,154,167,2,1,2,1,1,5.744,2.19
1,2,2,1,1,3,155,146,1,0,1,4,1,5.756,1.832
1,2,2,1,1,3,156,138,3,0,3,3,1,4.803,1.861
1,2,2,1,1,3,157,171,3,1,3,3,1,4.309,1.975
1,2,2,1,1,3,158,131,1,0,2,1,0,5.924,2.327
1,2,2,1,1,3,159,150,1,0,1,4,1,3.737,1.678
1,2,2,1,1,3,160,178,2,0,1,4,0,4.023,2.011
1,2,2,1,1,3,161,163,2,1,4,2,0,14.849,4.698
1,2,2,1,1,3,162,175,3,1,2,1,0,9.673,1.976
1,2,2,1,1,3,163,187,4,1,4,2,1,4.392,2.333
1,2,2,1,1,3,164,130,1,0,2,1,0,8.688,1.512
1,2,2,1,1,3,165,162,2,0,1,4,0,3.109,1.443
1,2,2,1,1,3,166,176,3,0,3,3,1,4.903,1.639
1,2,2,1,1,3,167,166,2,0,4,2,0,3.086,2.541
1,2,2,1,1,3,168,180,2,0,1,4,0,2.689,2.85
1,2,2,1,1,3,169,189,4,0,4,2,1,1.938,2.72
1,2,2,1,1,3,170,156,4,0,4,2,1,0.703,1.7
1,2,2,1,1,3,171,155,4,0,4,2,1,1.233,2.145
1,2,2,1,1,3,172,168,2,0,1,4,0,10.143,2.002
1,2,2,1,1,3,173,129,1,0,3,3,0,8.371,1.566
1,2,2,1,1,3,174,148,1,0,1,4,1,6.548,1.778
1,2,2,1,1,3,175,161,2,1,1,4,0,7.539,1.776
1,2,2,1,1,3,176,174,3,0,3,3,1,2.42,1.343
1,2,2,1,1,3,177,136,1,0,4,2,0,4.818,1.655
1,2,2,1,1,3,178,152,1,0,1,4,1,2.909,1.669
1,2,2,1,1,3,179,173,3,0,3,3,1,1.828,1.843
1,2,2,1,1,3,180,179,2,0,1,4,0,1.855,2.126
1,2,2,1,1,3,181,140,3,1,2,1,0,7.112,2.424
1,2,2,1,1,3,182,169,3,0,3,3,1,1.954,1.583
1,2,2,1,1,3,183,191,4,0,4,2,1,2.041,2.441
1,2,2,1,1,3,184,143,3,0,3,3,1,4.377,1.63
