iSession,stiID,body_ori,feature1_name,feature2_name,feature3_name,feature4_name,feature1,feature2,feature3,feature4,category,ambiguous_fam,ambiguous_spe
1,1,-1,tail,leg,head,neck,0.257638205636828,0.384031699193461,0.179265047167469,0.441244765925166,1,0,0
1,2,1,tail,leg,head,neck,0.015639320470299,0.459041326672498,0.488063677795884,0.03288340660071,1,0,1
1,3,1,tail,leg,head,neck,0.300456942873358,0.194213472491876,0.379073553681608,0.553373913611132,1,0,0
1,4,1,tail,leg,head,neck,0.294806167284983,0.425292933473906,0.113593103526482,0.58529222092522,1,0,0
1,5,-1,tail,leg,head,neck,0.303274223907546,0.327727926617204,0.384728669251185,0.81393874886466,1,0,0
1,6,1,tail,leg,head,neck,0.426864206656383,0.292246465507748,0.393296584188234,0.077274254671733,1,0,0
1,7,1,tail,leg,head,neck,0.445631480701394,0.201085218480349,0.294504873279407,0.620181045283997,1,0,0
1,8,-1,tail,leg,head,neck,0.403271124072581,0.407079003487287,0.299540309178094,0.75669668208538,1,0,0
1,9,1,tail,leg,head,neck,0.557850781972811,0.06810472280509,0.46482613870367,0.79407889536981,3,0,1
1,10,1,tail,leg,head,neck,0.731992959539239,0.309149307834999,0.296051900427477,0.95720813932631,3,0,0
1,11,-1,tail,leg,head,neck,0.726498441593712,0.083068462044981,0.44135225554934,0.458778974826027,3,0,0
1,12,-1,tail,leg,head,neck,0.544369661646524,0.131439249786226,0.031672492406457,0.412699105927356,3,1,1
1,13,1,tail,leg,head,neck,0.79305995236953,0.286979984184371,0.49467912066251,0.528031835725993,3,0,1
1,14,-1,tail,leg,head,neck,0.575633501596311,0.164780216705427,0.316955741750263,0.185135724117897,3,0,0
1,15,1,tail,leg,head,neck,0.720498776078252,0.34193797843509,0.065645318678726,0.523091633980121,3,0,0
1,16,-1,tail,leg,head,neck,0.696292088800528,0.047058327752826,0.319769509470785,0.461117362455524,3,0,0
1,17,-1,tail,leg,head,neck,0.185696012150922,0.18418855568773,0.87550252032777,0.217685563854505,1,0,0
1,18,1,tail,leg,head,neck,0.278183090078715,0.299749635915193,0.9955994636941,0.353798669672712,1,0,0
1,19,1,tail,leg,head,neck,0.130708214539298,0.205092848218522,0.593031327756163,0.98598555761035,1,0,0
1,20,1,tail,leg,head,neck,0.076705372939433,0.087260009860725,0.76872719430664,0.89212805558663,1,0,0
1,21,1,tail,leg,head,neck,0.336559797641806,0.007237112438158,0.85372914591044,0.519906677617418,1,0,0
1,22,1,tail,leg,head,neck,0.298311231876896,0.071907685298712,0.686983460712462,0.79364024787551,1,0,0
