condition,iSession,iBlock,iTrial,stiID,category,ambiguous,choice,presskey,feedback,choRT,recDU
2,1,1,1,1,1,0,1,1,1,21.672,3.919
2,1,1,2,52,2,0,4,2,0,16.674,3.818
2,1,1,3,60,4,0,4,2,1,27.391,3.943
2,1,1,4,46,3,0,3,3,1,17.531,5.571
2,1,1,5,50,2,0,2,4,1,39.253,3.033
2,1,1,6,9,3,0,1,1,0,11.843,3.35
2,1,1,7,51,2,1,2,4,1,16.594,2.048
2,1,1,8,15,3,1,1,1,0,18.695,3.8
2,1,1,9,3,1,0,1,1,1,8.74,2.7
2,1,1,10,54,2,0,2,4,1,3.508,2.635
2,1,1,11,64,4,0,4,2,1,12.263,5.312
2,1,1,12,25,4,0,4,2,1,5.821,3.845
2,1,1,13,58,4,1,3,3,0,19.386,4.021
2,1,1,14,13,3,1,3,3,1,39.647,3.27
2,1,1,15,7,1,0,2,4,0,12.272,4.447
2,1,1,16,17,1,1,1,1,1,13.664,4.629
2,1,1,17,34,2,1,2,4,1,20.661,3.316
2,1,1,18,30,4,1,4,2,1,15.922,6.111
2,1,1,19,55,2,0,1,1,0,17.722,4.021
2,1,1,20,37,2,0,2,4,1,20.333,2.136
2,1,1,21,12,3,0,1,1,0,19.013,2.217
2,1,1,22,38,2,0,4,2,0,15.082,2.509
2,1,1,23,18,1,1,1,1,1,7.137,2.568
2,1,1,24,6,1,0,3,3,0,15.83,2.251
2,1,1,25,33,2,0,2,4,1,5.367,3.284
2,1,1,26,22,1,0,1,1,1,9.982,2.727
2,1,1,27,16,3,0,3,3,1,11.367,5.572
2,1,1,28,49,2,0,1,1,0,3.297,4.687
2,1,1,29,61,4,0,2,4,0,13.882,0.019
2,1,1,30,10,3,0,2,4,0,7.861,3.734
2,1,1,31,5,1,0,4,2,0,18.704,2.542
2,1,1,32,53,2,1,1,1,0,3.401,2.349
2,1,1,33,24,1,0,2,4,0,9.472,3.379
2,1,1,34,47,3,1,2,4,0,20.97,6.395
2,1,1,35,44,3,0,3,3,1,15.11,2.194
2,1,1,36,2,1,0,2,4,0,9.703,3.442
2,1,1,37,14,3,0,3,3,1,10.201,2.335
2,1,1,38,56,2,0,2,4,1,16.637,4.925
2,1,1,39,39,2,0,2,4,1,5.099,1.992
2,1,1,40,31,4,0,4,2,1,9.512,5.23
2,1,1,41,32,4,0,4,2,1,3.845,4.091
2,1,1,42,8,1,0,1,1,1,10.897,3.75
2,1,1,43,35,2,1,2,4,1,12.027,2.134
2,1,1,44,62,4,0,4,2,1,21.245,2.848
2,1,1,45,29,4,0,4,2,1,29.334,3.005
2,1,1,46,57,4,0,3,3,0,15.523,3.457
2,1,1,47,48,3,0,4,2,0,20.19,4.096
2,1,1,48,45,3,0,2,4,0,9.829,3.449
2,1,1,49,36,2,0,1,1,0,3.387,2.206
2,1,1,50,20,1,1,1,1,1,13.006,2.462
2,1,1,51,27,4,1,4,2,1,9.619,3.126
2,1,1,52,40,2,0,2,4,1,5.991,2.288
2,1,1,53,4,1,0,3,3,0,12.892,1.831
2,1,1,54,59,4,0,4,2,1,6.729,2.707
2,1,1,55,28,4,0,4,2,1,3.891,4.281
2,1,1,56,42,3,0,3,3,1,8.653,4.03
2,1,1,57,19,1,0,1,1,1,5.104,2.721
2,1,1,58,21,1,0,4,2,0,9.671,3.766
2,1,1,59,23,1,0,2,4,0,8.862,2.079
2,1,1,60,11,3,1,3,3,1,15.223,2.15
2,1,1,61,26,4,0,3,3,0,5.388,2.286
2,1,1,62,43,3,0,3,3,1,4.081,2.09
2,1,1,63,41,3,1,4,2,0,3.516,4.428
2,1,1,64,63,4,1,4,2,1,6.59,2.403
2,1,2,65,127,4,0,2,4,0,13.465,4.019
2,1,2,66,120,2,0,1,1,0,3.832,3.111
2,1,2,67,93,4,0,2,4,0,9.333,2.276
2,1,2,68,84,1,0,1,1,1,4.523,6.598
2,1,2,69,109,3,1,3,3,1,21.156,3.215
2,1,2,70,80,1,0,4,2,0,17.291,2.867
2,1,2,71,79,3,0,3,3,1,6.444,1.774
2,1,2,72,94,4,0,1,1,0,8.011,2.142
