condition,iSession,iBlock,iTrial,stiID,category,ambiguous,choice,presskey,feedback,choRT,recDU
3,1,1,1,4,1,0,4,1,0,14.776,8.482
3,1,1,2,48,3,1,4,1,0.5,22.399,7.996
3,1,1,3,27,4,0,4,1,1,18.586,9.034
3,1,1,4,7,1,0,2,3,0.5,23.991,7.947
3,1,1,5,2,1,0,2,3,0.5,24.334,6.329
3,1,1,6,36,2,0,2,3,1,29.311,5.863
3,1,1,7,16,3,0,1,2,0,11.833,5.702
3,1,1,8,37,2,0,2,3,1,27.617,5.415
3,1,1,9,20,1,0,3,4,0,32.487,5.993
3,1,1,10,26,4,0,1,2,0,42.336,6.943
3,1,1,11,42,3,0,2,3,0,29.217,9.329
3,1,1,12,62,4,0,1,2,0,40.164,6.884
3,1,1,13,55,2,1,2,3,1,28.551,5.501
3,1,1,14,44,3,0,4,1,0.5,15.094,7.594
3,1,1,15,23,1,0,2,3,0.5,13.117,8.018
3,1,1,16,60,4,1,4,1,1,22.031,4.143
3,1,1,17,17,1,1,2,3,0.5,21.071,6.052
3,1,1,18,57,4,1,3,4,0.5,32.33,6.127
3,1,1,19,1,1,1,3,4,0,21.932,8.119
3,1,1,20,9,3,0,3,4,1,13.627,5.324
3,1,1,21,49,2,0,1,2,0.5,8.253,3.537
3,1,1,22,3,1,1,4,1,0,29.185,5.726
3,1,1,23,54,2,0,2,3,1,9.428,7.604
3,1,1,24,29,4,1,4,1,1,29.947,8.592
3,1,1,25,12,3,1,4,1,0.5,14.115,4.078
3,1,1,26,19,1,1,1,2,1,6.216,10.813
3,1,1,27,53,2,1,1,2,0.5,6.244,2.308
3,1,1,28,13,3,0,4,1,0.5,8.537,3.569
3,1,1,29,33,2,0,2,3,1,11.811,4.318
3,1,1,30,50,2,1,1,2,0.5,6.645,2.263
3,1,1,31,10,3,0,4,1,0.5,7.15,2.818
3,1,1,32,45,3,1,2,3,0,17.953,3.427
3,1,1,33,51,2,0,2,3,1,11.503,4.88
3,1,1,34,35,2,1,1,2,0.5,25.121,5.56
3,1,1,35,24,1,1,2,3,0.5,27.005,3.729
3,1,1,36,56,2,1,1,2,0.5,6.644,10.668
3,1,1,37,6,1,0,2,3,0.5,14.34,6.07
3,1,1,38,32,4,0,2,3,0,20.862,4.115
3,1,1,39,40,2,0,1,2,0.5,8.027,4.207
3,1,1,40,15,3,0,4,1,0.5,20.931,4.886
3,1,1,41,47,3,0,1,2,0,16.994,6.986
3,1,1,42,59,4,1,3,4,0.5,40.201,7.714
3,1,1,43,21,1,0,2,3,0.5,21.71,6.73
3,1,1,44,61,4,1,4,1,1,26.7,7.955
3,1,1,45,64,4,1,3,4,0.5,15.246,4.133
3,1,1,46,22,1,1,2,3,0.5,16.175,6.327
3,1,1,47,8,1,1,1,2,1,15.905,5.626
3,1,1,48,34,2,0,3,4,0,20.49,7.707
3,1,1,49,46,3,0,4,1,0.5,25.108,11.851
3,1,1,50,38,2,0,1,2,0.5,6.26,5.924
3,1,1,51,43,3,0,1,2,0,35.114,6.743
3,1,1,52,39,2,0,1,2,0.5,9.168,6.002
3,1,1,53,25,4,0,3,4,0.5,14.567,5.735
3,1,1,54,18,1,0,2,3,0.5,3.957,4.814
3,1,1,55,41,3,0,3,4,1,38.437,8.029
