condition,iSession,iBlock,iTrial,stiID,category,ambiguous,choice,presskey,feedback,choRT,recDU
2,1,1,1,4,1,1,1,4,1,3.043,6.599
2,1,1,2,29,4,1,1,4,0,6.38,7.351
2,1,1,3,41,3,0,3,1,1,2.274,4.936
2,1,1,4,3,1,1,4,3,0,19.694,7.11
2,1,1,5,16,3,0,2,2,0,3.642,6.321
2,1,1,6,20,1,1,4,3,0,5.162,7.737
2,1,1,7,7,1,0,3,1,0,10.374,7.67
2,1,1,8,52,2,1,2,2,1,13.744,7.105
2,1,1,9,31,4,0,1,4,0,18.529,5.938
2,1,1,10,42,3,0,3,1,1,10.517,6.979
2,1,1,11,18,1,0,1,4,1,8.797,6.515
2,1,1,12,2,1,0,2,2,0,14.323,9.167
2,1,1,13,28,4,1,4,3,1,13.841,8.553
2,1,1,14,36,2,0,2,2,1,10.09,8.659
2,1,1,15,15,3,0,1,4,0,17.913,6.478
2,1,1,16,19,1,0,1,4,1,10.682,6.751
2,1,1,17,48,3,1,3,1,1,12.555,6.775
2,1,1,18,62,4,0,4,3,1,14.979,6.052
2,1,1,19,33,2,1,3,1,0,13.62,7.321
2,1,1,20,53,2,0,4,3,0,8.796,8.642
2,1,1,21,1,1,0,2,2,0,12.992,7.073
2,1,1,22,38,2,0,3,1,0,7.251,6.127
2,1,1,23,64,4,1,3,1,0,8.398,6.865
2,1,1,24,6,1,0,1,4,1,11.701,6.198
2,1,1,25,5,1,0,3,1,0,20.981,9.646
2,1,1,26,14,3,0,1,4,0,6.779,8.705
2,1,1,27,46,3,0,2,2,0,13.175,5.153
2,1,1,28,40,2,0,3,1,0,6.684,7.598
2,1,1,29,43,3,0,4,3,0,8.924,7.091
2,1,1,30,44,3,0,3,1,1,10.473,8.079
2,1,1,31,21,1,0,1,4,1,6.213,7.135
2,1,1,32,25,4,0,1,4,0,9.627,6.493
2,1,1,33,35,2,0,3,1,0,6.081,7.471
2,1,1,34,59,4,0,2,2,0,6.245,7.234
2,1,1,35,32,4,0,1,4,0,8.461,6.433
2,1,1,36,27,4,0,4,3,1,6.565,7.282
2,1,1,37,49,2,0,2,2,1,10.747,5.913
2,1,1,38,37,2,0,3,1,0,16.419,8.193
2,1,1,39,8,1,0,1,4,1,7.333,7.586
2,1,1,40,56,2,0,4,3,0,8.302,8.565
2,1,1,41,39,2,0,3,1,0,10.683,7.125
2,1,1,42,54,2,0,2,2,1,12.615,5.979
2,1,1,43,23,1,0,1,4,1,4.693,6.187
2,1,1,44,17,1,0,1,4,1,9.16,6.274
2,1,1,45,55,2,1,2,2,1,10.111,6.263
2,1,1,46,26,4,0,4,3,1,8.093,5.488
2,1,1,47,50,2,0,3,1,0,9.608,6.764
2,1,1,48,51,2,0,2,2,1,14.907,7.007
2,1,1,49,13,3,0,1,4,0,8.45,6.507
2,1,1,50,60,4,1,3,1,0,12.277,6.237
