iSession,stiID,body_ori,neck_length,head_length,leg_length,tail_length,neck_angle,head_angle,leg_angle,tail_angle,category,ambigous1,ambigous2
1,1,-1,0.325821426763332,0.256035483867506,0.164275285058572,0.675456769014852,0.5,0.5,0.5,0.5,1,0,0
1,2,1,0.405915139357512,0.0339890004419571,0.443240808231225,0.23237976558335,0.5,0.5,0.5,0.5,1,0,0
1,3,-1,0.462877615265716,0.149675029292796,0.41135056817181,0.0834724924661442,0.5,0.5,0.5,0.5,1,1,1
1,4,1,0.300791167046799,0.346140171557867,0.0289584900643265,0.937512165907221,0.5,0.5,0.5,0.5,1,0,0
1,5,1,0.339295939797368,0.140289370693697,0.064110576821244,0.175073468501217,0.5,0.5,0.5,0.5,1,0,0
1,6,1,0.255744392974302,0.328700672102441,0.267922204621815,0.302869807480749,0.5,0.5,0.5,0.5,1,0,0
1,7,1,0.487528746548549,0.361224355376925,0.325085667856969,0.776532017575778,0.5,0.5,0.5,0.5,1,1,1
1,8,1,0.437200888864004,0.150333263202282,0.309762610670999,0.796064001152988,0.5,0.5,0.5,0.5,1,0,0
1,9,1,0.941794504585473,0.162926096084981,0.36752652735984,0.996484221595957,0.5,0.5,0.5,0.5,3,0,0
1,10,-1,0.50703643367225,0.272649129218238,0.178508916805729,0.711310626393419,0.5,0.5,0.5,0.5,3,1,1
1,11,-1,0.856011217043908,0.328660168691899,0.0323142502858704,0.686936657233043,0.5,0.5,0.5,0.5,3,0,0
1,12,1,0.934257598443257,0.446843280408645,0.115199799132415,0.375647784808344,0.5,0.5,0.5,0.5,3,0,0
1,13,1,0.688803785014261,0.0852261197002078,0.00815422403594529,0.0305215576234579,0.5,0.5,0.5,0.5,3,0,0
1,14,-1,0.718175980819664,0.29896378663317,0.273497791353224,0.374863721808158,0.5,0.5,0.5,0.5,3,0,0
1,15,1,0.855174638962811,0.450075570698464,0.475098749533462,0.447030830576871,0.5,0.5,0.5,0.5,3,0,1
1,16,1,0.574055727946889,0.341568396433742,0.332708044902214,0.698812822373732,0.5,0.5,0.5,0.5,3,0,0
1,17,1,0.34880310600098,0.755474228134756,0.152252098563197,0.206086077350957,0.5,0.5,0.5,0.5,1,0,0
1,18,1,0.425828726269453,0.505889062112696,0.162198576526716,0.662558048916247,0.5,0.5,0.5,0.5,1,0,1
