version,condition,structure1,structure2,iSession,iBlock,iTrial,stiID,category,ambigous,choice,presskey,feedback,choRT,recDU
1,1,3,6,1,1,1,23,1,0,2,1,0,105.345,4.537
1,1,3,6,1,1,2,11,3,0,2,1,1,56.743,4.992
1,1,3,6,1,1,3,56,2,0,1,2,1,20.15,4.264
1,1,3,6,1,1,4,57,4,0,2,1,1,4.974,5.371
1,1,3,6,1,1,5,46,3,0,2,1,1,5.588,5.629
1,1,3,6,1,1,6,50,2,0,1,2,1,2.314,5.325
1,1,3,6,1,1,7,64,4,0,1,2,0,6.284,6.224
1,1,3,6,1,1,8,22,1,0,1,2,1,9.547,5.668
1,1,3,6,1,1,9,7,1,1,2,1,0,3.023,4.854
1,1,3,6,1,1,10,55,2,0,1,2,1,8.293,5.652
1,1,3,6,1,1,11,9,3,0,2,1,1,19.642,5.21
1,1,3,6,1,1,12,43,3,0,2,1,1,9.688,6.017
1,1,3,6,1,1,13,58,4,0,1,2,0,4.105,5.804
1,1,3,6,1,1,14,54,2,0,1,2,1,2.719,4.51
1,1,3,6,1,1,15,52,2,0,1,2,1,54.909,5.093
1,1,3,6,1,1,16,16,3,0,2,1,1,10.063,4.973
1,1,3,6,1,1,17,5,1,0,1,2,1,9.556,4.964
1,1,3,6,1,1,18,45,3,0,2,1,1,2.496,4.191
1,1,3,6,1,1,19,44,3,0,2,1,1,1.573,4.588
1,1,3,6,1,1,20,27,4,1,1,2,0,4.398,5.418
1,1,3,6,1,1,21,14,3,0,2,1,1,1.754,6.133
1,1,3,6,1,1,22,47,3,0,2,1,1,2.9,5.073
1,1,3,6,1,1,23,12,3,0,2,1,1,1.316,4.685
1,1,3,6,1,1,24,26,4,1,1,2,0,1.974,4.354
1,1,3,6,1,1,25,61,4,0,2,1,1,29.21,6.07
1,1,3,6,1,1,26,39,2,0,1,2,1,1.57,4.724
1,1,3,6,1,1,27,2,1,0,2,1,0,34.496,5.505
1,1,3,6,1,1,28,28,4,0,2,1,1,2.013,4.94
1,1,3,6,1,1,29,4,1,0,2,1,0,12.331,7.092
1,1,3,6,1,1,30,20,1,0,2,1,0,29.318,4.764
1,1,3,6,1,1,31,17,1,0,1,2,1,6.936,5.11
1,1,3,6,1,1,32,18,1,0,1,2,1,3.326,4.076
1,1,3,6,1,1,33,1,1,0,1,2,1,7.606,3.471
1,1,3,6,1,1,34,36,2,0,2,1,0,34.164,3.645
1,1,3,6,1,1,35,15,3,1,2,1,1,42.536,4.245
1,1,3,6,1,1,36,38,2,0,1,2,1,3.446,4.547
1,1,3,6,1,1,37,51,2,0,1,2,1,1.901,4.162
1,1,3,6,1,1,38,59,4,0,2,1,1,29.284,4.474
1,1,3,6,1,1,39,40,2,0,1,2,1,2.307,3.618
1,1,3,6,1,1,40,19,1,0,1,2,1,1.859,4.117
1,1,3,6,1,1,41,37,2,0,2,1,0,7.013,3.687
1,1,3,6,1,1,42,41,3,0,2,1,1,2.123,4.342
1,1,3,6,1,1,43,29,4,0,2,1,1,2.055,4.873
1,1,3,6,1,1,44,24,1,0,1,2,1,1.343,4.659
1,1,3,6,1,1,45,62,4,1,1,2,0,2.887,3.907
1,1,3,6,1,1,46,32,4,1,1,2,0,13.607,4.003
1,1,3,6,1,1,47,60,4,0,2,1,1,23.652,3.725
1,1,3,6,1,1,48,35,2,0,1,2,1,1.91,3.396
1,1,3,6,1,1,49,63,4,0,2,1,1,30.335,3.896
1,1,3,6,1,1,50,21,1,0,1,2,1,5.649,6.976
1,1,3,6,1,1,51,53,2,1,1,2,1,21.484,3.451
1,1,3,6,1,1,52,31,4,0,2,1,1,7.953,3.903
1,1,3,6,1,1,53,42,3,0,2,1,1,1.42,4.01
1,1,3,6,1,1,54,48,3,0,2,1,1,1.621,4.876
1,1,3,6,1,1,55,10,3,0,2,1,1,1.326,4.684
1,1,3,6,1,1,56,34,2,0,1,2,1,17.497,3.625
1,1,3,6,1,1,57,8,1,0,2,1,0,8.299,3.345
