iSession,stiID,body_ori,feature1_name,feature2_name,feature3_name,feature4_name,feature1,feature2,feature3,feature4,category,ambiguous_fam,ambiguous_spe
1,1,-1,head,neck,leg,tail,0.0425062375336577,0.433630228663383,0.204615712442001,0.418534230324396,1,0,0
1,2,-1,head,neck,leg,tail,0.457438634276533,0.0330918191183625,0.358504526448914,0.787110445477612,1,1,1
1,3,-1,head,neck,leg,tail,0.401726165486561,0.302912121969433,0.143052234980268,0.501042820265478,1,0,0
1,4,1,head,neck,leg,tail,0.471685192454197,0.440590532224547,0.181826536732062,0.305530843711209,1,1,1
1,5,-1,head,neck,leg,tail,0.0879544890485968,0.264981755055143,0.177358682277629,0.235104121461578,1,0,0
1,6,-1,head,neck,leg,tail,0.296651189169137,0.455321634437191,0.128554495807095,0.743757572642891,1,0,1
1,7,1,head,neck,leg,tail,0.0938715547072846,0.0482646721358471,0.274218349120464,0.141247379744426,1,0,0
1,8,-1,head,neck,leg,tail,0.0437395316805846,0.149293633331399,0.20363196479896,0.1988884780876,1,0,0
1,9,1,head,neck,leg,tail,0.733229802397653,0.0157304650259119,0.370770593385423,0.820368504050079,3,0,0
1,10,-1,head,neck,leg,tail,0.52666584523869,0.338122893853778,0.0967017007330346,0.607709048232102,3,1,1
1,11,1,head,neck,leg,tail,0.864518714819282,0.0409388004752504,0.194078799380037,0.970179812811986,3,0,0
1,12,-1,head,neck,leg,tail,0.875834309223617,0.284950351811454,0.461614412622409,0.557881951817099,3,0,1
1,13,1,head,neck,leg,tail,0.97706373100093,0.285451968569371,0.34067536227691,0.0605075651035303,3,0,0
1,14,1,head,neck,leg,tail,0.996764347825215,0.246248865717504,0.404379349449482,0.744246770259667,3,0,0
1,15,-1,head,neck,leg,tail,0.96662937022894,0.0280855011409538,0.104244419225756,0.0982845836941241,3,0,0
1,16,1,head,neck,leg,tail,0.998221392743926,0.202660202288075,0.276693107733312,0.412806843800985,3,0,0
1,17,-1,head,neck,leg,tail,0.252414361988039,0.252653956485698,0.982699850869508,0.525912909530337,1,0,0
1,18,-1,head,neck,leg,tail,0.346040193585134,0.025968208473129,0.546697188474042,0.998371984584677,1,0,1
1,19,1,head,neck,leg,tail,0.391786637176717,0.265890408464818,0.906600204718149,0.482097006844212,1,0,0
1,20,1,head,neck,leg,tail,0.357005565053364,0.339876174453667,0.701956862181715,0.868625310217507,1,0,0
1,21,1,head,neck,leg,tail,0.0771995175913198,0.382980695001848,0.8909717709177,0.301671155726946,1,0,0
1,22,-1,head,neck,leg,tail,0.166241176525637,0.182701092717258,0.573398198990545,0.436814461034478,1,0,0
1,23,-1,head,neck,leg,tail,0.187707910314265,0.474353381002182,0.651589818641607,0.214977013165184,1,0,1
1,24,-1,head,neck,leg,tail,0.418475269192866,0.296201888137243,0.627981850053704,0.670132419664273,1,0,0
1,25,-1,head,neck,leg,tail,0.543060541603575,0.0653121767058095,0.942959981347178,0.09810808118923,4,1,1
1,26,1,head,neck,leg,tail,0.71483221189335,0.359289336609817,0.817298979525675,0.13147156276012,4,0,0
1,27,1,head,neck,leg,tail,0.69936414935792,0.251521385308796,0.966269145023734,0.276331166595028,4,0,0
1,28,1,head,neck,leg,tail,0.547869377504682,0.0967948540220838,0.707416799814608,0.147989826287674,4,1,1
1,29,-1,head,neck,leg,tail,0.985548110097658,0.0267704208078027,0.998363216499423,0.730277658083403,4,0,0
1,30,1,head,neck,leg,tail,0.91993229502196,0.070547835101071,0.588459717234759,0.704923069861978,4,0,0
1,31,1,head,neck,leg,tail,0.585560547712437,0.304366492860566,0.723527908183493,0.975414704999544,4,0,0
