iSession,iTrial,text
1,1,腿长，尾巴短，头短，脖子短。
1,2,腿短，脖子、头和尾巴长。
1,3,头和腿长，脖子和尾巴短。
1,4,腿短，头和尾巴长。
1,5,头和腿长，尾巴和脖子短。
1,6,腿长。脖子和尾巴短。
1,7,腿短。
1,8,腿和头长。
1,9,头短，腿和脖子和尾巴差不多。
1,10,
1,11,腿长，头短，脖子和尾巴偏长。
1,12,
1,13,腿和头长，脖子和尾巴短。
1,14,腿、头和尾巴长，脖子短。
1,15,腿长，头长，脖子和尾巴也偏长。
1,16,腿短，头和脖子长，尾巴短。
1,17,腿长，脖子、头和尾巴短。
1,18,腿长，头长，尾巴长，脖子短。
1,19,腿短。
1,20,腿最短，头长，脖子和尾巴也偏长。
1,21,腿长，头也偏长，尾巴和脖子短。
1,22,腿短，脖子和头长，尾巴也偏短。
1,23,脖子最长，头和腿和尾巴都偏短。
1,24,腿长，脖子、头、尾巴都短。
1,25,腿长，脖子，尾巴、腿都偏短。
1,26,腿短，脖子和尾巴长，脖子也短。
1,27,腿和尾巴长，脖子和头短。
1,28,脖子和头长，腿偏短，尾巴最短。
1,29,腿和头短，脖子和尾巴长。
1,30,腿长头短。脖子和尾巴偏长。
1,31,腿、头、脖子、尾巴都短。
1,32,尾巴长，然后头短，腿和脖子都偏短。
1,33,腿长，脖子和尾巴短。
1,34,腿长头短，尾巴和脖子都偏长。
1,35,腿偏长，头也偏长，尾巴和脖子偏短。
1,36,腿最短，头、脖子、尾巴都偏长。
1,37,腿短。头最长，脖子和尾巴偏长。
1,38,头长，腿长，尾巴长，脖子短。
1,39,腿长，头短，脖子和尾巴都长。
1,40,脖子和尾巴长，腿短，头最短。
1,41,脖子和尾巴长，头和腿都偏短。
1,42,腿短，头长，脖子和尾巴都偏短。
1,43,腿长，脖子和尾巴都偏短，头最短。
1,44,腿短，脖子短，尾巴偏长，头最长。
1,45,腿和头都短，脖子和尾巴偏长。
1,46,脖子最长，腿第二长，头和尾巴都短。
1,47,尾巴最短，头、脖子、腿都偏长。
1,48,腿短，头最长，脖子和尾巴都偏长。
1,49,腿短，尾巴短。脖子和头长。
1,50,腿短，尾巴短，脖子和头长。
1,51,腿短，头、脖子、尾巴长。
1,52,腿和头短，脖子和尾巴长。
1,53,头、腿、尾巴都偏长，脖子短。
1,54,头最短，脖子最长，腿和尾巴都偏长。
1,55,腿长，脖子和尾巴都偏短，头偏长。
1,56,头最长，腿、脖子、尾巴都短。
1,57,头和腿都长，脖子和尾巴短。
1,58,腿短，脖子短，头和尾巴长。
1,59,脖子和尾巴长，腿和头短。
1,60,腿短，脖，脖子和头长，尾巴短。
1,61,腿长，脖子长，尾巴和头短。
1,62,腿短，头、脖子和尾巴长。
1,63,腿长，头长，脖子和尾巴短。
1,64,腿和头短，脖子和尾巴长。
1,65,腿和脖子长。尾巴长于头。
1,66,脖子最长，腿偏短，头也偏短，尾巴最短。
1,67,头最长，脖子最短，尾巴最短，脖子和腿差不多。
1,68,腿和头短，尾巴和脖子长。
1,69,头和腿短，尾巴和脖子长。
1,70,头最长，脖子和腿差不多长，尾巴最短。
1,71,头和腿短，脖子和尾巴长。
1,72,腿长，脖子和尾巴短，头偏长。
1,73,头、脖子、腿、尾巴、躯干这些部位的长度进行描述，但不一定用的是这几个词语，且可能会涉及到这几个部位之间的比较，包括大小和长短关系。
1,74,头最长，腿和脖子短，尾巴第二长。
1,75,腿短，头长，脖子和尾巴差不多长。
1,76,腿长，尾巴长于头。
1,77,头长，腿偏长，尾巴最短。
1,78,腿长，头长，尾巴和脖子短。
1,79,脖子短，头和尾巴长，腿长。
1,80,头和腿长，脖子短，尾巴也长。
1,81,头长，尾巴短，脖子和腿偏短。
1,82,腿长，脖子也偏长，尾巴长于头，头最短。
1,83,腿和头短，脖子和尾巴长。
1,84,尾巴和腿和头短，脖子长。
1,85,腿长，头长，脖子和尾巴短。
1,86,尾巴最短，头、脖子和腿边长。
1,87,头和尾巴长，脖子和腿偏短。
1,88,腿长，脖子短，头和尾巴差不多长。
1,89,腿和头短，脖子和尾巴长。
1,90,头和腿长，脖子和尾巴短。
1,91,腿和头。头短，尾巴和脖子长。
1,92,腿和脖子长，头短，尾巴最短。
1,93,腿最短，头、脖子、尾巴长。
1,94,腿最短，头、脖子、尾巴长。
1,95,头和腿短，尾巴最长。
1,96,尾巴比腿短，脖子最长。
1,97,腿和头长，脖子和尾巴短。
1,98,腿和头长，脖子和尾巴短。
1,99,尾巴和头长，腿和脖子偏短。
1,100,头和腿长，脖子和尾巴短。
1,101,腿和脖子长，头和尾巴短。
1,102,脖子和头长，腿和尾巴短。
1,103,腿短，头、脖子和尾巴长。
1,104,腿短，头、脖子、尾巴长。
1,105,头和腿长，脖子和尾巴短。
1,106,腿短，脖子和头偏长。
1,107,腿和尾巴偏长，头短。
1,108,脖子短，头、腿、尾巴长。
1,109,头和腿长，脖子和尾巴短。
1,110,头和腿短，脖子比较长。
1,111,腿和尾巴短，脖子长，头偏长。
1,112,腿和脖子短，头和尾巴长。
1,113,腿和尾巴长，脖子和头短。
1,114,脖子长，腿和尾巴短。
1,115,腿长，头短。
1,116,尾巴长，头、脖子、尾巴短，腿短。
1,117,头长，脖子、腿和尾巴短。
1,118,脖子和头长，腿也长，尾巴短。
1,119,腿长，脖子短。
1,120,腿短，脖子长，头也长。
1,121,腿短，脖子长。
1,122,腿和头长，脖子和尾巴短。
1,123,脖子和头长。
1,124,头长，腿、脖子、尾巴差不多长。
1,125,脖子腿长，头最短。
1,126,头和腿短，脖子和尾巴长。
1,127,腿长，头长，脖子和尾巴短。
1,128,尾巴短，脖子长，腿长。
1,129,腿短，头长，脖子长。
1,130,尾巴和腿长，脖子和头短。
1,131,尾巴长，脖子短。
1,132,腿长脖子短。
1,133,脖子短，腿长，尾巴长。
1,134,脖子和头长，尾巴和腿短。
1,135,腿和头短，脖子和尾巴长。
1,136,脖子短，尾巴长，腿短，头长。
1,137,头和腿长。
