condition,iSession,iBlock,iTrial,stiID,category,ambiguous,choice,presskey,feedback,choRT,recDU
2,1,1,1,43,3,1,3,1,1,3.414,0.126
2,1,1,2,47,3,1,3,1,1,1.751,5.734
2,1,1,3,17,1,1,4,4,0,2.949,2.67
2,1,1,4,63,4,0,1,3,0,2.609,3.773
2,1,1,5,5,1,0,2,2,0,3.038,4.11
2,1,1,6,40,2,0,2,2,1,2.591,3.958
2,1,1,7,51,2,0,1,3,0,1.464,2.006
2,1,1,8,61,4,1,3,1,0,1.258,4.766
2,1,1,9,19,1,0,1,3,1,9.216,3.374
2,1,1,10,41,3,0,4,4,0,4.096,4.317
2,1,1,11,46,3,0,2,2,0,5.4,3.166
2,1,1,12,52,2,0,1,3,0,2.718,3.078
2,1,1,13,60,4,0,3,1,0,1.131,6.366
2,1,1,14,58,4,1,3,1,0,1.262,3.406
2,1,1,15,8,1,1,2,2,0,3.88,6.086
2,1,1,16,64,4,0,3,1,0,3.041,1.806
2,1,1,17,27,4,0,3,1,0,5.293,4.197
2,1,1,18,55,2,0,3,1,0,1.87,3.237
2,1,1,19,32,4,0,2,2,0,4.677,3.462
2,1,1,20,62,4,0,3,1,0,4.195,2.382
2,1,1,21,2,1,0,3,1,0,2.354,4.606
2,1,1,22,16,3,0,3,1,1,1.742,3.621
2,1,1,23,7,1,1,2,2,0,6.573,4.59
2,1,1,24,42,3,1,3,1,1,1.61,5.654
2,1,1,25,48,3,0,3,1,1,4.273,5.478
2,1,1,26,3,1,1,4,4,0,8.144,3.654
2,1,1,27,10,3,0,3,1,1,1.37,3.533
2,1,1,28,34,2,1,3,1,0,5.766,4.822
2,1,1,29,49,2,1,2,2,1,9.709,3.366
2,1,1,30,36,2,0,2,2,1,4.485,3.278
2,1,1,31,24,1,1,4,4,0,10.028,3.127
2,1,1,32,15,3,0,3,1,1,1.241,3.278
2,1,1,33,20,1,0,2,2,0,4.02,3.654
2,1,1,34,11,3,0,3,1,1,2.382,2.605
2,1,1,35,1,1,0,3,1,0,4.503,2.221
2,1,1,36,6,1,0,3,1,0,2.745,3.118
2,1,1,37,39,2,0,2,2,1,2.499,4.646
2,1,1,38,54,2,0,2,2,1,2.975,3.934
2,1,1,39,14,3,0,3,1,1,1.67,3.437
2,1,1,40,22,1,0,1,3,1,1.218,4.062
2,1,1,41,38,2,1,4,4,0,6.103,6.286
2,1,1,42,44,3,1,3,1,1,1.261,2.214
2,1,1,43,28,4,0,2,2,0,8.341,4.406
2,1,1,44,29,4,1,3,1,0,1.837,1.654
2,1,1,45,31,4,1,3,1,0,1.31,3.262
2,1,1,46,45,3,0,2,2,0,5.107,5.726
2,1,1,47,53,2,0,1,3,0,1.271,4.013
2,1,1,48,57,4,1,3,1,0,3.207,5.358
2,1,1,49,30,4,0,3,1,0,7.293,2.117
2,1,1,50,25,4,0,3,1,0,1.898,2.79
2,1,1,51,35,2,1,1,3,0,2.449,1.934
2,1,1,52,23,1,0,1,3,1,3.382,2.326
2,1,1,53,13,3,0,3,1,1,1.19,3.814
