iSession,stiID,body_ori,feature1_name,feature2_name,feature3_name,feature4_name,feature1,feature2,feature3,feature4,category,ambiguous_fam,ambiguous_spe
1,1,-1,leg,neck,tail,head,0.0792468067901492,0.10699173195814,0.114857521746849,0.0495477548847857,1,0,0
1,2,-1,leg,neck,tail,head,0.0714245780029302,0.0755406319114595,0.398878385587428,0.514478873776666,1,0,0
1,3,-1,leg,neck,tail,head,0.0782927150705616,0.483021866781804,0.431039753287294,0.334221008866961,1,0,1
1,4,-1,leg,neck,tail,head,0.105587014452212,0.38121618375601,0.00744723518137119,0.00704287661539016,1,0,0
1,5,1,leg,neck,tail,head,0.144100322889083,0.137083319291806,0.400857710731407,0.725992283859058,1,0,0
1,6,1,leg,neck,tail,head,0.0228136168407985,0.44012498764381,0.018966827593786,0.715622168245617,1,0,0
1,7,-1,leg,neck,tail,head,0.17467448712906,0.342224034336977,0.303536769963234,0.954881135988122,1,0,0
1,8,1,leg,neck,tail,head,0.206347648560077,0.242035345240356,0.105251723777725,0.674674164933313,1,0,0
1,9,-1,leg,neck,tail,head,0.54836945909805,0.329585091998445,0.134159582118733,0.0452030220050605,3,1,1
1,10,-1,leg,neck,tail,head,0.833876573377584,0.139171204375087,0.208485144302028,0.902617856004724,3,0,0
1,11,1,leg,neck,tail,head,0.624660776943762,0.265047729030592,0.432816498368583,0.788631361780897,3,0,0
1,12,-1,leg,neck,tail,head,0.665362334518762,0.476647332305643,0.196176457020306,0.261229371090787,3,0,1
1,13,1,leg,neck,tail,head,0.519021370713741,0.325932782177802,0.386403580406156,0.670382368592149,3,1,1
1,14,1,leg,neck,tail,head,0.958352763150209,0.246001744998425,0.146422173105849,0.683287189912454,3,0,0
1,15,-1,leg,neck,tail,head,0.944094493324188,0.345864497726957,0.362574116439855,0.263519353542586,3,0,0
1,16,1,leg,neck,tail,head,0.581979769380118,0.0948511188470653,0.249933787594922,0.83179281533385,3,0,0
1,17,1,leg,neck,tail,head,0.298421560112058,0.137651075374938,0.971838553038765,0.956736842019992,1,0,0
1,18,1,leg,neck,tail,head,0.284857814126935,0.464756742597166,0.788347425609565,0.641425367781229,1,0,1
1,19,-1,leg,neck,tail,head,0.490401282350342,0.34387640699329,0.505164288206846,0.0777726838869927,1,1,1
