condition,iSession,iBlock,iTrial,stiID,category,ambiguous,choice,presskey,feedback,choRT,recDU
2,1,1,1,34,2,1,1,1,0,15.688,8.209
2,1,1,2,5,1,0,3,2,0,5.211,5.103
2,1,1,3,60,4,0,1,1,0,10.023,3.519
2,1,1,4,49,2,0,2,3,1,2.254,3.994
2,1,1,5,28,4,0,4,4,1,6.146,5.517
2,1,1,6,32,4,0,4,4,1,3.788,3.632
2,1,1,7,44,3,1,1,1,0,7.99,3.875
2,1,1,8,20,1,0,4,4,0,11.111,2.154
2,1,1,9,55,2,0,3,2,0,7.329,2.391
2,1,1,10,14,3,1,3,2,1,6.423,2.613
2,1,1,11,22,1,0,1,1,1,3.405,5.653
2,1,1,12,24,1,1,1,1,1,2.131,2.381
2,1,1,13,17,1,0,1,1,1,3.63,1.963
2,1,1,14,11,3,0,3,2,1,9.053,2.062
2,1,1,15,1,1,0,1,1,1,2.297,2.103
2,1,1,16,40,2,0,2,3,1,3.088,1.88
2,1,1,17,25,4,0,1,1,0,2.775,2.348
2,1,1,18,31,4,0,4,4,1,7.806,1.902
2,1,1,19,43,3,0,2,3,0,4.027,2.334
2,1,1,20,56,2,0,2,3,1,3.319,3.707
2,1,1,21,4,1,0,4,4,0,1.705,4.084
2,1,1,22,50,2,0,2,3,1,7.691,3.398
2,1,1,23,16,3,0,4,4,0,10.786,4.034
2,1,1,24,53,2,0,1,1,0,2.403,0.014
2,1,1,25,61,4,1,4,4,1,5.847,2.484
2,1,1,26,15,3,1,3,2,1,11.997,2.527
2,1,1,27,58,4,1,3,2,0,16.413,7.6
2,1,1,28,13,3,0,4,4,0,4.64,6.7
2,1,1,29,63,4,0,1,1,0,2.677,2.931
2,1,1,30,18,1,0,1,1,1,2.589,2.641
2,1,1,31,30,4,0,1,1,0,3.177,3.101
2,1,1,32,9,3,1,4,4,0,7.425,2.526
2,1,1,33,47,3,0,2,3,0,12.203,5.772
2,1,1,34,36,2,1,4,4,0,2.579,3.009
2,1,1,35,59,4,0,1,1,0,2.727,2.134
2,1,1,36,2,1,0,4,4,0,8.993,1.703
2,1,1,37,19,1,1,1,1,1,9.666,4.07
2,1,1,38,62,4,1,4,4,1,7.532,3.351
2,1,1,39,54,2,0,3,2,0,7.951,6.138
2,1,1,40,48,3,1,4,4,0,11.018,4.238
2,1,1,41,27,4,0,2,3,0,3.962,2.858
2,1,1,42,46,3,0,4,4,0,2.763,3.91
2,1,1,43,42,3,1,2,3,0,12.416,5.218
2,1,1,44,10,3,0,3,2,1,4.7,2.568
2,1,1,45,57,4,0,1,1,0,12.874,4.456
2,1,1,46,8,1,1,4,4,0,5.413,4.745
2,1,1,47,23,1,0,3,2,0,3.124,3.191
2,1,1,48,38,2,0,3,2,0,5.466,4.535
2,1,1,49,45,3,0,4,4,0,5.037,4.47
2,1,1,50,51,2,0,2,3,1,7.993,2.764
2,1,1,51,39,2,0,3,2,0,29.213,3.079
2,1,1,52,41,3,0,4,4,0,5.762,4.427
2,1,1,53,52,2,1,1,1,0,3.549,3.045
2,1,1,54,29,4,1,3,2,0,3.589,3.905
2,1,1,55,12,3,0,4,4,0,5.45,4.036
2,1,1,56,35,2,0,2,3,1,2.067,3.096
2,1,1,57,7,1,1,4,4,0,20.016,7.44
2,1,1,58,3,1,0,3,2,0,5.386,3.119
2,1,1,59,26,4,0,4,4,1,5.996,4.312
2,1,1,60,33,2,0,2,3,1,16.141,3.86
2,1,1,61,64,4,0,4,4,1,5.197,4.416
