iTrial,body_ori,neck_length,head_length,leg_length,tail_length,neck_angle,head_angle,leg_angle,tail_angle,category
1,1,0.5,0.5,0.5,0.5,0.5,0.166666666666667,0,0.333333333333333,2
2,1,0.5,0.5,0.5,0.5,0.166666666666667,0,0.5,0.666666666666667,4
3,-1,0.5,0.5,0.5,0.5,1,0.333333333333333,0.166666666666667,0.166666666666667,3
4,1,0.5,0.5,0.5,0.5,0.666666666666667,0.833333333333333,0.5,0.166666666666667,4
5,1,0.5,0.5,0.5,0.5,0.333333333333333,0.666666666666667,0.333333333333333,1,1
6,-1,0.5,0.5,0.5,0.5,1,1,0.333333333333333,0.5,3
7,1,0.5,0.5,0.5,0.5,1,0,1,0.666666666666667,1
8,-1,0.5,0.5,0.5,0.5,0.833333333333333,0.333333333333333,1,0,4
9,1,0.5,0.5,0.5,0.5,0.833333333333333,1,0.833333333333333,1,3
10,1,0.5,0.5,0.5,0.5,0.666666666666667,0.666666666666667,1,0,4
11,1,0.5,0.5,0.5,0.5,0.833333333333333,1,0.666666666666667,0.166666666666667,1
12,1,0.5,0.5,0.5,0.5,0.5,0,0,0.333333333333333,3
13,-1,0.5,0.5,0.5,0.5,0.666666666666667,0.833333333333333,0.5,1,2
14,-1,0.5,0.5,0.5,0.5,0.166666666666667,0.166666666666667,0.833333333333333,0.333333333333333,4
15,1,0.5,0.5,0.5,0.5,0.666666666666667,0.5,0.666666666666667,0.666666666666667,2
16,1,0.5,0.5,0.5,0.5,0,0.5,0.166666666666667,0.833333333333333,4
17,1,0.5,0.5,0.5,0.5,0,0.5,1,0,3
18,1,0.5,0.5,0.5,0.5,0.166666666666667,0.666666666666667,0.333333333333333,0.5,1
19,1,0.5,0.5,0.5,0.5,0.5,0.666666666666667,0.833333333333333,0.833333333333333,4
20,1,0.5,0.5,0.5,0.5,0,0.833333333333333,0,0.666666666666667,2
21,1,0.5,0.5,0.5,0.5,1,0.166666666666667,0.166666666666667,0,1
22,1,0.5,0.5,0.5,0.5,0.333333333333333,0,0.166666666666667,0.5,1
23,1,0.5,0.5,0.5,0.5,0.166666666666667,0.166666666666667,0.666666666666667,0.833333333333333,2
24,-1,0.5,0.5,0.5,0.5,0.5,1,0,1,3
25,-1,0.5,0.5,0.5,0.5,0.833333333333333,0.333333333333333,0.5,0.5,1
26,1,0.5,0.5,0.5,0.5,0.333333333333333,0.833333333333333,0.833333333333333,0.333333333333333,2
27,-1,0.5,0.5,0.5,0.5,0,0.333333333333333,0.333333333333333,0.833333333333333,3
28,-1,0.5,0.5,0.5,0.5,0.333333333333333,0.5,0.666666666666667,0.166666666666667,2
