iTrial,body_ori,neck_length,head_length,leg_length,tail_length,neck_angle,head_angle,leg_angle,tail_angle,category
1,-1,0.166666666666667,0.333333333333333,1,0.666666666666667,0.5,0.5,0.5,0.5,3
2,-1,0.666666666666667,0.5,0.666666666666667,0.333333333333333,0.5,0.5,0.5,0.5,4
3,1,0,0.333333333333333,0.333333333333333,0.833333333333333,0.5,0.5,0.5,0.5,3
4,1,1,1,1,0,0.5,0.5,0.5,0.5,2
5,1,0.5,0.5,1,1,0.5,0.5,0.5,0.5,2
6,-1,1,1,0.166666666666667,0.666666666666667,0.5,0.5,0.5,0.5,1
7,-1,1,0.166666666666667,0.833333333333333,0.166666666666667,0.5,0.5,0.5,0.5,3
8,1,1,0.333333333333333,0.666666666666667,0.333333333333333,0.5,0.5,0.5,0.5,1
9,1,0.833333333333333,0.833333333333333,0.5,1,0.5,0.5,0.5,0.5,1
10,1,0.166666666666667,0.833333333333333,0.166666666666667,0.5,0.5,0.5,0.5,0.5,4
11,-1,0.833333333333333,0.666666666666667,0.833333333333333,0.166666666666667,0.5,0.5,0.5,0.5,1
12,1,0.833333333333333,0,0.166666666666667,0,0.5,0.5,0.5,0.5,4
13,1,0.333333333333333,0.333333333333333,0.5,0.666666666666667,0.5,0.5,0.5,0.5,3
14,1,0.5,0.166666666666667,0,0.833333333333333,0.5,0.5,0.5,0.5,3
15,1,0.166666666666667,0.833333333333333,0.833333333333333,0.833333333333333,0.5,0.5,0.5,0.5,1
16,-1,0,1,1,0,0.5,0.5,0.5,0.5,3
17,1,0,0,0.333333333333333,0.166666666666667,0.5,0.5,0.5,0.5,1
18,1,0.333333333333333,0.666666666666667,0.5,0.166666666666667,0.5,0.5,0.5,0.5,2
19,-1,0.666666666666667,1,0,0.333333333333333,0.5,0.5,0.5,0.5,1
20,1,0.5,0,0,0.333333333333333,0.5,0.5,0.5,0.5,4
21,1,0.666666666666667,0,0.333333333333333,0.5,0.5,0.5,0.5,0.5,2
22,-1,0.666666666666667,0.5,0.833333333333333,1,0.5,0.5,0.5,0.5,4
23,-1,0,0.833333333333333,0.666666666666667,0.5,0.5,0.5,0.5,0.5,2
24,1,0.5,0.666666666666667,0,0.833333333333333,0.5,0.5,0.5,0.5,3
25,-1,0.833333333333333,0.5,0.5,0.666666666666667,0.5,0.5,0.5,0.5,2
26,-1,0.333333333333333,0.166666666666667,0.166666666666667,0.5,0.5,0.5,0.5,0.5,4
27,-1,0.333333333333333,0.166666666666667,0.333333333333333,0,0.5,0.5,0.5,0.5,4
28,1,0.166666666666667,0.666666666666667,0.666666666666667,1,0.5,0.5,0.5,0.5,2
