iTrial,body_ori,neck_length,head_length,leg_length,tail_length,neck_angle,head_angle,leg_angle,tail_angle,category
1,1,0.5,0.5,0.5,0.5,0.166666666666667,1,0.333333333333333,0,2
2,-1,0.5,0.5,0.5,0.5,1,0,0.5,0.166666666666667,2
3,1,0.5,0.5,0.5,0.5,0.666666666666667,0,0,0.5,1
4,1,0.5,0.5,0.5,0.5,0.833333333333333,0.333333333333333,1,0.333333333333333,1
5,-1,0.5,0.5,0.5,0.5,0.5,0.833333333333333,0.833333333333333,0.333333333333333,2
6,1,0.5,0.5,0.5,0.5,0.333333333333333,0.833333333333333,1,0.166666666666667,2
7,-1,0.5,0.5,0.5,0.5,0.666666666666667,0.333333333333333,0.666666666666667,0.666666666666667,1
8,-1,0.5,0.5,0.5,0.5,0.5,0.166666666666667,0.166666666666667,0.5,1
9,1,0.5,0.5,0.5,0.5,0.166666666666667,0.5,0.166666666666667,0.666666666666667,1
10,1,0.5,0.5,0.5,0.5,0,0.666666666666667,0.666666666666667,1,2
11,1,0.5,0.5,0.5,0.5,0.833333333333333,0.5,0,0.833333333333333,1
12,1,0.5,0.5,0.5,0.5,1,0.666666666666667,0.333333333333333,0,1
13,1,0.5,0.5,0.5,0.5,0.333333333333333,0.166666666666667,0.833333333333333,1,2
14,-1,0.5,0.5,0.5,0.5,0,1,0.5,0.833333333333333,2
