iTrial,body_ori,neck_length,head_length,leg_length,tail_length,neck_angle,head_angle,leg_angle,tail_angle,category
1,-1,0.666666666666667,0.5,1,0.166666666666667,0.5,0.5,0.5,0.5,2
2,1,0.166666666666667,1,0.166666666666667,0,0.5,0.5,0.5,0.5,3
3,-1,0.5,1,1,0.333333333333333,0.5,0.5,0.5,0.5,3
4,-1,0,0.5,0.333333333333333,0,0.5,0.5,0.5,0.5,2
5,-1,0.5,0.666666666666667,1,0.666666666666667,0.5,0.5,0.5,0.5,3
6,1,0.833333333333333,0.166666666666667,0.666666666666667,0.166666666666667,0.5,0.5,0.5,0.5,1
7,1,0.166666666666667,0.666666666666667,0.5,0.833333333333333,0.5,0.5,0.5,0.5,1
8,1,0.333333333333333,0.666666666666667,0.5,0,0.5,0.5,0.5,0.5,4
9,1,0,0,0.833333333333333,1,0.5,0.5,0.5,0.5,1
10,1,0,0.666666666666667,0,0.166666666666667,0.5,0.5,0.5,0.5,4
11,1,0.666666666666667,0,0.166666666666667,1,0.5,0.5,0.5,0.5,4
12,-1,1,0.833333333333333,0,0.833333333333333,0.5,0.5,0.5,0.5,1
13,-1,0.833333333333333,0.333333333333333,1,0.333333333333333,0.5,0.5,0.5,0.5,2
14,1,1,0.166666666666667,0.5,0,0.5,0.5,0.5,0.5,1
15,-1,1,0,0,0.666666666666667,0.5,0.5,0.5,0.5,1
16,1,0.333333333333333,0.333333333333333,0,0.833333333333333,0.5,0.5,0.5,0.5,4
17,-1,0.333333333333333,0.166666666666667,0.166666666666667,1,0.5,0.5,0.5,0.5,2
18,-1,0.166666666666667,0,0.333333333333333,0.666666666666667,0.5,0.5,0.5,0.5,3
19,1,0.833333333333333,0.333333333333333,0.166666666666667,0.333333333333333,0.5,0.5,0.5,0.5,4
20,1,0.5,0.833333333333333,0.666666666666667,0.333333333333333,0.5,0.5,0.5,0.5,1
21,1,0.333333333333333,0.5,0.5,0.666666666666667,0.5,0.5,0.5,0.5,2
22,-1,0.666666666666667,0.5,0.333333333333333,0.5,0.5,0.5,0.5,0.5,3
23,-1,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.5,0.5,0.5,0.5,4
24,1,0.666666666666667,0.166666666666667,0.833333333333333,0.166666666666667,0.5,0.5,0.5,0.5,3
25,1,0.166666666666667,1,0.666666666666667,1,0.5,0.5,0.5,0.5,3
26,-1,0,1,0.333333333333333,0.5,0.5,0.5,0.5,0.5,2
27,1,0.5,0.333333333333333,0.666666666666667,0.5,0.5,0.5,0.5,0.5,2
28,1,1,0.833333333333333,0.833333333333333,0.5,0.5,0.5,0.5,0.5,4
