iSession,iTrial,text
1,1,长头长，脖子，中等尾巴，短腿。
1,2,长头长，脖子短，尾巴，中等腿。
1,3,短头中等，脖子，中等尾巴。中等偏短的腿。
1,4,长头短，脖子长，尾巴，中等腿。
1,5,长尾巴，长脖子，中等头，中等腿。
1,6,长头长，腿中等，脖子中等，尾巴。
1,7,头和尾巴长，脖子和腿短。
1,8,脖子长，其他部位短。
1,9,头脖子和尾巴都比较长，腿也比较长。
1,10,脖子最长，腿跟尾巴比较短，头是中等长度。
1,11,短尾巴，长腿，长脖子，短头。
1,12,长脖子，长尾巴，短头，短腿。
1,13,长头长，脖子长，尾巴短，腿。一。
1,14,长腿长，尾巴短，头短，脖子。
1,15,长头，其他部位都是短。
1,16,长头长，脖子长，尾巴短，腿。
1,17,长头长，脖子长，尾巴，中等腿。
1,18,短头，长脖子，长腿，短尾巴。哦。
1,19,长头长，腿短，脖子短，尾巴。
1,20,短头长，脖子短，尾巴中等，腿。
1,21,所有部位都是中等偏长。
1,22,脖子和头比较长，然后尾巴短，腿也短。
1,23,所有部位都是偏短。
1,24,短尾巴，然后。腿、脖子和头都是中等偏短。
1,25,所有部位都是中等偏长。
1,26,头脖子腿都是短，尾巴偏长一点。
1,27,长头长，腿短，脖子短，尾巴。
1,28,长头，然后中等脖子，中等尾巴，中等腿。
1,29,长脖子，短头，短尾巴，短腿。
1,30,长头长，腿短，脖子短，尾巴。
1,31,长脖子，长尾巴，中等头，短腿。
1,32,长头，中等头，中等腿，长尾巴，短脖子。
1,33,短头，其他部位都是中等偏长。
1,34,头脖子尾巴中等偏长，腿中等偏短。
1,35,脖子是短的，头、腿和尾巴都是中等偏长。
1,36,脖子中等，其他部位都是短。
1,37,脖子偏短，尾巴也偏短，腿和头中等偏长。
1,38,头和尾巴偏长，脖子和腿短。
1,39,尾巴偏长，头和腿短，脖子中等偏短。
1,40,头是短的，其他部位都是中等长度。
1,41,头长，其他部位都偏短。
1,42,所有部位都是中等长度。
1,43,头和尾巴略长，腿和脖子中等偏短。
1,44,长腿，中等脖子，中等尾巴，然后短头。
1,45,长腿，然后短尾巴，短脖子，略长的头。
1,46,短头，其他部位中等偏长。
1,47,短头，短腿、短脖子、短尾巴。
1,48,短头中等偏长的脖子和尾巴，短腿。
1,49,长头长，腿短，脖子短，尾巴。
1,50,短头、短脖子、短尾巴，中等偏长的腿。
1,51,长头，中等。腿中等，脖子和尾巴短，腿。
