iSession,iTrial,text
1,1,头较长，尾巴较短。
1,2,脖子比其他部位短。
1,3,脖子和腿较短，头和尾巴较长。
1,4,尾巴较短。
1,5,脖子较短，头较短，脖子比头更短。
1,6,头最长，脚最短。
1,7,头和腿很长，脖子和尾巴很短。
1,8,头脖子腿，很长，尾巴很短。
1,9,头和脖子最长，尾巴较短，腿最短。
1,10,头最长，腿第二长，脖子和尾巴最短。
1,11,脖子最长，头尾巴。第二，第三长腿最短。
1,12,头和尾巴最长，腿次之。脖子最短。
1,13,腿最长，尾巴第二长，头第三长，脖子最短。
1,14,腿和脖子长。头次之，尾巴最短。
1,15,脖子尾巴长，头腿短。
1,16,尾巴最短。
1,17,脖子最短。
1,18,尾巴最短。
1,19,脖子最长。
1,20,头最长。
1,21,头较长。
1,22,头最长。
1,23,尾巴最短。
1,24,尾巴和脖子，短。
1,25,尾巴最短。
1,26,尾巴和腿，较短。头和脖子较长。
1,27,腿最长。
1,28,头最短，脖子和腿较长。
1,29,脖子最短，其他部位都很长。
1,30,尾巴和头，较长脖子和腿，较短。
1,31,腿最长，头和尾巴最短，脖子中间。
1,32,尾巴和脖子较长，腿最短，头中间。
1,33,脖子最长，头第二，尾巴第三，腿最短。
1,34,脖子和腿较长，头和尾巴较短。
1,35,头和尾巴较长，脖子和腿较短。
1,36,脖子和尾巴较长，头和脚，头和腿较短。
1,37,脖子最长。
1,38,腿最长，脖子和头次之，尾巴最短。
1,39,脖子最短。
1,40,腿较长，整体部位都较短。
1,41,头最长，腿最短。相差较大。
1,42,脖子和腿较长，头和尾巴较短。
1,43,头和尾巴较长，脖子和腿较短。
1,44,头和腿最长。脖子，中间，尾巴最短。
1,45,头和尾巴较长。头和腿较长，尾巴较短。
1,46,头最长，其余三个部位长度相当。
1,47,头和脚长度最，头和腿，长度最长，脖子最短。
1,48,脖子最长，头第二，尾巴第三，腿最短。
1,49,头最长。
1,50,腿最长。
1,51,脖子最长。
1,52,尾巴最长。
1,53,脖子最长。
1,54,腿最长。
1,55,脖子最长。
1,56,头最长。
1,57,头最长。
1,58,腿最长。
1,59,脖子最长。
1,60,脖子最长。
1,61,脖子最长，尾巴最短。
1,62,脖子最长，头最短。
1,63,头最长，腿最短。
1,64,尾巴腿最长，头最短。
1,65,头和腿最长，脖子和尾巴很短。
1,66,脖子最长，头和腿差不多，尾巴最短。
1,67,头最长，尾巴最短。
1,68,头最长，尾巴最短。
1,69,脖子最长，头最短。
1,70,头最短，腿最长。
1,71,腿最短。
1,72,头和尾巴很长，脖子和腿短。
1,73,头和尾巴长度差不多，腿最长。
1,74,脖子和腿很长，头很短。
1,75,腿和尾巴很长，头最短。
1,76,头最长，尾巴短。
1,77,脖子最短。
1,78,腿最长，头也长，脖子和尾巴短。
1,79,腿最短。
1,80,脖子最长，长头最短。
1,81,腿最长。脖子第二，尾巴第三，头最短。
1,82,头最长。脖子腿第二，尾巴最短。
1,83,尾巴最长，脖子第二，腿第三，头最短。
1,84,尾巴比脖子长。
1,85,脖子比尾巴长。
1,86,头最长，尾巴最短。
1,87,尾巴比脖子长。
1,88,尾巴比脖子长。
1,89,脖子最短。
1,90,脖子比尾巴长。
1,91,头比脚长。
1,92,头最长。
1,93,头最长，其他部位相差不多。
1,94,头最长，脖子和腿差不多。
1,95,头最长，脖子比腿长。
1,96,头最长，腿比脖子长。
1,97,头最长，腿比脖子长。
1,98,头最长，脖子和腿差不多。
1,99,脖子最长。头和腿的长度差不多，尾巴最短。
1,100,尾巴最长，脖子比腿短。
1,101,头最长，脖子比腿长。
1,102,脖子比腿长。
1,103,尾巴比头长。腿和脖子长度差不多。
1,104,尾巴比头长，脖子比腿长。
1,105,头最长，脖子比腿长。
1,106,头比尾巴长，脖子腿比脖子长。
1,107,脖子最长，头和尾巴较短。
1,108,尾巴比头长，脖子和腿差不多。
1,109,头最长，尾巴第二，脖子和腿最短。
1,110,头最长，脖子和腿差不多，尾巴最短。
1,111,头和脖子较长，尾巴较短，腿中间。
1,112,头最长，脖子比腿长。
1,113,头最长，脖子比腿长。
1,114,尾巴最长，脖子比腿长。
1,115,头比尾巴长，脖子比腿长。
1,116,头最长。腿比脖子长。
1,117,头长，腿比脖子长。
1,118,头最短，其他部位较长。
1,119,尾巴最长，其他部位较短。
1,120,腿最长，尾巴最短，头和脖子中间。
1,121,脖子最长，尾巴最短。
1,122,尾巴最长，头第二，脖子和腿最短。
1,123,头长，腿长，尾巴最短，脖子短。
1,124,尾巴最长。
1,125,头最长。
1,126,腿最长。
1,127,脖子最长。
1,128,头最长。
1,129,头最长，尾巴第二，脖子和腿短。
1,130,腿最长，尾巴最短。
1,131,头最长，脖子、腿和尾巴都较短。
1,132,尾巴最长，头和脖子中间，腿最短。
1,133,脖子和腿最长，头中间，尾巴最短。
1,134,头最长，腿最短。
1,135,脖子和尾巴一样长，腿最短。
1,136,尾巴最长。
1,137,头最长。腿长，脖子尾巴短。
1,138,脖子最长，头、尾巴和腿差不多。
1,139,腿和脖子长，头比尾巴长。
1,140,头和脖子差不多长。腿短。尾巴最短。
1,141,头最长，脖子第二。腿第三，尾巴最短。
1,142,尾巴最长。
1,143,尾巴长，脖子比腿长。
1,144,头最长，腿最短。
1,145,头最长。
1,146,头最长，尾巴最短。
1,147,尾巴最长，脖子最短。
1,148,尾巴最长，头最短。
1,149,尾巴长，脖子比头长。
1,150,头长，脖子比腿长。
1,151,头长，腿比脖子长。
1,152,尾巴长，腿比脖子长。
1,153,头长，脖子比腿长。
1,154,尾巴长。尾巴长。
1,155,头长，腿比脖子长。
1,156,头和尾巴长。
1,157,头长，脖子最短，腿和尾巴都比较长。
1,158,头长，脖子短，腿长。尾巴短。
1,159,尾巴很长，头略长，腿和脖子很短。
1,160,头很长，脖子和腿，长度差不多。
1,161,腿最长。
1,162,尾巴长，腿长。
1,163,腿长，头长。
1,164,头特别长，腿特别短。
1,165,尾巴长，腿长。头也长。
1,166,头长，脖子和尾腿短。
1,167,尾巴长，脖子和腿短。
1,168,腿最长，头最短。
1,169,头长，脖子长，腿最短。
1,170,头最长。
1,171,头和腿长，尾巴最短。
1,172,脖子最长。
1,173,头最长。
1,174,腿最长。
1,175,腿最长，头比尾巴长。
1,176,头最长。
1,177,头最长，尾巴最短。
1,178,头和脖子长，腿和尾巴较短。
1,179,尾巴，最长。
1,180,脖子和腿较长，头和尾巴较短。
1,181,腿最长，头第二，脖子第三，尾巴最短。
1,182,腿最短，脖子最长。
1,183,头最长。
1,184,脖子最长。
1,185,头最长，尾巴最短。
1,186,脖子最长，其他部位长度相当。
1,187,头最长，腿也长。脖子次之，尾巴最短。
1,188,头最短，尾巴、脖子、腿差不多长。
1,189,脖子最长。
1,190,头最长，尾巴第二，脖子，腿最短。
1,191,头最长，腿最短。
1,192,腿最长，脖子和尾巴相对较短，头中间。
1,193,脖子最长，腿最短。
1,194,头最长，尾巴最短。
1,195,头最长。
1,196,尾巴最长。
1,197,头、脖子、腿、尾巴、躯干。
1,198,尾巴最长，头第二，脖子和腿最短。
1,199,脖子最长，腿头，中间尾巴最短。
1,200,腿最长，其他部位相当。
1,201,尾巴长。腿脖子长，头最短。
1,202,头和脖子差不多长。腿最短。尾巴中间。
1,203,头和腿最长，尾巴最短，脖子也较短。
1,204,脖子最长，头也长，腿和尾巴较短。
1,205,尾巴最长，头最短。
1,206,脖子最长，尾巴最短。
1,207,头最长，尾巴第二，脖子和腿中间。
1,208,腿最长，尾巴最短。
1,209,腿最长，脖子最短。
1,210,腿最长，脖子最短。
1,211,脖子最长，其他部位长度差不多。
1,212,腿最长，头比尾巴长。
1,213,头最长，脖子比腿长。
1,214,头和脖子很长，腿和尾巴很短。
1,215,腿最长。
1,216,腿最长。头较短，脖子和尾巴比，头长，但比腿短。
1,217,腿最长，脖子第二，头和尾巴较短。
1,218,头较长。
1,219,尾巴较长，头较短。
1,220,尾巴最长，腿最短。
1,221,头最长，尾巴最短。
1,222,脖。
1,223,腿最短。脖子和尾巴较长。
1,224,脖子最长。
1,225,头和脖子较长，尾巴最短。
1,226,头脖子腿长度差不多，尾巴最短。
1,227,脖子最长，腿第二，头和尾巴较短。
1,228,头和尾巴较短，脖子和腿较长。
1,229,头和尾巴较长，脖子和腿较短。
1,230,腿最长。
1,231,脖子最长，头和尾巴较短。
1,232,尾巴较长，脖子较短，腿和头较短，脖子和尾巴最长。
1,233,脖子最长，头和尾巴较短，腿最短。
1,234,脖子最长，尾巴也长，头和腿最短。
1,235,脖子长，头和尾巴。中间腿最短。
1,236,腿最长，头、尾巴、脖子较短，且长度差不多。
1,237,脖子和腿最长，尾巴最短。
1,238,脖子很长，尾巴也长。头和腿较短。
1,239,脖子和腿较长，头和尾巴较短。
1,240,脖子较长，腿较短，头和尾巴在中间。
1,241,头、腿长，脖子最短。
1,242,脖子、尾巴长，头、腿短。
1,243,腿最长，头，中间，脖子尾巴最短。
1,244,头腿长，脖子、尾巴短。
1,245,脖子腿长，头长，尾巴短。
1,246,腿脖子腿最长，尾巴最长，脖子稍短，头最短。
1,247,头最长。
1,248,尾巴最长，头比脖子、腿要长。
1,249,脖子和腿较长，头和尾巴较短。
1,250,脖子和腿较长，头较短。
1,251,腿最长，其他部位都相对较短，且长度差不多。
1,252,尾巴最长，头最短。
1,253,脖子和腿较长，头和尾巴较短。
1,254,脖子最长，腿最短。
1,255,脖子最长，头比尾巴长。
1,256,头和脖子较长。最长，腿最短。
1,257,脖子最长，头最短。
1,258,头最长，脖子次之，腿最短。
1,259,头最长，尾巴最短。
1,260,头最长，脖子第二，腿第三，尾巴最短。
1,261,脖子最长，腿最短。
1,262,脖子和腿差不多，腿最短，头和尾巴较长。
1,263,头最长。
1,264,头、尾巴、腿都很长，脖子较短。
1,265,腿最长，尾巴第二，脖子第三，头最短。
1,266,尾巴最长。
1,267,脖子最长，尾巴最短，头也短，腿第二长。
1,268,头最长，其他部位差不多。
1,269,脖子最长，尾巴和腿差不多，头最短。
1,270,头较长，尾巴最短，脖子和腿也很长。
1,271,尾巴最长，脖子第二，头第三，尾巴腿最短。
1,272,脖子最长。
1,273,头最长，尾巴最短，脖子和腿差不多长。
1,274,脖子最长，腿第二。
1,275,四肢差不多长。
1,276,脖子腿很长，头次之，尾巴最短。
1,277,脖子最长，腿最短。
1,278,头最长，腿也长，脖子短，尾巴短。
1,279,腿最短。
1,280,头最短，脖子第二短，腿和尾巴很长。
1,281,腿和尾巴很短。
1,282,腿和尾巴差不多长。
1,283,尾巴较长。脖子和腿差不多长。
1,284,腿最长。
1,285,腿和脖子差不多长。
1,286,头最长，尾巴最短。
1,287,脖子最长，尾巴最短。
1,288,尾巴最长。
1,289,头最长。
1,290,腿和脖子很长，头和尾巴适中。
1,291,头最长，尾巴最短。
1,292,脖子和腿很长。
1,293,腿很长，尾巴比头长。
1,294,尾巴和腿很长，头和脖子很短。
1,295,脖子和腿很长，尾巴最短。
1,296,腿长，头长，脖子和尾巴较短。
1,297,尾巴最长，腿最短。
1,298,脖子和尾巴最长，腿第二，头最短。
1,299,四肢差不多长。
1,300,头和腿长，脖子和腿，和和尾巴短。
1,301,腿最长，头最短。
1,302,头最长，腿最短。
1,303,尾巴最长，脖子最短。
1,304,脖子最长，头最长，尾巴较长，腿最短。
1,305,尾巴最短，其他差不多长。
1,306,其他差不多长，腿最短。
1,307,尾巴最长，脖子最短。
1,308,脖子最短。
1,309,头最长。
1,310,尾巴最长。
1,311,脖子和腿差不多长。
1,312,头最长。
1,313,头腿差不多长，脖子第二，尾巴最短。
1,314,头最长，脖子最短。
1,315,头最长。
1,316,头最长且和脖子差不多长。
1,317,尾巴最短。
1,318,尾巴最短。
1,319,头最短，其他都很长。
1,320,头最长，腿长，脖子稍微短。
2,1,头最长。腿第二，脖子第三，尾巴最短。
2,2,头和腿最长，尾巴次之，脖子最短。
2,3,尾巴最长，头第二，脖子和腿很短。
2,4,腿最长，脖子第二，头第三，尾巴最短。
2,5,腿最长，尾巴第二。头第三，脖子最短。
2,6,头最长。脖子、尾巴差不多，腿最短。
2,7,腿最长，头也长。脖子较短，尾巴最短。
2,8,头最长，脖子也长。腿，短稍微短，尾巴最短。
2,9,脖子最长，头也长。尾巴稍短，腿最短。
2,10,头最长，腿稍长，脖子和尾巴最短。
2,11,脖子最长，头第二，尾巴第三，腿最短。
2,12,头和尾巴都很长。腿稍短，脖子最短。
2,13,腿最长。尾巴第二，头第三，脖子最短。
2,14,腿最长，脖子和头也长。尾巴最短。
2,15,脖脖子最长，尾巴稍长，头和腿都较短。
2,16,头和腿稍长，脖子稍短，尾巴最短。
2,17,腿和尾巴很长。头稍短，脖子最短。
2,18,头最长，脖子和腿，稍短，尾巴最短。
2,19,脖子最长，头和尾巴，稍短，腿最短。
2,20,头最长，腿也很长，脖子稍微短一点，尾巴也比脖子要再短一点。
2,21,四肢较均衡，头较长。
2,22,头最长，尾巴最短，脖子和腿差不多。
2,23,腿和脖子都很长，头稍短，尾巴最短。
2,24,头和腿都很长，脖子和尾巴要稍短一些。
2,25,像长颈鹿，脖子和腿都很长，头和尾巴都较短。
2,26,头和脖子很长，腿和尾巴很短。
2,27,腿很长，尾巴稍短，头和脖子要比尾巴更短一些。
2,28,腿和脖子长，头和尾巴短。
2,29,头和尾巴很长，脖子稍短，腿也很长。
2,30,四肢差不多长。
2,31,腿很长，脖子第二，头和尾巴都很短。
2,32,尾巴最长，头和腿的长度适中，脖子比尾巴要稍短一些。
2,33,头和脖子很长，尾巴稍短，腿最短。
2,34,长颈鹿一样，头尾最短，脖子。腿最长。
2,35,头尾最长，脖子腿较短。
2,36,头和腿最短，脖子和尾巴很长。
2,37,头脖子腿长度差不多，尾巴要稍短一些，和躯干的长度相当，全身比较均衡。
2,38,腿最长，尾巴和脖子很短，头适中。
2,39,腿很长，尾巴也很长，脖子最短，头适中。
2,40,四肢较为均衡，长度都较短一些，但都差不多。
2,41,头很长，腿很短，脖子比尾巴要稍长。
2,42,脖子和腿较长。
2,43,脖子和腿差不多，尾巴最长。
2,44,头最长，腿也长，脖子适中，尾巴最短。
2,45,头脖子，腿的长度，差不多，尾巴最短。
2,46,四肢相对较均衡。头最长。
2,47,头和腿最长，尾巴也长，脖子最短。
2,48,腿最短。
2,49,头最长，其他部位差不多。
2,50,头比脖子和尾巴要长，腿最长。
2,51,脖子最长，头第二，尾巴第三，腿最短。
2,52,尾巴最长。
2,53,尾巴最长，头最短。
2,54,尾巴和腿很长，脖子最短。
2,55,头稍短，脖子、尾巴、腿都很长。
2,56,头最长。
2,57,头最长，尾巴第二。
2,58,腿最长，尾巴最短。
2,59,脖子腿很长，头稍短，尾巴最短。
2,60,脖子最长，腿最短，头和尾巴适中。
2,61,四肢较均衡。
2,62,头最短，其余部分较均衡。
2,63,头最长，脖子、尾巴差不多，腿最短。
2,64,头最短，脖子次稍短，腿和尾巴很长。
2,65,腿最长，尾巴第二，头第三，脖子最短。
2,66,脖子最长，尾巴较短。腿和头长度在中间且差不多。
2,67,头最长，尾巴稍微比脖子和腿短一点。
2,68,头脖子腿都很长，尾巴最短。
2,69,脖子最长，头，头尾巴腿都，差不多长，但不是很短。
2,70,腿最长，尾巴比头要稍稍长一点，脖子和头差不多长。
2,71,腿最短，头、脖子、尾巴差不多长。
2,72,头最长，尾巴第二，脖子和腿稍短。
2,73,腿最长，头比尾巴稍长一点。
2,74,腿和脖子很长，头和尾巴稍短。
2,75,腿最长，尾巴第二，头第三，脖子最短。
2,76,尾巴长。腿第二，头第三，脖子，次。
2,77,尾巴长，腿长，头长，脖子最短。
2,78,腿长，头长，尾巴稍短，脖子最短。
2,79,头脖子尾巴都较长，腿最短。
2,80,头短，脖子长。
2,81,腿最长。其他部位也比较长。
2,82,头最长，脖子、腿，差不多长，尾巴很短。
2,83,脖子尾巴很长，头和腿较短。
2,84,头和腿很长，脖子和尾巴很短。
2,85,腿很长，头较短。
2,86,头最长，脖子和腿较长，尾巴很短。
