iSession,iTrial,text,A,b,n_constraints,matched_rules,un_pro
1,1,脖子和尾巴一样长。,[],[],0,[],['脖子和尾巴一样长']
1,2,尾巴比腿长。,"[[0.0, 0.0, -1.0, 1.0]]",[0.0],1,['comparison'],[]
1,3,尾巴比腿短。,"[[0.0, 0.0, 1.0, -1.0]]",[0.0],1,['comparison'],[]
1,4,尾巴比腿长。,"[[0.0, 0.0, -1.0, 1.0]]",[0.0],1,['comparison'],[]
1,5,尾巴比腿长。,"[[0.0, 0.0, -1.0, 1.0]]",[0.0],1,['comparison'],[]
1,6,尾巴比腿短。,"[[0.0, 0.0, 1.0, -1.0]]",[0.0],1,['comparison'],[]
1,7,尾巴比腿短。,"[[0.0, 0.0, 1.0, -1.0]]",[0.0],1,['comparison'],[]
1,8,尾巴比腿短。,"[[0.0, 0.0, 1.0, -1.0]]",[0.0],1,['comparison'],[]
1,9,尾巴比腿长。,"[[0.0, 0.0, -1.0, 1.0]]",[0.0],1,['comparison'],[]
1,10,尾巴比腿短。,"[[0.0, 0.0, 1.0, -1.0]]",[0.0],1,['comparison'],[]
1,11,尾巴比腿长。,"[[0.0, 0.0, -1.0, 1.0]]",[0.0],1,['comparison'],[]
1,12,尾巴比腿长。,"[[0.0, 0.0, -1.0, 1.0]]",[0.0],1,['comparison'],[]
1,13,尾巴比腿短。,"[[0.0, 0.0, 1.0, -1.0]]",[0.0],1,['comparison'],[]
1,14,尾巴比腿短。,"[[0.0, 0.0, 1.0, -1.0]]",[0.0],1,['comparison'],[]
1,15,尾巴比腿短。,"[[0.0, 0.0, 1.0, -1.0]]",[0.0],1,['comparison'],[]
1,16,尾巴比腿长。,"[[0.0, 0.0, -1.0, 1.0]]",[0.0],1,['comparison'],[]
1,17,尾巴比腿短。,"[[0.0, 0.0, 1.0, -1.0]]",[0.0],1,['comparison'],[]
1,18,尾巴比腿长。,"[[0.0, 0.0, -1.0, 1.0]]",[0.0],1,['comparison'],[]
1,19,尾巴比腿长。,"[[0.0, 0.0, -1.0, 1.0]]",[0.0],1,['comparison'],[]
1,20,尾巴比腿短。,"[[0.0, 0.0, 1.0, -1.0]]",[0.0],1,['comparison'],[]
1,21,尾巴比腿长。,"[[0.0, 0.0, -1.0, 1.0]]",[0.0],1,['comparison'],[]
1,22,尾巴比腿长。,"[[0.0, 0.0, -1.0, 1.0]]",[0.0],1,['comparison'],[]
1,23,尾巴比腿长。,"[[0.0, 0.0, -1.0, 1.0]]",[0.0],1,['comparison'],[]
1,24,尾巴比腿短。,"[[0.0, 0.0, 1.0, -1.0]]",[0.0],1,['comparison'],[]
1,25,尾巴比腿长。,"[[0.0, 0.0, -1.0, 1.0]]",[0.0],1,['comparison'],[]
1,26,尾巴比腿短。,"[[0.0, 0.0, 1.0, -1.0]]",[0.0],1,['comparison'],[]
1,27,尾巴比腿长。,"[[0.0, 0.0, -1.0, 1.0]]",[0.0],1,['comparison'],[]
1,28,尾巴比腿长。,"[[0.0, 0.0, -1.0, 1.0]]",[0.0],1,['comparison'],[]
1,29,尾巴比腿长。,"[[0.0, 0.0, -1.0, 1.0]]",[0.0],1,['comparison'],[]
1,30,尾巴比腿短。,"[[0.0, 0.0, 1.0, -1.0]]",[0.0],1,['comparison'],[]
1,31,尾巴比腿短。,"[[0.0, 0.0, 1.0, -1.0]]",[0.0],1,['comparison'],[]
1,32,尾巴比腿短。,"[[0.0, 0.0, 1.0, -1.0]]",[0.0],1,['comparison'],[]
1,33,尾巴比腿短。,"[[0.0, 0.0, 1.0, -1.0]]",[0.0],1,['comparison'],[]
1,34,尾巴比腿长。,"[[0.0, 0.0, -1.0, 1.0]]",[0.0],1,['comparison'],[]
1,35,尾巴比腿长。,"[[0.0, 0.0, -1.0, 1.0]]",[0.0],1,['comparison'],[]
1,36,尾巴比腿短。,"[[0.0, 0.0, 1.0, -1.0]]",[0.0],1,['comparison'],[]
1,37,尾巴比腿短。,"[[0.0, 0.0, 1.0, -1.0]]",[0.0],1,['comparison'],[]
1,38,尾巴比腿长。,"[[0.0, 0.0, -1.0, 1.0]]",[0.0],1,['comparison'],[]
1,39,尾巴比腿短。,"[[0.0, 0.0, 1.0, -1.0]]",[0.0],1,['comparison'],[]
1,40,尾巴比腿短。,"[[0.0, 0.0, 1.0, -1.0]]",[0.0],1,['comparison'],[]
1,41,尾巴比腿长。,"[[0.0, 0.0, -1.0, 1.0]]",[0.0],1,['comparison'],[]
1,42,尾巴比腿长。,"[[0.0, 0.0, -1.0, 1.0]]",[0.0],1,['comparison'],[]
1,43,尾巴比腿长。,"[[0.0, 0.0, -1.0, 1.0]]",[0.0],1,['comparison'],[]
1,44,尾巴比腿短。,"[[0.0, 0.0, 1.0, -1.0]]",[0.0],1,['comparison'],[]
1,45,尾巴比腿短。,"[[0.0, 0.0, 1.0, -1.0]]",[0.0],1,['comparison'],[]
1,46,尾巴比腿短。,"[[0.0, 0.0, 1.0, -1.0]]",[0.0],1,['comparison'],[]
1,47,尾巴比腿长。,"[[0.0, 0.0, -1.0, 1.0]]",[0.0],1,['comparison'],[]
1,48,尾巴比腿短。,"[[0.0, 0.0, 1.0, -1.0]]",[0.0],1,['comparison'],[]
1,49,尾巴比腿长。,"[[0.0, 0.0, -1.0, 1.0]]",[0.0],1,['comparison'],[]
1,50,尾巴比腿短。,"[[0.0, 0.0, 1.0, -1.0]]",[0.0],1,['comparison'],[]
1,51,尾巴比腿短。,"[[0.0, 0.0, 1.0, -1.0]]",[0.0],1,['comparison'],[]
1,52,尾巴比腿长。,"[[0.0, 0.0, -1.0, 1.0]]",[0.0],1,['comparison'],[]
1,53,尾巴比腿长。,"[[0.0, 0.0, -1.0, 1.0]]",[0.0],1,['comparison'],[]
1,54,尾巴比腿长。,"[[0.0, 0.0, -1.0, 1.0]]",[0.0],1,['comparison'],[]
1,55,尾巴比腿长。,"[[0.0, 0.0, -1.0, 1.0]]",[0.0],1,['comparison'],[]
1,56,尾巴比腿短。,"[[0.0, 0.0, 1.0, -1.0]]",[0.0],1,['comparison'],[]
1,57,尾巴比腿长。,"[[0.0, 0.0, -1.0, 1.0]]",[0.0],1,['comparison'],[]
1,58,尾巴比腿长。,"[[0.0, 0.0, -1.0, 1.0]]",[0.0],1,['comparison'],[]
1,59,尾巴比腿长。,"[[0.0, 0.0, -1.0, 1.0]]",[0.0],1,['comparison'],[]
1,60,尾巴比腿长。,"[[0.0, 0.0, -1.0, 1.0]]",[0.0],1,['comparison'],[]
1,61,,[],[],0,[],[]
1,62,尾巴比腿短。,"[[0.0, 0.0, 1.0, -1.0]]",[0.0],1,['comparison'],[]
1,63,尾巴比腿短。,"[[0.0, 0.0, 1.0, -1.0]]",[0.0],1,['comparison'],[]
1,64,头比脖子短。,"[[1.0, -1.0, 0.0, 0.0]]",[0.0],1,['comparison'],[]
1,65,头比脖子短。,"[[1.0, -1.0, 0.0, 0.0]]",[0.0],1,['comparison'],[]
1,66,头比腿长。,"[[0.0, 1.0, -1.0, 0.0]]",[0.0],1,['comparison'],[]
1,67,头比尾巴长。,"[[0.0, 1.0, 0.0, -1.0]]",[0.0],1,['comparison'],[]
1,68,,[],[],0,[],[]
1,69,,[],[],0,[],[]
1,70,,[],[],0,[],[]
1,71,头比脖子短。,"[[1.0, -1.0, 0.0, 0.0]]",[0.0],1,['comparison'],[]
1,72,头比脖子短。,"[[1.0, -1.0, 0.0, 0.0]]",[0.0],1,['comparison'],[]
1,73,脖子比腿短。,"[[-1.0, 0.0, 1.0, 0.0]]",[0.0],1,['comparison'],[]
1,74,脖子比腿长。,"[[1.0, 0.0, -1.0, 0.0]]",[0.0],1,['comparison'],[]
1,75,尾巴比腿长。,"[[0.0, 0.0, -1.0, 1.0]]",[0.0],1,['comparison'],[]
1,76,头比尾巴长。,"[[0.0, 1.0, 0.0, -1.0]]",[0.0],1,['comparison'],[]
1,77,头比尾巴短。,"[[0.0, -1.0, 0.0, 1.0]]",[0.0],1,['comparison'],[]
1,78,尾巴比脖子长。,"[[-1.0, 0.0, 0.0, 1.0]]",[0.0],1,['comparison'],[]
1,79,尾巴比脖子长。,"[[-1.0, 0.0, 0.0, 1.0]]",[0.0],1,['comparison'],[]
