stiID,feature1_name,feature2_name,feature3_name,feature4_name,feature1,feature2,feature3,feature4,category,ambiguous_fam,ambiguous_spe
1,green,yellow,pink,blue,0.338540307617467,0.249531275589439,0.477226975418779,0.656601421582224,1,0,1
2,green,yellow,pink,blue,0.193323880727257,0.340363744753379,0.955913489733858,0.55547155083189,1,0,0
3,green,yellow,pink,blue,0.182550236718842,0.600126070319594,0.638884508750067,0.951751408155542,2,0,0
4,green,yellow,pink,blue,0.736529729451832,0.772264406378498,0.285717449112933,0.649631249371428,3,0,0
5,green,yellow,pink,blue,0.372588055010565,0.314297241599861,0.0839876034528789,0.684813055013724,1,0,0
6,green,yellow,pink,blue,0.667858827384855,0.545615197730496,0.711283365753476,0.135772361184586,4,0,1
7,green,yellow,pink,blue,0.620496807396374,0.000167333220274402,0.319220219016344,0.333971195463847,3,0,0
8,green,yellow,pink,blue,0.777020195962353,0.955800198159682,0.166473724211922,0.96209055528601,3,0,0
9,green,yellow,pink,blue,0.380615452356077,0.78251600563847,0.522987240270632,0.870633086768111,2,0,1
10,green,yellow,pink,blue,0.760644250042984,0.381570223641606,0.875618999723335,0.336988074376244,4,0,0
11,green,yellow,pink,blue,0.838391789117747,0.858345353961738,0.335890646698906,0.948998357808051,3,0,0
12,green,yellow,pink,blue,0.602709013562678,0.0831554573819205,0.875800907274642,0.441276481977924,4,0,0
13,green,yellow,pink,blue,0.281418491488066,0.858459047382738,0.0955347181010384,0.00265739565723289,2,0,0
14,green,yellow,pink,blue,0.150655375091456,0.376805873557448,0.421078492268306,0.913102638265413,1,0,0
15,green,yellow,pink,blue,0.693348700285336,0.611351033805061,0.136319284438865,0.291474836337739,3,0,0
16,green,yellow,pink,blue,0.757044097576085,0.83905846635311,0.567999560951486,0.622812243556119,4,0,0
17,green,yellow,pink,blue,0.60858867500497,0.747809997257011,0.103040891831042,0.651572314951661,3,0,0
18,green,yellow,pink,blue,0.635319193290866,0.80529598019842,0.792754487111617,0.888868229574326,4,0,0
19,green,yellow,pink,blue,0.854162597098904,0.487356690115702,0.706066266637805,0.576423571807912,4,0,1
20,green,yellow,pink,blue,0.839824250248795,0.239659340311907,0.238782862798406,0.751914802202189,3,0,0
21,green,yellow,pink,blue,0.404435093867519,0.36767295259649,0.952379627664773,0.819934006911178,1,0,0
22,green,yellow,pink,blue,0.510888498745883,0.357142096135755,0.370324906133733,0.733827784440533,3,1,1
23,green,yellow,pink,blue,0.986569246990042,0.523011178614968,0.789039117811581,0.185858357907612,4,0,1
24,green,yellow,pink,blue,0.337122320524509,0.479627198939952,0.418474674850211,0.969212765288818,1,0,1
25,green,yellow,pink,blue,0.686134119203102,0.507540584345851,0.316507760247758,0.326847594793022,3,0,1
26,green,yellow,pink,blue,0.725235744179621,0.0341359355628322,0.834202843911858,0.369464731354038,4,0,0
27,green,yellow,pink,blue,0.982506255172626,0.119313042046731,0.807252059818017,0.0819532909704777,4,0,0
28,green,yellow,pink,blue,0.973886172477944,0.996181048149038,0.801143335790506,0.64529843031441,4,0,0
29,green,yellow,pink,blue,0.300812376905953,0.14568796088802,0.173852804439967,0.127067779393876,1,0,0
30,green,yellow,pink,blue,0.204512657547971,0.950021798758643,0.848029479466423,0.090010040683454,2,0,0
31,green,yellow,pink,blue,0.302941199456475,0.390105922880454,0.971689901046317,0.597108864573855,1,0,0
32,green,yellow,pink,blue,0.434667453627807,0.744794302053674,0.377777407864368,0.20391776625318,2,0,0
33,green,yellow,pink,blue,0.570111446116527,0.401674661378228,0.563843574729314,0.112225977282465,4,0,0
34,green,yellow,pink,blue,0.386083709097766,0.210700100910222,0.71182244303753,0.766823341472693,1,0,0
35,green,yellow,pink,blue,0.0285651261531494,0.531843537956469,0.449532770399511,0.690362016333493,2,0,1
36,green,yellow,pink,blue,0.802741317660312,0.563799428772799,0.550908950917404,0.00200511048267649,4,0,0
37,green,yellow,pink,blue,0.104375789222493,0.598690167844827,0.529324053279458,0.296431550256506,2,0,1
38,green,yellow,pink,blue,0.0995955013579098,0.089013020615799,0.612860957513424,0.17124095619481,1,0,0
39,green,yellow,pink,blue,0.0781282036557939,0.353344113580975,0.22195439187123,0.73107151730749,1,0,0
40,green,yellow,pink,blue,0.0211465004028558,0.0863709225230821,0.754800233449589,0.96501559686499,1,0,0
41,green,yellow,pink,blue,0.243155199176024,0.664285843184594,0.490081147572976,0.981201878337786,2,0,1
42,green,yellow,pink,blue,0.273971029472466,0.782676781895452,0.863676262394078,0.204020618346124,2,0,0
43,green,yellow,pink,blue,0.673328248808855,0.875053347020122,0.449303071468478,0.217250380267658,3,0,0
44,green,yellow,pink,blue,0.548263790335234,0.79357609248907,0.0850005532883895,0.128146078685893,3,1,1
45,green,yellow,pink,blue,0.734902178071617,0.801159991328717,0.622339527862731,0.263512123168346,4,0,0
46,green,yellow,pink,blue,0.304924051515122,0.54318640403044,0.480623410518346,0.277144261142359,2,0,1
47,green,yellow,pink,blue,0.115177122259193,0.379372327969644,0.42120741313032,0.892623997819066,1,0,0
48,green,yellow,pink,blue,0.786071805568956,0.243030716653047,0.0430523534037094,0.807221626302438,3,0,0
49,green,yellow,pink,blue,0.097363208057821,0.694150222062143,0.0331232434958778,0.597434020539696,2,0,0
50,green,yellow,pink,blue,0.148284582469214,0.835934486478226,0.980925402439669,0.309388214773432,2,0,0
51,green,yellow,pink,blue,0.957556090234298,0.75068187966773,0.474626203316088,0.885318449454633,3,0,1
52,green,yellow,pink,blue,0.144791157673957,0.048293663116095,0.086721121230573,0.540935738707139,1,0,0
53,green,yellow,pink,blue,0.762150499210794,0.208487502261558,0.307281279900562,0.0863666770173886,3,0,0
54,green,yellow,pink,blue,0.495714205277787,0.514902773558037,0.407266865021864,0.767461186683123,2,1,1
55,green,yellow,pink,blue,0.644172553640729,0.753557700678155,0.995548465487242,0.918082544896002,4,0,0
56,green,yellow,pink,blue,0.456493627391345,0.238836307319485,0.267928371076376,0.776742520530591,1,1,1
57,green,yellow,pink,blue,0.519536201331106,0.474341682106941,0.453585445305823,0.149843374820798,3,1,1
58,green,yellow,pink,blue,0.468765954689914,0.810514305936315,0.0134801679307477,0.749981163933274,2,1,1
59,green,yellow,pink,blue,0.301121366366183,0.081104690847175,0.559778564180917,0.336687098395901,1,0,0
60,green,yellow,pink,blue,0.287553374242272,0.885378573724251,0.608418942695846,0.882221194022763,2,0,0
61,green,yellow,pink,blue,0.856245391116627,0.114017524797255,0.899118765110629,0.440914365799874,4,0,0
62,green,yellow,pink,blue,0.112271313079764,0.720166716205716,0.896562988144801,0.560827824350063,2,0,0
63,green,yellow,pink,blue,0.621108567330535,0.264367890715012,0.788830705412681,0.483150574654749,4,0,0
64,green,yellow,pink,blue,0.364722132285368,0.270783175619408,0.919435429132033,0.353445502080976,1,0,0
65,green,yellow,pink,blue,0.936584380146442,0.46694945019221,0.488552426117003,0.273065902091723,3,0,1
66,green,yellow,pink,blue,0.754717387302335,0.274862271755082,0.108992928450309,0.210785603192278,3,0,0
67,green,yellow,pink,blue,0.219957100956476,0.447704677137601,0.957666144786035,0.468181926500067,1,0,0
68,green,yellow,pink,blue,0.287562276828998,0.572195437914478,0.729621043377509,0.640487879832434,2,0,0
69,green,yellow,pink,blue,0.7015639893487,0.121598633825249,0.951896261827674,0.996194077289132,4,0,0
70,green,yellow,pink,blue,0.530021862915806,0.575529518292631,0.814773807512089,0.580541746599803,4,1,1
71,green,yellow,pink,blue,0.897899957742367,0.404230604051963,0.101199654870196,0.964436375604122,3,0,0
72,green,yellow,pink,blue,0.127056953890691,0.618305614105582,0.276763705265492,0.238285702056903,2,0,0
73,green,yellow,pink,blue,0.37787160659288,0.694622907018215,0.196708651954612,0.477664507703182,2,0,0
74,green,yellow,pink,blue,0.489044499319282,0.321712233194486,0.633163919069855,0.436839995930885,1,1,1
75,green,yellow,pink,blue,0.0798650258574817,0.545001492881026,0.442833538112252,0.383875684415037,2,0,1
76,green,yellow,pink,blue,0.611172612705356,0.168751439244483,0.0536676020384427,0.179227648693296,3,0,0
77,green,yellow,pink,blue,0.551476276252972,0.41123381713775,0.170605224264913,0.750391438203067,3,0,0
78,green,yellow,pink,blue,0.499841434094373,0.489464722196795,0.0359371711896007,0.253416912541172,1,1,1
79,green,yellow,pink,blue,0.914767507064846,0.684583197269554,0.899164229523606,0.922977061653135,4,0,0
80,green,yellow,pink,blue,0.841131563422315,0.148603486516948,0.762683151477588,0.310099186216144,4,0,0
81,green,yellow,pink,blue,0.383809910943029,0.971961747392607,0.951591098897774,0.584413339311815,2,0,0
82,green,yellow,pink,blue,0.955681690185346,0.500577151267434,0.586978826994628,0.112952048014391,4,0,1
83,green,yellow,pink,blue,0.842038084499628,0.932818165544831,0.361551365395791,0.508736154141371,3,0,0
84,green,yellow,pink,blue,0.88135040059712,0.4732584352661,0.698561630616361,0.85595066689521,4,0,1
85,green,yellow,pink,blue,0.469477769384897,0.937997655036378,0.881155494199879,0.741853689830892,2,1,1
86,green,yellow,pink,blue,0.595727527910202,0.999785923476787,0.105989207709199,0.169311238204767,3,0,0
87,green,yellow,pink,blue,0.672335851391435,0.131825708300722,0.409670818557396,0.511458285269348,3,0,0
88,green,yellow,pink,blue,0.633075963007514,0.755530926502715,0.189921142530413,0.988587942371461,3,0,0
89,green,yellow,pink,blue,0.0584011388033517,0.700360475427647,0.940783221335081,0.380867520174349,2,0,0
90,green,yellow,pink,blue,0.249337553732062,0.492849166645286,0.460865352687429,0.825729079657505,1,0,1
91,green,yellow,pink,blue,0.508444489010769,0.554451414163814,0.824349808539752,0.188160781810542,4,1,1
92,green,yellow,pink,blue,0.603165275117232,0.290318550426025,0.385799476108823,0.845108951835216,3,0,0
93,green,yellow,pink,blue,0.0333548619748134,0.278683557574123,0.618953458516499,0.872322340129482,1,0,0
94,green,yellow,pink,blue,0.317413360603382,0.420128596059343,0.500466249363283,0.327046879315903,1,0,1
95,green,yellow,pink,blue,0.534360414023599,0.891188582487199,0.417723862295388,0.735668165321065,3,1,1
96,green,yellow,pink,blue,0.299392823752563,0.0163484357899549,0.339367872080041,0.96778377101096,1,0,0
97,green,yellow,pink,blue,0.39661925122508,0.710117446423244,0.0341487072425715,0.286282965221524,2,0,0
98,green,yellow,pink,blue,0.0481873014709518,0.96741987665905,0.790179430645945,0.301214367375024,2,0,0
99,green,yellow,pink,blue,0.0202474369253686,0.484136627177461,0.346886759754267,0.277882750789198,1,0,1
100,green,yellow,pink,blue,0.842761933560642,0.539238072460923,0.0887159112737243,0.522326288265602,3,0,1
101,green,yellow,pink,blue,0.84987670664048,0.039103867047985,0.793073235251088,0.0326216097732698,4,0,0
102,green,yellow,pink,blue,0.22451774039969,0.23674723537888,0.0426539100194002,0.693827636987624,1,0,0
