iSession,stiID,feature1_name,feature2_name,feature3_name,feature4_name,feature1,feature2,feature3,feature4,dist_category1,dist_category2,prob_category1,prob_category2,ambiguous
1,1,green,pink,yellow,blue,0.621166641488625,0.664609903243208,0.732249857141227,0.243540961379254,0.533453213161268,0.404234695620572,0.215483176870984,0.784516823129017,0
1,2,green,pink,yellow,blue,0.112077541950959,0.223558378713241,0.88154607074202,0.299585213189904,0.530269804236251,0.817990539880379,0.9467081452527,0.0532918547472998,0
1,3,green,pink,yellow,blue,0.373729988257389,0.756759648637303,0.503110593329205,0.468045357424545,0.286819459129797,0.456656779078249,0.845322145967191,0.154677854032809,0
1,4,green,pink,yellow,blue,0.0920938772460821,0.781866518066575,0.89979618548808,0.0409335155251142,0.689174944922623,0.939610678665913,0.92444672154719,0.0755532784528104,0
1,5,green,pink,yellow,blue,0.907494367095484,0.018375037517769,0.34173114191593,0.181825185187177,0.889126364173682,0.618911402684768,0.0628466312986426,0.937153368701357,0
1,6,green,pink,yellow,blue,0.475495482817348,0.126611834666951,0.21788231882427,0.65437716869761,0.541931389595464,0.564087004115077,0.555163568940949,0.444836431059051,1
1,7,green,pink,yellow,blue,0.314188451656371,0.0852535186723642,0.692012991165642,0.659515527749615,0.488312393319392,0.651352855073915,0.836225059784499,0.163774940215501,0
1,8,green,pink,yellow,blue,0.825078435976312,0.434569783615542,0.680752741912062,0.673879832407215,0.630794792755749,0.269858545522383,0.026355674317319,0.973644325682681,0
1,9,green,pink,yellow,blue,0.221440828689474,0.855046122275819,0.292503040380554,0.195753208716163,0.512342144925503,0.735563487931117,0.903105220717721,0.0968947792822794,0
1,10,green,pink,yellow,blue,0.277626772760556,0.262226598897845,0.845198756317028,0.565751658622558,0.425188065236184,0.634947334870172,0.890668981363779,0.109331018636221,0
1,11,green,pink,yellow,blue,0.990419823498843,0.990584135417333,0.297919055909937,0.940804616659615,1.01194848040105,0.730492918163584,0.0565426668969277,0.943457333103072,0
1,12,green,pink,yellow,blue,0.334223073005054,0.3183832206521,0.252601883396219,0.00182595262542588,0.591152594635075,0.717801028934012,0.780140331445184,0.219859668554816,0
1,13,green,pink,yellow,blue,0.979699760249692,0.722203061195171,0.796454555252741,0.888420274112801,0.905865085531464,0.583859394833409,0.0384178831915458,0.961582116808454,0
1,14,green,pink,yellow,blue,0.804270942634616,0.600160717529719,0.470279858473129,0.717883965480067,0.604652922270975,0.2476574524948,0.0273860175957793,0.972613982404221,0
1,15,green,pink,yellow,blue,0.886708839609696,0.549726106790454,0.525893935618925,0.62314826637068,0.650927663834932,0.192348600036253,0.0100927826660211,0.989907217333979,0
1,16,green,pink,yellow,blue,0.156144139873189,0.0665584582504869,0.971669943385398,0.969259067312486,0.799598086755157,0.99157095584195,0.87210817613467,0.12789182386533,0
1,17,green,pink,yellow,blue,0.136589281694157,0.341618196762343,0.648838939651234,0.815893713659031,0.399860794413827,0.723394341431491,0.962142573301359,0.0378574266986407,0
1,18,green,pink,yellow,blue,0.515968240955456,0.530782896099203,0.412970390041304,0.735232355872528,0.366872056919161,0.344422509706669,0.444110661957002,0.555889338042997,1
1,19,green,pink,yellow,blue,0.195327511242356,0.952015484511863,0.153651754720732,0.326999040548539,0.597656689282905,0.813551477782597,0.896501967515885,0.103498032484115,0
1,20,green,pink,yellow,blue,0.164395385388637,0.397319832441716,0.460587436550812,0.841984217269032,0.369293815100261,0.687009851809033,0.959965676906536,0.0400343230934642,0
1,21,green,pink,yellow,blue,0.602242507883248,0.0962554065355692,0.578205402592998,0.356540256856685,0.560161819485332,0.459933425754064,0.268492609083351,0.731507390916649,0
1,22,green,pink,yellow,blue,0.763824978465559,0.627243065302472,0.919225856526972,0.793274724347657,0.736184276444878,0.527391989339153,0.110276207712631,0.889723792287369,0
1,23,green,pink,yellow,blue,0.701085527957515,0.534573699010101,0.42356275357459,0.921480734853226,0.623026609936899,0.432523558586062,0.129540178192214,0.870459821807786,0
1,24,green,pink,yellow,blue,0.668749032020029,0.862264048824671,0.45100368195738,0.804574015625399,0.633839067164899,0.48270377152498,0.180738371634169,0.819261628365831,0
1,25,green,pink,yellow,blue,0.571026618991667,0.588238892351447,0.927499488211584,0.559604012330649,0.545117091028808,0.475527101162534,0.332721899103151,0.667278100896849,0
1,26,green,pink,yellow,blue,0.437654851496759,0.119327635500906,0.116881472518775,0.366975286783018,0.58702740379768,0.637923444711578,0.624562738500246,0.375437261499754,0
1,27,green,pink,yellow,blue,0.248691372522514,0.88528976858317,0.0318229446507557,0.409766522210056,0.613010402807575,0.791890384729977,0.856780067809933,0.143219932190067,0
1,28,green,pink,yellow,blue,0.829141498647443,0.801404392302119,0.125586515669914,0.138785116248112,0.834812034320721,0.606440132246587,0.0924803507164763,0.907519649283524,0
1,29,green,pink,yellow,blue,0.484485189934742,0.674396993859743,0.771513444237089,0.599134975232727,0.411029085931795,0.429487740857857,0.546016055784806,0.453983944215194,1
1,30,green,pink,yellow,blue,0.0208072825890377,0.421449477564776,0.622072376895563,0.960517249315336,0.534487874892372,0.874568468341917,0.967729713251384,0.0322702867486163,0
1,31,green,pink,yellow,blue,0.0353456514923307,0.0421835718696603,0.570211589436653,0.206285573983883,0.58895687663909,0.900846574644174,0.957665531803187,0.0423344681968134,0
1,32,green,pink,yellow,blue,0.849281099734121,0.704705392570239,0.0259599442430003,0.29145841,0.81807438748805,0.565654137905687,0.0741788162462145,0.925821183753786,0
1,33,green,pink,yellow,blue,0.428304104900061,0.650995652271559,0.637310038832133,0.337658172471201,0.315912893941665,0.414121783607837,0.727522502407793,0.272477497592207,0
1,34,green,pink,yellow,blue,0.789369111580111,0.487613716940022,0.238741520062346,0.903516095012337,0.722602027957367,0.482477542718818,0.0830778195192666,0.916922180480733,0
1,35,green,pink,yellow,blue,0.068232393204251,0.188197801018749,0.185933055101553,0.506745233876655,0.478480530667333,0.812841451344259,0.965894936594243,0.0341050634057569,0
1,36,green,pink,yellow,blue,0.503499279397943,0.460585431758325,0.0895986254945152,0.0243212024558238,0.678612554757144,0.676029378116126,0.493542417478183,0.506457582521817,1
1,37,green,pink,yellow,blue,0.305526105231527,0.000264354127634791,0.985331447810086,0.578328729943664,0.703207557045339,0.830045036762552,0.780464413055527,0.219535586944473,0
1,38,green,pink,yellow,blue,0.677052089653889,0.506614421957653,0.757062598979234,0.255912726472341,0.555046858154978,0.361973652485678,0.126669574659362,0.873330425340638,0
1,39,green,pink,yellow,blue,0.937705159444796,0.572834434889487,0.379489892794683,0.15918530826939,0.780333634588905,0.413781852944199,0.0249523626274405,0.97504763737256,0
1,40,green,pink,yellow,blue,0.351817552699166,0.178830166046406,0.806085211578921,0.638913355254465,0.475922213491651,0.612114695621358,0.796072353522666,0.203927646477334,0
1,41,green,pink,yellow,blue,0.544410311231808,0.894961845846624,0.86653012556349,0.865055666235371,0.714340439447692,0.682548131781571,0.421181993206563,0.578818006793437,1
1,42,green,pink,yellow,blue,0.864609224238783,0.739407355062418,0.159651525359696,0.0876049892617914,0.849097820777518,0.596957188590897,0.0743710759748423,0.925628924025158,0
1,43,green,pink,yellow,blue,0.639101587269327,0.690207383201565,0.821528032467082,0.497081308136687,0.539414208437489,0.389700014106897,0.182852179784197,0.817147820215803,0
1,44,green,pink,yellow,blue,0.409385051224132,0.955005702494222,0.354405433927584,0.0628678936930925,0.666870332141195,0.73166316612631,0.656543467059778,0.343456532940222,0
1,45,green,pink,yellow,blue,0.384407495545565,0.816718459156198,0.0590871522719819,0.521219898826327,0.559669885402938,0.654845695627125,0.721468609100812,0.278531390899188,0
1,46,green,pink,yellow,blue,0.712994520756717,0.449033545896987,0.371438232326034,0.154816073965503,0.593836321383781,0.373693799571125,0.0996225770511439,0.900377422948856,0
1,47,green,pink,yellow,blue,0.775221784675612,0.772384893134634,0.00616045876288483,0.772753487776302,0.81751049576701,0.626978170284748,0.129507172401688,0.870492827598312,0
1,48,green,pink,yellow,blue,0.0109519193813777,0.165960603336872,0.325645088486014,0.753335432533962,0.513132322034711,0.867382764721179,0.971873253087639,0.0281267469123614,0
1,49,green,pink,yellow,blue,0.287015382318376,0.920100776120736,0.0725494152608495,0.852532663152981,0.696310334268418,0.835363812533569,0.80067760443119,0.19932239556881,0
1,50,green,pink,yellow,blue,0.955741565036535,0.205235629899265,0.671519232977657,0.537004877035043,0.784694462008445,0.40000479205903,0.020899752885801,0.979100247114199,0
1,51,green,pink,yellow,blue,0.462331222662372,0.353763103252337,0.279350989463271,0.394586256188574,0.355341837281881,0.404890847834933,0.621398905406696,0.378601094593304,0
1,52,green,pink,yellow,blue,0.890702212405476,0.154768479329918,0.716265135784751,0.0505604755050527,0.882298488596512,0.622694476107034,0.0693937063948305,0.930606293605169,0
1,53,green,pink,yellow,blue,0.404244791705326,0.308144150990367,0.191946040281212,0.999449057035635,0.636354245086521,0.707602949071236,0.670950471622237,0.329049528377763,0
1,54,green,pink,yellow,blue,0.0944493546595232,0.382648410042686,0.735618731928294,0.265734937390807,0.385180094664995,0.74425422448691,0.97316224885364,0.0268377511463605,0
1,55,green,pink,yellow,blue,0.210371481220923,0.619475703612432,0.49915574616414,0.0967561514517456,0.422434820310609,0.684163501065303,0.93196587664038,0.0680341233596199,0
1,56,green,pink,yellow,blue,0.0615622886995243,0.472652275227421,0.959661186996749,0.935750525300909,0.661380069416728,0.935874621689333,0.939627256402112,0.0603727435978882,0
1,57,green,pink,yellow,blue,0.640703301146665,0.280346471395654,0.835904332919347,0.473029209282172,0.560763663748979,0.416836401282941,0.191658012071696,0.808341987928304,0
1,58,green,pink,yellow,blue,0.748087524001486,0.293975734995521,0.402418624514115,0.69250107229449,0.580616884884355,0.298376344590731,0.0561253704618336,0.943874629538166,0
1,59,green,pink,yellow,blue,0.175625407755495,0.977851795323073,0.546731136270072,0.225708831703763,0.557936701040026,0.79728787436655,0.916331200769497,0.0836687992305025,0
1,60,green,pink,yellow,blue,0.55044742380606,0.936983251491319,0.603173596656273,0.440343334367858,0.543531715134417,0.494953837797931,0.380888483719908,0.619111516280092,0
1,61,green,pink,yellow,blue,0.92333917611227,0.842491955400769,0.948564134615448,0.724198426378324,0.906730998067021,0.631523496588485,0.059969568049048,0.940030431950952,0
1,62,green,pink,yellow,blue,0.584298524571684,0.0615368574474347,0.1075077978318,0.426415778085154,0.680786455054397,0.615769171698169,0.342950590735211,0.657049409264789,0
