iSession,stiID,body_ori,feature1_name,feature2_name,feature3_name,feature4_name,feature1,feature2,feature3,feature4,category,ambiguous_fam,ambiguous_spe
1,1,-1,head,leg,neck,tail,0.0509121045979062,0.00496344050587777,0.305883406425259,0.351099520709266,1,0,0
1,2,-1,head,leg,neck,tail,0.235563579212669,0.166724037944939,0.310230755411842,0.459654622827924,1,0,0
1,3,-1,head,leg,neck,tail,0.0260522898743804,0.385010893294282,0.0443713354669334,0.465657222085628,1,0,0
1,4,-1,head,leg,neck,tail,0.102349813760232,0.0365824151595137,0.377786902080838,0.699989441152682,1,0,0
1,5,-1,head,leg,neck,tail,0.0897173136827641,0.248092010945388,0.179555501727989,0.127438320952671,1,0,0
1,6,-1,head,leg,neck,tail,0.341454391693166,0.494791874879993,0.150359018424314,0.844553028633838,1,0,1
1,7,1,head,leg,neck,tail,0.137438185010862,0.483786857450937,0.325489305911268,0.576231738901348,1,0,1
1,8,-1,head,leg,neck,tail,0.100317526918047,0.30087463202281,0.152228462142178,0.921155284604936,1,0,0
1,9,1,head,leg,neck,tail,0.840803655618949,0.261605841089703,0.251381294996607,0.641636761181208,3,0,0
1,10,1,head,leg,neck,tail,0.81283750969536,0.233582631977449,0.153929332724959,0.601602846558794,3,0,0
1,11,1,head,leg,neck,tail,0.906485423480943,0.0139528916872174,0.427556453496663,0.445050962888432,3,0,0
1,12,1,head,leg,neck,tail,0.840302315647846,0.14642221470882,0.00252306171049393,0.836588195475834,3,0,0
1,13,1,head,leg,neck,tail,0.93245050610735,0.293339109974552,0.231397038821383,0.257752921635039,3,0,0
1,14,-1,head,leg,neck,tail,0.770706252762242,0.381022388380394,0.00820483184103665,0.733647078248437,3,0,0
1,15,1,head,leg,neck,tail,0.952020122159469,0.373570193976524,0.36113530372718,0.211476288938842,3,0,0
1,16,-1,head,leg,neck,tail,0.861287967626531,0.447738963036873,0.40298597667254,0.623794920637152,3,0,0
1,17,1,head,leg,neck,tail,0.476037727245127,0.249229996314501,0.710887827467721,0.406732764395861,1,1,1
1,18,-1,head,leg,neck,tail,0.0344759760468065,0.0176942866137774,0.856419375523112,0.0847719836516524,1,0,0
1,19,-1,head,leg,neck,tail,0.0282622745654838,0.198932749588848,0.541156658729673,0.459781677863155,1,0,1
1,20,1,head,leg,neck,tail,0.238588658462019,0.285666757435216,0.764746402755357,0.327688123408011,1,0,0
1,21,1,head,leg,neck,tail,0.409720194525297,0.338593938652193,0.669619133391593,0.891120949883946,1,0,0
1,22,1,head,leg,neck,tail,0.126701338980314,0.288267072025202,0.795912028182849,0.0592610445777302,1,0,0
1,23,1,head,leg,neck,tail,0.296057203522251,0.326079397980308,0.81082010970207,0.696140695180949,1,0,0
1,24,1,head,leg,neck,tail,0.497107333275481,0.26775132249642,0.900064867136013,0.852257786358976,1,1,1
1,25,-1,head,leg,neck,tail,0.88990603703966,0.014923762310624,0.926043795096467,0.781915797846556,4,0,0
1,26,-1,head,leg,neck,tail,0.666538352433194,0.238416912603401,0.558813862228102,0.406424464428516,4,0,0
1,27,1,head,leg,neck,tail,0.611114921291407,0.0125739990647578,0.994369726482337,0.96809930131436,4,0,0
1,28,-1,head,leg,neck,tail,0.608295579876244,0.307562999237042,0.878190539464601,0.784726447821249,4,0,0
1,29,1,head,leg,neck,tail,0.59533749604229,0.165351132216894,0.527756568603415,0.663125030480819,4,0,1
1,30,-1,head,leg,neck,tail,0.941670563184038,0.491634706746388,0.672387737046097,0.318732331297958,4,0,1
1,31,-1,head,leg,neck,tail,0.990890078217037,0.260796347786251,0.582431028784996,0.594224687244098,4,0,0
1,32,-1,head,leg,neck,tail,0.826549674562548,0.449297447090751,0.625249081712485,0.188431478079687,4,0,0
1,33,-1,head,leg,neck,tail,0.119597289241558,0.690530728501758,0.207900646263208,0.206223511754851,2,0,0
1,34,-1,head,leg,neck,tail,0.0381859282888563,0.582035461775666,0.109218760257223,0.297285738976551,2,0,0
