iSession,stiID,body_ori,feature1_name,feature2_name,feature3_name,feature4_name,feature1,feature2,feature3,feature4,category,ambiguous_fam,ambiguous_spe
1,1,-1,tail,leg,neck,head,0.111630860707827,0.489440013808001,0.105544588029215,0.357124530500794,1,0,1
1,2,-1,tail,leg,neck,head,0.0819312966186937,0.23224725111561,0.435579367592785,0.259948343048699,1,0,0
1,3,-1,tail,leg,neck,head,0.0599255780707941,0.0612385606999177,0.0669994028341169,0.75674591151647,1,0,0
1,4,1,tail,leg,neck,head,0.137085149881911,0.393241364425996,0.139835618694563,0.920479075631427,1,0,0
1,5,1,tail,leg,neck,head,0.132927246654079,0.191311240949245,0.0560034520597452,0.750048955132494,1,0,0
1,6,-1,tail,leg,neck,head,0.221840449788055,0.169720152288131,0.0863711183553064,0.492942360248081,1,0,0
1,7,-1,tail,leg,neck,head,0.189915190985148,0.346588162525963,0.334446521191647,0.463013112254001,1,0,0
1,8,-1,tail,leg,neck,head,0.15373944429727,0.28345325699241,0.040024097508025,0.573644957134903,1,0,0
1,9,1,tail,leg,neck,head,0.630919659739233,0.221053327338709,0.484512121833979,0.415523204872961,3,0,1
1,10,-1,tail,leg,neck,head,0.782381207792356,0.167905643910898,0.257768390512326,0.193474270928489,3,0,0
1,11,-1,tail,leg,neck,head,0.616117631445296,0.465962445165011,0.179115903302955,0.689129650538417,3,0,1
1,12,-1,tail,leg,neck,head,0.600520585015504,0.118396237245683,0.04607805911793,0.466213785118108,3,0,0
1,13,1,tail,leg,neck,head,0.544737518490118,0.0811262609632814,0.367038147306225,0.171734551341359,3,1,1
1,14,-1,tail,leg,neck,head,0.911381661394502,0.190889087734433,0.415848318893925,0.273191054375349,3,0,0
1,15,1,tail,leg,neck,head,0.71575653668846,0.0182636278682174,0.0343163740706299,0.482584267527834,3,0,0
1,16,1,tail,leg,neck,head,0.857253247628731,0.161682426752902,0.409049649225931,0.573178460187567,3,0,0
1,17,-1,tail,leg,neck,head,0.430439505319692,0.0181460875385919,0.715202145853529,0.183257898649847,1,0,0
1,18,1,tail,leg,neck,head,0.162827558916304,0.0345085059175699,0.692107351336664,0.843954236510183,1,0,0
1,19,-1,tail,leg,neck,head,0.443690708352928,0.27175595003938,0.748830603434864,0.772753704324921,1,0,0
1,20,-1,tail,leg,neck,head,0.15257565321859,0.337818204141307,0.930380525663726,0.0194594872233047,1,0,0
1,21,1,tail,leg,neck,head,0.40026918977722,0.217679252139053,0.591085223740229,0.366471419617731,1,0,0
1,22,-1,tail,leg,neck,head,0.342541565682733,0.458078972196113,0.754502014371264,0.0433358391548105,1,0,1
1,23,1,tail,leg,neck,head,0.270514398929234,0.308912252940253,0.526352639598597,0.262319802075611,1,0,1
1,24,1,tail,leg,neck,head,0.162797134693706,0.0623018388529767,0.554126333059568,0.351726243076031,1,0,0
1,25,1,tail,leg,neck,head,0.517594971674649,0.262130640198736,0.583839281225862,0.638778948041882,4,1,1
1,26,1,tail,leg,neck,head,0.882406235891499,0.190589561574982,0.637592292084714,0.559588286839124,4,0,0
1,27,-1,tail,leg,neck,head,0.537673761966576,0.3085576172392,0.84839476894614,0.0468225758994593,4,1,1
1,28,1,tail,leg,neck,head,0.948916733948598,0.153414220066952,0.550784136996155,0.45031659607385,4,0,0
1,29,-1,tail,leg,neck,head,0.968172048075797,0.17762038447391,0.588430007018154,0.706871193213355,4,0,0
1,30,-1,tail,leg,neck,head,0.862453396418116,0.00478179152082137,0.871266136326867,0.562898497444966,4,0,0
1,31,-1,tail,leg,neck,head,0.924092609180549,0.0731461433660398,0.921516276642325,0.486260349029325,4,0,0
1,32,1,tail,leg,neck,head,0.712171019442957,0.205852325190148,0.972486417159132,0.407482261253574,4,0,0
1,33,-1,tail,leg,neck,head,0.046142634163727,0.506787757843787,0.272490555230728,0.417309785849207,2,0,1
1,34,1,tail,leg,neck,head,0.213787651141316,0.760475445262941,0.253883894067894,0.546280925526584,2,0,0
1,35,1,tail,leg,neck,head,0.0786655568929375,0.560129601355455,0.193438435976431,0.150861583799488,2,0,0
1,36,-1,tail,leg,neck,head,0.0347900763607431,0.840349276868122,0.421823140848006,0.406685986303731,2,0,0
1,37,-1,tail,leg,neck,head,0.0809043279020871,0.905201452813936,0.0896775603739667,0.241720129284418,2,0,0
1,38,1,tail,leg,neck,head,0.004881854308944,0.72343582265138,0.337680905436711,0.621096863588265,2,0,0
1,39,1,tail,leg,neck,head,0.184533018843473,0.849311766333791,0.391070087825954,0.0597027767135314,2,0,0
1,40,-1,tail,leg,neck,head,0.446782604861764,0.808922534634489,0.347459075424795,0.0453586740632345,2,0,0
1,41,1,tail,leg,neck,head,0.864436997394136,0.797768758607041,0.0249934019146256,0.304146511172111,3,0,0
1,42,-1,tail,leg,neck,head,0.509340740123983,0.581063942590839,0.420601501963442,0.230550772767086,3,1,1
1,43,1,tail,leg,neck,head,0.660123917048769,0.733719956641627,0.164671713892884,0.371806832050797,3,0,0
1,44,1,tail,leg,neck,head,0.900752272175245,0.629270810646212,0.175829119227254,0.644241905185588,3,0,0
1,45,1,tail,leg,neck,head,0.949293156286113,0.543052567814631,0.487415281166389,0.789228716564698,3,0,1
1,46,1,tail,leg,neck,head,0.907838847237915,0.78427284654883,0.235517390598,0.227171560111454,3,0,0
1,47,-1,tail,leg,neck,head,0.8076506803526,0.732288826628687,0.147643561670172,0.675478311865645,3,0,0
1,48,-1,tail,leg,neck,head,0.975546193205688,0.775224112202044,0.16098453702755,0.581990164634146,3,0,0
1,49,1,tail,leg,neck,head,0.430334157930829,0.901381410476417,0.648901263262385,0.774384480374939,2,0,0
1,50,-1,tail,leg,neck,head,0.243280708414931,0.961423653169826,0.62498391732835,0.307900819008206,2,0,0
1,51,1,tail,leg,neck,head,0.0635842816120105,0.612018293842987,0.887454156586566,0.298740931038238,2,0,0
1,52,-1,tail,leg,neck,head,0.253007311947553,0.990264636770525,0.975257130030193,0.526250079165472,2,0,0
1,53,1,tail,leg,neck,head,0.0373104732433425,0.673827277041185,0.789557122980466,0.99071205792346,2,0,0
1,54,1,tail,leg,neck,head,0.186268114724473,0.721621516944404,0.774591735499582,0.306957872539042,2,0,0
1,55,1,tail,leg,neck,head,0.231437394453264,0.701426020518048,0.529222808744425,0.501160094930945,2,0,1
1,56,-1,tail,leg,neck,head,0.202151015371398,0.776015844479156,0.663261556898409,0.65253454744692,2,0,0
1,57,1,tail,leg,neck,head,0.645940879443158,0.631831253052662,0.61542576327197,0.939229538750005,4,0,0
1,58,-1,tail,leg,neck,head,0.853923457200191,0.795009840170588,0.842609453508274,0.694050111355514,4,0,0
1,59,1,tail,leg,neck,head,0.8582094059691,0.80129789788869,0.913919772388044,0.850442353740393,4,0,0
1,60,1,tail,leg,neck,head,0.543011816320076,0.53302000074059,0.883679124170582,0.966646999366388,4,1,1
1,61,1,tail,leg,neck,head,0.691578750798151,0.899728839087394,0.713671158761325,0.327217114623499,4,0,0
1,62,-1,tail,leg,neck,head,0.709596672092854,0.650503758796949,0.854567732845747,0.439019955285811,4,0,0
1,63,1,tail,leg,neck,head,0.972382814680658,0.771850795699097,0.643311789387399,0.0129164814175976,4,0,0
1,64,1,tail,leg,neck,head,0.982854863046918,0.806815468936969,0.788711736026521,0.0406525768069962,4,0,0
1,65,1,tail,leg,neck,head,0.358672572945594,0.243264981453489,0.0628208119591318,0.28249790448528,1,0,0
1,66,1,tail,leg,neck,head,0.0824715005430431,0.171249137317577,0.0206175197831461,0.39704282916171,1,0,0
1,67,-1,tail,leg,neck,head,0.143585020862868,0.471958383155131,0.198063827504564,0.755281574071158,1,0,1
1,68,1,tail,leg,neck,head,0.024516468537838,0.0870964655362035,0.317622460425066,0.706637981687247,1,0,0
1,69,1,tail,leg,neck,head,0.289744524634749,0.121894568454428,0.473345907545337,0.00388589860345079,1,0,1
1,70,1,tail,leg,neck,head,0.362759599203835,0.215577105463015,0.136918860568873,0.261301353901223,1,0,0
1,71,-1,tail,leg,neck,head,0.0452492492027262,0.382311529352219,0.356914259177861,0.000113966694502698,1,0,0
1,72,1,tail,leg,neck,head,0.229280204167067,0.00574834538083052,0.34981675273944,0.757333407727778,1,0,0
1,73,1,tail,leg,neck,head,0.684725405771113,0.126455278006768,0.445856796351285,0.0483700276723917,3,0,0
1,74,1,tail,leg,neck,head,0.829386496113353,0.307584027887265,0.178635764360332,0.0105176726456251,3,0,0
1,75,1,tail,leg,neck,head,0.527379635598501,0.279196612549384,0.00138615832205535,0.525149771402141,3,1,1
