condition,iSession,iBlock,iTrial,stiID,category,ambiguous,choice,presskey,feedback,choRT,recDU
2,1,1,1,57,4,0,2,1,0,10.619,4.714
2,1,1,2,7,1,0,2,1,0,10.485,3.04
2,1,1,3,2,1,0,3,2,0,7.938,3.552
2,1,1,4,36,2,0,3,2,0,3.555,2.433
2,1,1,5,19,1,1,1,3,1,2.251,2.272
2,1,1,6,10,3,0,1,3,0,2.478,1.646
2,1,1,7,5,1,0,2,1,0,11.607,1.611
2,1,1,8,56,2,1,2,1,1,7.903,4.077
2,1,1,9,30,4,1,3,2,0,13.42,2.763
2,1,1,10,11,3,0,3,2,1,3.392,2.482
2,1,1,11,54,2,1,1,3,0,1.145,2.222
2,1,1,12,52,2,1,3,2,0,25.207,4.178
2,1,1,13,53,2,0,1,3,0,8.382,3.789
2,1,1,14,50,2,0,1,3,0,56.394,4.179
2,1,1,15,31,4,0,2,1,0,13.723,3.502
2,1,1,16,12,3,0,2,1,0,13.477,5.043
2,1,1,17,15,3,0,4,4,0,5.279,3.716
2,1,1,18,13,3,1,2,1,0,14.084,2.815
2,1,1,19,43,3,0,2,1,0,17.69,2.362
2,1,1,20,62,4,0,2,1,0,4.022,1.805
2,1,1,21,6,1,0,2,1,0,8.029,5.345
2,1,1,22,16,3,0,2,1,0,9.344,5.387
2,1,1,23,18,1,0,2,1,0,8.683,4.477
2,1,1,24,32,4,0,2,1,0,12.196,15.471
2,1,1,25,64,4,0,2,1,0,7.377,3.549
2,1,1,26,39,2,1,2,1,1,12.898,2.044
2,1,1,27,55,2,1,3,2,0,4.066,1.487
2,1,1,28,48,3,0,2,1,0,2.034,1.652
2,1,1,29,27,4,1,3,2,0,8.204,2.289
2,1,1,30,61,4,0,1,3,0,6.235,1.471
2,1,1,31,58,4,0,1,3,0,20.449,3.62
2,1,1,32,1,1,0,2,1,0,6.344,2.046
2,1,1,33,49,2,1,2,1,1,9.967,2.287
2,1,1,34,41,3,1,4,4,0,3.332,2.102
2,1,1,35,21,1,0,2,1,0,13.274,4.115
2,1,1,36,40,2,0,3,2,0,9.181,2.012
2,1,1,37,44,3,0,3,2,1,9.869,1.878
2,1,1,38,34,2,1,1,3,0,3.076,2.03
2,1,1,39,14,3,0,3,2,1,3.337,4.765
2,1,1,40,3,1,1,2,1,0,7.177,2.114
2,1,1,41,38,2,1,3,2,0,8.197,2.47
2,1,1,42,42,3,0,1,3,0,3.459,2.423
2,1,1,43,24,1,0,3,2,0,3.418,1.941
2,1,1,44,28,4,0,1,3,0,12.104,3.427
2,1,1,45,25,4,0,1,3,0,8.825,3.594
2,1,1,46,26,4,0,2,1,0,9.488,4.07
2,1,1,47,59,4,1,3,2,0,4.293,2.458
2,1,1,48,4,1,1,1,3,1,7.809,4.893
2,1,1,49,37,2,0,2,1,1,10.873,1.43
2,1,1,50,22,1,0,4,4,0,5.789,2.855
2,1,1,51,47,3,0,3,2,1,7.999,4.403
2,1,1,52,8,1,1,2,1,0,17.309,1.413
2,1,1,53,45,3,0,1,3,0,7.323,4.357
