iSession,stiID,body_ori,feature1_name,feature2_name,feature3_name,feature4_name,feature1,feature2,feature3,feature4,category,ambiguous_fam,ambiguous_spe
1,1,-1,neck,head,leg,tail,0.379370866013514,0.0938215044758927,0.23623590112825,0.35027183286192,1,0,0
1,2,-1,neck,head,leg,tail,0.0110801580129916,0.360836876455816,0.221381484091586,0.228476226196805,1,0,0
1,3,-1,neck,head,leg,tail,0.32937774023644,0.437193209271712,0.306691496404251,0.429136134815919,1,0,0
1,4,1,neck,head,leg,tail,0.369778237987727,0.0278327671646203,0.302002316995877,0.910988111667993,1,0,0
1,5,1,neck,head,leg,tail,0.0985546209485096,0.13876635697101,0.10710816397246,0.331355586209193,1,0,0
1,6,1,neck,head,leg,tail,0.147457080492364,0.47236397828971,0.491540921371028,0.464459216827061,1,0,1
1,7,1,neck,head,leg,tail,0.471456584020998,0.216665431958033,0.336655941591727,0.791539929733822,1,1,1
1,8,1,neck,head,leg,tail,0.239013177526354,0.453906334544281,0.278660224779778,0.0369393247215591,1,0,1
1,9,-1,neck,head,leg,tail,0.781731645919237,0.480942698223769,0.345523929567375,0.539069512199008,3,0,1
1,10,1,neck,head,leg,tail,0.508618534862573,0.359255427404407,0.220911978021754,0.347598220984294,3,1,1
1,11,1,neck,head,leg,tail,0.588612647240874,0.294536031959689,0.330147781455625,0.447543690131539,3,0,0
1,12,1,neck,head,leg,tail,0.628972737947315,0.0075571290362822,0.315208966484516,0.553375307981597,3,0,0
1,13,1,neck,head,leg,tail,0.670626484916267,0.0837802712856445,0.0519518276288403,0.510930058756797,3,0,0
1,14,1,neck,head,leg,tail,0.811567222092944,0.203626513194928,0.129550697595926,0.558718826440814,3,0,0
1,15,1,neck,head,leg,tail,0.851859366121956,0.366826296026125,0.416338622984644,0.0491745542111954,3,0,0
1,16,-1,neck,head,leg,tail,0.945323058838994,0.396923871803304,0.4839956744434,0.611037640932084,3,0,1
1,17,-1,neck,head,leg,tail,0.354233450485663,0.499383830043124,0.79972267014813,0.258132069389599,1,0,1
1,18,1,neck,head,leg,tail,0.184361089720835,0.395778464354242,0.550227734175227,0.893799852705626,1,0,0
1,19,1,neck,head,leg,tail,0.275412768899694,0.405837685685812,0.630866849571807,0.654351243374053,1,0,0
1,20,1,neck,head,leg,tail,0.0528623305453317,0.476875116616112,0.734038526418473,0.795063314735023,1,0,1
1,21,1,neck,head,leg,tail,0.350465754166625,0.1777880300464,0.510688782655391,0.559510309190069,1,0,1
1,22,-1,neck,head,leg,tail,0.241781526664239,0.366003762258864,0.884562276672549,0.943403987475304,1,0,0
1,23,-1,neck,head,leg,tail,0.0831393457489275,0.459166671659634,0.738767853559056,0.558758961623407,1,0,1
1,24,1,neck,head,leg,tail,0.268479729721309,0.491014182408551,0.873394148958346,0.0469532839171571,1,0,1
1,25,1,neck,head,leg,tail,0.827917819010072,0.447976870262509,0.909610641721652,0.285973044432966,4,0,0
1,26,-1,neck,head,leg,tail,0.588963501340354,0.267998499160826,0.855708588279912,0.161745460349948,4,0,0
1,27,-1,neck,head,leg,tail,0.684393081029673,0.435593807903794,0.771468248158474,0.661018886128768,4,0,0
1,28,-1,neck,head,leg,tail,0.735722741981214,0.238724875346813,0.748377135495759,0.696795364333168,4,0,0
1,29,1,neck,head,leg,tail,0.694395504442118,0.276017710272446,0.667593248122325,0.619352813003086,4,0,0
1,30,1,neck,head,leg,tail,0.718629044660765,0.377320013698685,0.622748795804352,0.794496563748392,4,0,0
1,31,-1,neck,head,leg,tail,0.685538851379463,0.487887713653586,0.645724351308687,0.486333337255187,4,0,1
1,32,-1,neck,head,leg,tail,0.91091254584312,0.203012412203606,0.552623364280315,0.116300836547731,4,0,0
