iSession,stiID,body_ori,feature1_name,feature2_name,feature3_name,feature4_name,feature1,feature2,feature3,feature4,category,ambiguous_fam,ambiguous_spe
1,1,1,neck,leg,tail,head,0.121503197270509,0.396849242879737,0.291926110932272,0.816838659105614,1,0,0
1,2,-1,neck,leg,tail,head,0.315945508960642,0.205178991144134,0.454882548492847,0.114808178289481,1,0,1
1,3,1,neck,leg,tail,head,0.431875337466755,0.00229192970612885,0.165029250997112,0.350725469317535,1,0,0
1,4,1,neck,leg,tail,head,0.122947936935029,0.342933266945425,0.431632748296706,0.816110774820577,1,0,0
1,5,-1,neck,leg,tail,head,0.210793985649496,0.0043618248756136,0.31959769992345,0.582043518243456,1,0,0
1,6,1,neck,leg,tail,head,0.0853386073898671,0.0555842077908657,0.305291101126269,0.053299035099146,1,0,0
1,7,1,neck,leg,tail,head,0.492334640165986,0.24654611776849,0.252940571670276,0.778525932953542,1,1,1
1,8,-1,neck,leg,tail,head,0.175049155740732,0.263150580477276,0.331696597164221,0.810737752134796,1,0,0
1,9,-1,neck,leg,tail,head,0.836022931354085,0.104221174992514,0.459101893033995,0.342999285013252,3,0,1
1,10,-1,neck,leg,tail,head,0.730233723648801,0.0720701518643952,0.242151141128108,0.680290831198156,3,0,0
1,11,1,neck,leg,tail,head,0.685904036039446,0.191325876065381,0.133524675137236,0.164097133209306,3,0,0
1,12,1,neck,leg,tail,head,0.970544616552808,0.306671656004575,0.196012547707161,0.735792345599249,3,0,0
1,13,-1,neck,leg,tail,head,0.931208344141016,0.454018022264305,0.169252667973972,0.163207731185495,3,0,1
1,14,1,neck,leg,tail,head,0.531664116035387,0.188391768738186,0.0756590839000587,0.0827012373601503,3,1,1
1,15,-1,neck,leg,tail,head,0.829909985653757,0.293277563519277,0.255753715558634,0.530651386632158,3,0,0
1,16,-1,neck,leg,tail,head,0.938847289250936,0.181705486177934,0.385110413917609,0.955099641738767,3,0,0
