condition,iSession,iBlock,iTrial,stiID,category,ambiguous,choice,presskey,feedback,choRT,recDU
2,1,1,1,61,4,0,4,1,1,9.183,7.876
2,1,1,2,28,4,1,1,2,0,24.929,6.792
2,1,1,3,58,4,0,4,1,1,5.917,5.63
2,1,1,4,57,4,0,4,1,1,9.712,5.335
2,1,1,5,3,1,0,1,2,1,9.345,5.285
2,1,1,6,60,4,0,2,3,0,9.793,5.95
2,1,1,7,26,4,0,2,3,0,9.997,4.709
2,1,1,8,38,2,0,2,3,1,13.681,5.084
2,1,1,9,20,1,0,3,4,0,12.67,5.571
2,1,1,10,52,2,0,4,1,0,12.377,6.391
2,1,1,11,12,3,0,1,2,0,9.745,3.639
2,1,1,12,22,1,0,1,2,1,23.461,4.493
2,1,1,13,43,3,1,4,1,0,6.8,4.248
2,1,1,14,34,2,1,2,3,1,19.217,5.245
2,1,1,15,49,2,0,3,4,0,10.373,5.231
2,1,1,16,47,3,0,3,4,1,10.507,3.3
2,1,1,17,16,3,0,3,4,1,6.492,2.767
2,1,1,18,13,3,0,3,4,1,1.423,3.243
2,1,1,19,18,1,0,4,1,0,4.973,3.233
2,1,1,20,17,1,0,1,2,1,1.854,3.038
2,1,1,21,48,3,0,4,1,0,17.129,5.622
2,1,1,22,53,2,0,2,3,1,6.989,4.64
2,1,1,23,31,4,0,3,4,0,4.341,3.019
2,1,1,24,27,4,0,1,2,0,10.002,5.109
2,1,1,25,37,2,0,4,1,0,11.193,3.852
2,1,1,26,51,2,0,2,3,1,10.741,4.045
2,1,1,27,39,2,0,1,2,0,9.963,2.707
2,1,1,28,40,2,0,2,3,1,8.166,3.905
2,1,1,29,36,2,0,4,1,0,15.08,3.142
2,1,1,30,21,1,0,1,2,1,7.866,4.391
2,1,1,31,59,4,1,2,3,0,8.106,3.069
2,1,1,32,5,1,0,2,3,0,5.648,4.141
2,1,1,33,62,4,1,4,1,1,16.284,4.62
2,1,1,34,10,3,0,1,2,0,12.391,3.545
2,1,1,35,55,2,1,2,3,1,4.21,4.377
2,1,1,36,19,1,1,1,2,1,13.837,2.482
2,1,1,37,29,4,0,3,4,0,8.592,3.074
2,1,1,38,15,3,1,3,4,1,6.848,2.975
2,1,1,39,7,1,1,3,4,0,9.17,3.326
2,1,1,40,14,3,1,3,4,1,3.997,3.174
2,1,1,41,8,1,0,1,2,1,16.654,3.666
2,1,1,42,42,3,0,1,2,0,1.937,4.363
2,1,1,43,44,3,0,3,4,1,3.921,3.078
2,1,1,44,4,1,0,4,1,0,9.883,2.286
2,1,1,45,32,4,0,3,4,0,27.154,4.654
2,1,1,46,45,3,1,1,2,0,19.263,3.519
2,1,1,47,30,4,0,3,4,0,6.29,2.634
2,1,1,48,54,2,0,1,2,0,30.98,4.56
2,1,1,49,64,4,1,4,1,1,7.922,3.255
2,1,1,50,46,3,0,3,4,1,6.786,4.017
2,1,1,51,25,4,0,4,1,1,12.703,5.474
2,1,1,52,6,1,1,1,2,1,11.569,3.869
2,1,1,53,24,1,0,4,1,0,30.003,6.248
2,1,1,54,35,2,0,1,2,0,22.672,3.56
2,1,1,55,23,1,1,1,2,1,23.565,3.946
2,1,1,56,50,2,1,2,3,1,22.605,2.887
2,1,1,57,1,1,0,1,2,1,16.033,3.349
2,1,1,58,63,4,0,2,3,0,42.468,4.426
2,1,1,59,2,1,0,1,2,1,6.929,3.666
2,1,1,60,33,2,0,1,2,0,17.323,4.585
2,1,1,61,9,3,0,3,4,1,6.654,3.334
2,1,1,62,56,2,1,4,1,0,2.81,2.219
2,1,1,63,11,3,0,3,4,1,7.345,3.416
2,1,1,64,41,3,1,3,4,1,7.258,6.599
2,1,2,65,124,4,0,4,1,1,5.799,4.647
2,1,2,66,69,1,0,1,2,1,7.724,3.474
2,1,2,67,119,2,0,2,3,1,3.569,5.276
2,1,2,68,97,2,0,3,4,0,7.056,3.577
2,1,2,69,99,2,0,1,2,0,10.6,2.974
2,1,2,70,83,1,0,1,2,1,13.343,5.722
2,1,2,71,113,2,0,1,2,0,23.41,4.336
2,1,2,72,82,1,1,1,2,1,19.486,2.837
2,1,2,73,95,4,0,3,4,0,3.961,5.159
2,1,2,74,93,4,0,3,4,0,12.269,3.987
2,1,2,75,104,3,1,3,4,1,7.208,3.708
2,1,2,76,90,4,1,4,1,1,10.965,6.872
2,1,2,77,70,1,0,1,2,1,30.043,4.007
2,1,2,78,116,2,0,2,3,1,7.667,5.287
2,1,2,79,118,2,0,2,3,1,3.439,3.163
2,1,2,80,94,4,1,1,2,0,19.731,7.193
2,1,2,81,84,1,0,4,1,0,6.665,2.728
2,1,2,82,106,3,1,3,4,1,19.875,4.252
2,1,2,83,120,4,0,4,1,1,6.576,3.225
2,1,2,84,96,2,0,3,4,0,6.209,5.006
2,1,2,85,77,3,1,1,2,0,9.664,2.452
2,1,2,86,127,4,1,3,4,0,12.067,3.162
2,1,2,87,98,2,0,3,4,0,7.673,2.114
2,1,2,88,66,1,0,1,2,1,4.232,3.854
2,1,2,89,81,1,1,2,3,0,7.66,6.012
2,1,2,90,86,1,0,1,2,1,9.286,3.731
2,1,2,91,109,3,0,3,4,1,17.92,2.798
2,1,2,92,122,4,1,3,4,0,2.029,3.426
2,1,2,93,117,2,0,2,3,1,4.447,2.894
2,1,2,94,79,3,0,3,4,1,5.058,3.2
2,1,2,95,80,1,0,1,2,1,14.02,2.871
2,1,2,96,88,4,0,1,2,0,10.363,3.681
2,1,2,97,100,2,0,1,2,0,7.482,3.254
2,1,2,98,78,3,0,3,4,1,6.44,2.835
2,1,2,99,76,3,0,3,4,1,3.204,3.577
2,1,2,100,91,4,0,3,4,0,9.013,5.627
2,1,2,101,65,1,0,1,2,1,8.075,2.615
2,1,2,102,125,4,1,4,1,1,2.678,3.31
