iSession,iTrial,text
1,1,绿色、蓝色约莫三公分，黄色、粉色约莫两公分。
1,2,绿色、粉色三公分，黄色一公分，蓝色0.5公分。
1,3,绿色、粉色三公分，蓝色一公分到1.5公分，黄色0.5公分。
1,4,黄色、蓝色、粉色大概2.5~3公分，绿色大概两公分。
1,5,四个颜色都接近三厘米。
1,6,绿色、蓝色三公分，粉色两公分，黄色0.5公分。
1,7,黄色、蓝色三公分，绿色、粉色大概一公分到0.5公分，绿色比粉色略长一点。
1,8,黄色三厘米，粉色、蓝色、绿色三个成等差数列，从二到1.1cm。
1,9,粉色大概三厘米，另外三个呈现等差，一等差，然后依序是黄色、绿色、蓝色。
1,10,依然是粉色三厘米，另外三个呈现等差，不过这次等差的与最长之间的关系变少了。
1,11,粉色0.5cm，另外三个颜色接近二厘米到2.5cm之间。
1,12,绿色、蓝色二厘米，黄色、粉色0.5cm。
1,13,绿色三厘米，另外三个颜色大概二厘米到2.5cm。
1,14,粉色两厘米，另外三个颜色三厘米。
1,15,粉色三厘米，另外三个颜色呈现等差，但是都小于二厘米。
1,16,黄色、粉色三厘米，另外两个颜色小于1.5cm。
1,17,绿色、粉色，两厘米，另外两个颜色约莫0.5cm。
1,18,绿色、黄色、粉色等长，蓝色最短。蓝色大约0.5，其他三个颜色约是一厘米。
1,19,绿色短于蓝色、黄色和粉色，粉色最长，粉色约莫三，蓝色、黄色大约莫二，绿色约莫1~1.5之间。
1,20,黄色0.5cm，另外三个颜色约莫三厘米。
1,21,粉色最长，约莫三厘米，另外三个呈现明显的等差。
1,22,黄色三厘米，另外三个呈现明显的等差。
1,23,黄色、蓝色三厘米，粉色约摸1.5cm，绿色0.5cm。
1,24,黄色、粉色两厘米，另外两个颜色0.5cm。
1,25,绿色三厘米，其他呈现明显的等差，且都小于两厘米。
1,26,粉色三厘米，其他远小于粉色。
1,27,黄色二厘米，其他远小于黄色。
1,28,四边接近等长，都大概是三厘米左，2.5~3厘米左右。
1,29,黄、绿、粉长于蓝色，黄、绿、粉约莫是2.5cm，二到2.5cm，蓝色约莫是0.5~1厘米。
1,30,绿色、粉色三厘米，另外两个颜色大概一厘米。
1,31,黄色2.5cm，其他三个小于1.5cm。
1,32,四个颜色接近等长，且都大于两厘米。
1,33,黄色、绿色三厘米，另外两个颜色0.5cm。
1,34,四个颜色都接近三厘米。
1,35,蓝色接近三厘米，另外三个颜色约莫二厘米到2.5cm。
1,36,四个边接近等长，四个颜色接近等长。
1,37,绿色、粉色、蓝色接近三公分，黄色接近一厘米。
1,38,绿色三厘米，黄色、粉色接近两厘米，蓝色最短，0.5cm。
1,39,黄色三厘米，蓝色二到2.5cm，另外两个比较短，大概一厘米吧。
1,40,蓝色三厘米，另外三个颜色比较短。
1,41,蓝色三厘米，另外三个颜色比较短，但是黄色接近二厘米。
1,42,黄色三厘米，另外三个颜色接近两厘米，比较相同。
1,43,绿色三厘米，黄色2.5cm，蓝色二厘米，粉色接近0.5。
1,44,绿、黄、粉长度相近，蓝色最短，蓝色大概0.5。
1,45,绿色长于另外三个颜色，绿色是三2.5cm吧。
1,46,黄色三厘米，绿色、粉色接近二厘米到2.5cm，蓝色最短。
1,47,粉色长于其他三个颜色，粉色大概三厘米，其他大概两二厘米以内。
1,48,黄色三厘米，蓝色、绿色两厘米，粉色约莫0.5cm。
1,49,黄色、蓝色三厘米，绿色、粉色一厘米。
1,50,蓝色长于另外三个颜色，蓝色约莫三厘米，另外三个颜色约在二厘米到一厘米之间。
1,51,黄色、粉色约莫2.5~3厘米，绿色、蓝色约莫二到2.5cm。
1,52,蓝色显著长于另外三个颜色。
1,53,蓝色长于另外三个颜色。
1,54,蓝色、黄色三厘米，粉色、绿色约在1.5cm到0.0。5cm之间。
1,55,粉色显著长于另外三个颜色。
1,56,绿色、蓝色长于黄色、粉色。
1,57,蓝色显著长于另外三个颜色。
1,58,蓝色、粉色显著长于另外两个颜色。
1,59,蓝色显著长于另外三个颜色。
1,60,黄色、粉色、蓝色接近等长，大约三厘米，绿色大约两厘米。
1,61,黄色、蓝色显著长于另外两个颜色。
1,62,粉色、蓝色三厘米，黄色、绿色约莫1.5cm。
1,63,黄色三厘米，粉色2.5cm，另外两个颜色约莫0.5cm。
1,64,黄色、蓝色长于粉色、绿色。
1,65,黄、绿、蓝、粉分别是1110，1代表这个大于1.5公分。
1,66,黄、绿、蓝、粉，0100。
1,67,黄、绿、蓝、粉。1011。
1,68,黄、绿、蓝、粉，1001。
1,69,黄、绿、蓝、粉1001。
1,70,黄非常短，绿比较长，蓝非常长，粉非常短。
1,71,黄比较长，绿非常短，蓝比较长，粉比较长。
1,72,黄非常短，绿非常长，蓝非常短，粉非常短。
1,73,黄比较短，绿非常短，蓝比较长，粉比较长。
1,74,黄非常短，绿非常长，蓝非常短，粉比较长。
1,75,黄非常长，绿比较长，蓝非常长，粉比较短。
1,76,黄非常长，绿非常短，蓝非常短，粉比较短。
1,77,黄非常长，绿非常短，蓝非常长，粉比较长。
1,78,黄非常短，绿比较短，蓝非常长，粉非常长。
1,79,黄非常长，绿比较长，蓝非常长，粉非常长。
1,80,黄比较长，绿比较长，蓝非常短，粉比较长。
1,81,黄比较短，绿非常短，蓝非常长，粉非常长。
1,82,黄比较长，绿非常长，蓝非常长，粉比较短。
1,83,黄比较短，绿非常长，蓝非常短，粉非常长。
1,84,黄比较短，绿非常短，蓝比较长，粉比较短。
1,85,黄比较长，绿非常长，蓝非常短，粉非常长。
1,86,黄非常短，绿非常短，蓝比较长，粉比较短。
1,87,黄比较长，绿非常短，蓝比较长，粉比较短。
1,88,黄非常长，绿非常长，蓝比较短，粉比较长。
1,89,黄比较长，绿比较短，蓝非常长，粉非常长。
1,90,黄比较短，绿比较短，蓝比较长，粉比较长。
1,91,黄非常短，绿比较短，蓝非常短，粉比较长。
1,92,黄比较长，绿比较长，蓝比较长，粉非常短。
1,93,黄比较长，绿非常长，蓝比较长，粉比较长。
1,94,黄非常短，绿非常短，蓝非常短，粉比较短。
1,95,黄比较短，绿非常长，蓝非常长，粉非常长。
1,96,黄非常长，绿非常短，蓝非常长，粉非常长。
1,97,黄非常长，绿比较短，蓝比较短，粉比较长。
1,98,黄比较短，绿比较短，蓝比较短，粉比较长。
1,99,黄比较短，绿比较长，蓝比较长，粉非常短。
1,100,黄非常长，绿非常长，蓝非常长，粉非常短。
1,101,黄比较长，绿比较长，蓝比较短，粉非常短。
1,102,黄非常短，绿比较短，蓝非常长，粉非常短。
1,103,黄非常长，绿比较长，蓝比较长，粉非常短。
1,104,黄比较长，绿非常长，蓝比较短，粉比较短到中等长度。
1,105,黄比较短，绿非常短，蓝比较短，粉比较短。
1,106,黄比较短，绿比较长，蓝非常长，粉比较短。
1,107,黄非常长，绿比较长，蓝非常长，粉非常长。
1,108,
1,109,黄非常长，绿非常长，蓝比较长，粉非常长。
1,110,黄比较长，绿比较长，蓝非常长，粉非常短。
1,111,黄非常长，绿比较长，蓝比较长，粉比较短。
1,112,黄比较短，绿非常长，蓝非常长，粉比较长。
