iSession,iTrial,text
1,1,黄色非常短，蓝色比较长。略长于绿色。
1,2,黄色。绿色都比较短，粉蓝都。绿色非常长，并且蓝色与黄色。
1,3,黄色粉色偏短，绿色蓝色非常短。
1,4,黄色最长，黄、绿、蓝都差不多，都偏短。蓝色略。
1,5,绿色粉色中到长一些，长度差不多都是中等偏上的长度，蓝色和绿色非常短。好像略长。
1,6,粉色比较长，粉色和蓝色差不多，都中等偏短，绿色最短。黄绿。
1,7,黄色较长，蓝色偏短。最短，绿色偏短，蓝色。
1,8,黄色和粉色长嘴的，黄色比长中等偏上的长度。
1,9,
1,10,的长度。蓝色非常长，粉绿。
1,11,粉色最长，略长于绿色，都比较长，蓝色略短，黄色非常短。
1,12,
1,13,粉色最长，蓝色、绿色偏短，黄色最。
1,14,黄色和绿色都很短。长粉色最短。
1,15,偏长，粉色、绿色中等偏短。长，蓝色、粉色、绿色都比较短。
1,16,左绿色都非常短。的蓝色略长于粉色，它都。
1,17,最短最短，黄色狼粉色就比较长。
1,18,短，绿色蓝色比较短。都比较短，蓝色最长。中等。
1,19,吧，中等长度，最长有粉色，蓝色、绿色都很短。中等偏长。
1,20,
1,21,
1,22,粉色非常长，黄、绿、蓝都偏短。黄色、绿色。
1,23,粉色蓝色粉色蓝色都很长，真的。粉色非常长，略长于蓝色。
1,24,
1,25,很长，略长于蓝色。蓝色黄色比较。
1,26,
1,27,黄色、粉色比较长，略长于。最长，粉色、绿色差不多，略短于黄色。
1,28,色中呢处于中等长度，再略短于一些。
1,29,
1,30,蓝色蓝色非常略短，黄色和粉色。
1,31,黄色，黄色短。绿色都很冷色。
1,32,蓝色和绿色都跟选择黄色差不多，绿色稍微。
1,33,很短，比较长。
1,34,这最。
1,35,黄色中等，略长于，非常长，粉色、绿色都。
1,36,
1,37,
1,38,黄色和黄色，绿色都粉色和黄色的偏短，绿色最短。
1,39,
1,40,绿色，蓝色最短，蓝色。
1,41,
1,42,黄色粉色中等，在中等偏短的位置。粉色最短，偏短。蓝色中等，绿色。
1,43,
1,44,
1,45,黄色最最最长，蓝色的非常。绿色偏短，黄色最短。
1,46,黄色、粉色、蓝色、绿色，黄色非常短。
1,47,黄粉绿，黄色最长，绿黄色绿色中等偏短。蓝色再短。
1,48,蓝色最长，略长于黄长度，绿色最短。色绿色蓝色都偏短。
1,49,
1,50,蓝色略长，粉色差不多长度，蓝色最。
1,51,黄色最长，粉色和蓝色偏长的也很短，绿色最短。绿色、黄色、蓝。
1,52,黄色中等偏长，长度接近绿色，最长最长于黄色。
1,53,黄色、蓝色、蓝色、绿色均比较。要接近长黄、蓝、绿都比较短。
1,54,黄蓝黄的长粉色和绿色都，粉色最长绿色。
1,55,粉色比较短，差不多蓝色也差不多。
1,56,
1,57,粉长略长于粉。粉色略长于绿色，黄色都很短。
1,58,
1,59,
1,60,
1,61,黄蓝色最长，绿色中等长度，黄色非常短。黄。
1,62,粉色、黄色、绿色，较短，绿色、蓝绿。
1,63,判断。
1,64,蓝色、粉色最长，黄色最短。
1,65,黄色最长，粉色、蓝色、绿色较长，长度差不多。
1,66,黄色粉色非常短，蓝色比较长，略长于绿色。
1,67,粉色最长，中等的长度吧，大概，比黄色略长一些，蓝色和绿色非常短。
1,68,黄色是中等的长度，粉蓝、绿都比较短。
1,69,黄色比粉色略长一些，蓝色、绿色比较短。
1,70,黄色比粉色要长一些，长度差不多都是中等偏上的长度，蓝色和绿色非常短。
1,71,黄色最长，粉色和蓝色差不多都中等偏短，绿色最短。
1,72,黄色最长，粉色和蓝色中等偏短，绿色最短。
1,73,黄色和粉色长度差不多，蓝色偏短，绿色最短。
1,74,粉色和蓝色都中等偏长，黄色较短，绿色最短。
1,75,绿色最长，中等偏上的长度，黄色和蓝色较短，粉色最短。
