iSession,stiID,feature1_name,feature2_name,feature3_name,feature4_name,feature1,feature2,feature3,feature4,dist_category1,dist_category2,prob_category1,prob_category2,ambiguous
1,1,yellow,green,pink,blue,0.44804122538711,0.388892869840307,0.674369500949748,0.237434652691047,0.388471885461594,0.450410013661971,0.650077817749772,0.349922182250228,0
1,2,yellow,green,pink,blue,0.297554323388776,0.966289565909498,0.0213912666345311,0.524126327817149,0.670325124321528,0.807329826593751,0.797387750690831,0.202612249309169,0
1,3,yellow,green,pink,blue,0.864459152435133,0.930030564164882,0.657918875040482,0.8269157483526,0.833245830317956,0.574316516658826,0.0698306827771156,0.930169317222884,0
1,4,yellow,green,pink,blue,0.150358760343697,0.454595895065117,0.414013400913167,0.389234555309305,0.177911743134707,0.617489941619726,0.987820923421051,0.0121790765789492,0
1,5,yellow,green,pink,blue,0.853493541479747,0.205160773118339,0.110186337140644,0.795514970351275,0.830914203615202,0.580452299754026,0.0755350019692825,0.924464998030718,0
1,6,yellow,green,pink,blue,0.315603699778319,0.827078892414592,0.527412189541882,0.181725100562947,0.461881789027134,0.630659248133719,0.843931272710905,0.156068727289095,0
1,7,yellow,green,pink,blue,0.736544349160976,0.50388355704654,0.500212853045711,0.229860839269768,0.556521066252001,0.270502029606598,0.0541569483274115,0.945843051672588,0
1,8,yellow,green,pink,blue,0.564165305886873,0.137972746614606,0.77622685824467,0.938969229792446,0.706228598640029,0.659237080002472,0.384636318052705,0.615363681947295,0
1,9,yellow,green,pink,blue,0.216842591072765,0.198922204588556,0.617532055401769,0.371156399385387,0.349516394641061,0.636646777302862,0.946409514684414,0.0535904853155862,0
1,10,yellow,green,pink,blue,0.108471460218172,0.302390569763294,0.909759141397109,0.479990345778833,0.476846678411204,0.786709154957299,0.95683598232553,0.04316401767447,0
1,11,yellow,green,pink,blue,0.352747307462827,0.944548011827945,0.574011513112241,0.302414235488716,0.502690543397935,0.632416377838908,0.785373205308277,0.214626794691723,0
1,12,yellow,green,pink,blue,0.00412706599418956,0.0176681736448125,0.446967928803413,0.928840924966359,0.692686386392254,0.987768881823561,0.950302463605297,0.049697536394703,0
1,13,yellow,green,pink,blue,0.414547739742617,0.410481401064331,0.282097501282982,0.956967387025148,0.539805733538947,0.613874979306783,0.677147259104947,0.322852740895053,0
1,14,yellow,green,pink,blue,0.841646202899469,0.580916041006497,0.980842109020629,0.292300715644332,0.79431779636792,0.537861096127354,0.0714539358689618,0.928546064131038,0
1,15,yellow,green,pink,blue,0.0715273262444105,0.998804057697387,0.483977542312228,0.117202732768087,0.65379541922793,0.925160053157838,0.937827097033749,0.0621729029662511,0
1,16,yellow,green,pink,blue,0.781959308638431,0.568114979333297,0.689567623824917,0.462707657422275,0.570041190857479,0.207334634433761,0.0259051834592992,0.974094816540701,0
1,17,yellow,green,pink,blue,0.541098116825198,0.392563267254357,0.704825030238755,0.00879226269210009,0.616051214888575,0.581739617475457,0.415052768817706,0.584947231182294,1
1,18,yellow,green,pink,blue,0.701470724202072,0.282893782214768,0.20417159893624,0.339516103992372,0.603515077165666,0.403434906972869,0.119118774155927,0.880881225844073,0
1,19,yellow,green,pink,blue,0.397426895550306,0.894414097108088,0.729430422710207,0.130642736921719,0.605277024330886,0.684787106064758,0.688925524264628,0.311074475735372,0
1,20,yellow,green,pink,blue,0.469459780742543,0.141226146037105,0.276594746129637,0.841380103239953,0.585945011068408,0.611450550129291,0.563420411173005,0.436579588826995,1
1,21,yellow,green,pink,blue,0.758694549607871,0.857955788337444,0.311567514524649,0.708421725188765,0.682531250799636,0.455142130229936,0.0933084870209032,0.906691512979097,0
1,22,yellow,green,pink,blue,0.560993978049147,0.798582676977562,0.232150318564144,0.764959407846878,0.572552014253533,0.516547994843297,0.363538159629732,0.636461840370268,0
1,23,yellow,green,pink,blue,0.913993913302707,0.0771636359320438,0.424469961043381,0.423118089437428,0.794540195734483,0.466154705366238,0.0361292332359034,0.963870766764097,0
1,24,yellow,green,pink,blue,0.0388654198929546,0.0975277405269888,0.459428171254467,0.0585280676508085,0.634905718120553,0.929645013437506,0.950140127393546,0.0498598726064538,0
1,25,yellow,green,pink,blue,0.12061069522017,0.794352891111065,0.938713454173813,0.444120321987711,0.546788121656576,0.823630107975999,0.940945243765287,0.059054756234713,0
1,26,yellow,green,pink,blue,0.943005804600124,0.227863859424466,0.368826696371575,0.638520464847637,0.768576267512348,0.38432235738126,0.0209891086224874,0.979010891377513,0
1,27,yellow,green,pink,blue,0.893777882002721,0.479735479574306,0.74344269078856,0.725540952549602,0.724564474094161,0.36223720835473,0.0260010663700177,0.973998933629982,0
1,28,yellow,green,pink,blue,0.51955400880381,0.268611726222995,0.384412013478622,0.279352257085388,0.433873145037908,0.410721191541508,0.442377274340203,0.557622725659797,1
1,29,yellow,green,pink,blue,0.0871941288657228,0.744875850669064,0.0775787520499323,0.648413230867322,0.535664196799504,0.83650582954761,0.952952903384864,0.047047096615136,0
1,30,yellow,green,pink,blue,0.0485541119311251,0.629848516861448,0.0149309502187948,0.804699734667052,0.620946853211117,0.914888453627907,0.949760868672543,0.0502391313274572,0
