iSession,stiID,body_ori,neck_length,head_length,leg_length,tail_length,neck_angle,head_angle,leg_angle,tail_angle,category,ambigous1,ambigous2
1,1,-1,0.30098275462639756,0.5134732653493175,0.39916659541381433,0.43718486385555977,0.5,0.5,0.5,0.5,1,0,1
1,2,1,0.015004009080407204,0.09346592513138306,0.7859353465806039,0.07065889998432728,0.5,0.5,0.5,0.5,1,0,0
1,3,-1,0.3864017173555838,0.21196907948985544,0.8504254970774324,0.24440419990765375,0.5,0.5,0.5,0.5,1,0,0
1,4,-1,0.2761750522066898,0.2586624115448173,0.5853514126806403,0.354287807053995,0.5,0.5,0.5,0.5,1,0,0
1,5,-1,0.3766457576579631,0.049043963539525996,0.38403668383015943,0.466165756657382,0.5,0.5,0.5,0.5,1,1,1
1,6,1,0.10664298822949651,0.07251828291825506,0.6845416224085817,0.19524219673047513,0.5,0.5,0.5,0.5,1,0,0
1,7,1,0.508676243974325,0.3152474096782447,0.014399431666780245,0.2164846990578998,0.5,0.5,0.5,0.5,1,0,1
1,8,1,0.4152828140900714,0.10258397780733512,0.29537915661158076,0.07595025369546336,0.5,0.5,0.5,0.5,1,0,0
1,9,-1,0.13822542336585275,0.26545162123581345,0.6209349552012533,0.877143886693413,0.5,0.5,0.5,0.5,3,0,0
1,10,-1,0.45610455027372115,0.3427144868548523,0.34086961789552694,0.6869341391409962,0.5,0.5,0.5,0.5,3,0,0
1,11,1,0.15579311532616702,0.21640507476450738,0.7853877026912273,0.6406062773462925,0.5,0.5,0.5,0.5,3,0,0
1,12,-1,0.41100633179048474,0.025216103745637954,0.05986862941776446,0.8787997483773964,0.5,0.5,0.5,0.5,3,0,0
1,13,1,0.06014183803612741,0.08198933713367462,0.3430161468260496,0.7140727428983271,0.5,0.5,0.5,0.5,3,0,0
1,14,-1,0.19263464532006158,0.17594254916955265,0.9181010355316033,1.004082027830307,0.5,0.5,0.5,0.5,3,0,0
1,15,-1,0.4020947202017887,0.32360323302014476,0.6029144815965135,0.990924687144185,0.5,0.5,0.5,0.5,3,0,0
1,16,1,0.1762365065237903,0.38741290585430366,0.7683864152298734,0.8424353213107403,0.5,0.5,0.5,0.5,3,0,0
1,17,1,0.2585726915932222,0.5746258465817085,0.4541677919111356,0.1724367531319565,0.5,0.5,0.5,0.5,1,0,1
1,18,1,0.06789577008829314,0.9273797526900738,0.08760173089579408,0.3140402233305133,0.5,0.5,0.5,0.5,1,0,0
