iSub,iSession,iTrial,text,invalid,noinfo,neck_value,head_value,leg_value,tail_value
11,1,1,头较短。,0,0,,1.0,,
11,1,2,脖子最短。,0,0,1.0,,,
11,1,3,脖子最短。,0,0,1.0,,,
11,1,4,腿最短，其他都很长。,0,0,3.0,3.0,1.0,3.0
11,1,5,腿最短，脖子最长。,0,0,3.0,,1.0,
11,1,6,头最短。,0,0,,1.0,,
11,1,7,头最短，脖子最长。,0,0,3.0,1.0,,
11,1,8,腿最短。,0,0,,,1.0,
11,1,9,腿最短。,0,0,,,1.0,
11,1,10,腿短，脖子长。,0,0,3.0,,1.0,
11,1,11,腿短，脖子短。,0,0,1.0,,1.0,
11,1,12,头长，腿长。,0,0,,3.0,3.0,
11,1,13,头长，脖子长。,0,0,3.0,3.0,,
11,1,14,脖子长。,0,0,3.0,,,
11,1,15,脖子、尾巴长。,0,0,3.0,,,3.0
11,1,16,脖子、尾巴短。,0,0,1.0,,,1.0
11,1,17,脖子和腿长。,0,0,3.0,,3.0,
11,1,18,脖子和尾巴长。,0,0,3.0,,,3.0
11,1,19,脖子和尾巴短。,0,0,1.0,,,1.0
11,1,20,脖子和尾巴短。,0,0,1.0,,,1.0
11,1,21,脖子和尾巴长。,0,0,3.0,,,3.0
11,1,22,腿和尾巴比较短。,0,0,,,1.0,1.0
11,1,23,腿和尾巴比较短。,0,0,,,1.0,1.0
11,1,24,脖子和腿比较短。,0,0,1.0,,1.0,
11,1,25,尾巴和腿比较短。,0,0,,,1.0,1.0
11,1,26,尾巴和头比较短。,0,0,,1.0,,1.0
11,1,27,脖子最短，其他长。,0,0,1.0,3.0,3.0,3.0
11,1,28,脖子最短。,0,0,1.0,,,
11,1,29,脖子短，尾巴长。,0,0,1.0,,,3.0
11,1,30,头、脖子、腿一样长。,0,0,3.0,3.0,3.0,
11,1,31,头最短，其他长。,0,0,3.0,1.0,3.0,3.0
11,1,32,脖子最短，其他长。,0,0,1.0,3.0,3.0,3.0
11,1,33,头和腿比较短。,0,0,,1.0,1.0,
11,1,34,头和腿比较短。,0,0,,1.0,1.0,
11,1,35,脖子和腿比较短。,0,0,1.0,,1.0,
11,1,36,脖子和腿比较短。,0,0,1.0,,1.0,
11,1,37,脖子和头比较短。,0,0,1.0,1.0,,
11,1,38,头和腿比较短。,0,0,,1.0,1.0,
11,1,39,腿最短。,0,0,,,1.0,
11,1,40,脖子最短。,0,0,1.0,,,
11,1,41,脖子最短。,0,0,1.0,,,
11,1,42,腿最短。,0,0,,,1.0,
11,1,43,头和尾巴最短。,0,0,,1.0,,1.0
11,1,44,头和尾巴最短。,0,0,,1.0,,1.0
11,1,45,脖子和腿较短。,0,0,1.0,,1.0,
11,1,46,脖子最短。,0,0,1.0,,,
11,1,47,腿最短。,0,0,,,1.0,
11,1,48,腿最短。,0,0,,,1.0,
11,1,49,,1,0,,,,
11,1,50,腿短，其他长。,0,0,3.0,3.0,1.0,3.0
11,1,51,尾巴短，其他长。,0,0,3.0,3.0,3.0,1.0
11,1,52,脖子短，其他长。,0,0,1.0,3.0,3.0,3.0
11,1,53,脖子短，其他长。,0,0,1.0,3.0,3.0,3.0
11,1,54,脖子短，其他长。,0,0,1.0,3.0,3.0,3.0
11,1,55,头短，其他长。,0,0,3.0,1.0,3.0,3.0
