iSession,stiID,body_ori,neck_length,head_length,leg_length,tail_length,neck_angle,head_angle,leg_angle,tail_angle,category,ambigous1,ambigous2
1,1,-1,0.4884905660083372,0.17718304211890148,0.37936426023627146,0.2650910327151838,0.5,0.5,0.5,0.5,1,0,0
1,2,1,0.03696729368079198,0.48320223720504857,0.45891114550875756,0.022517180794722053,0.5,0.5,0.5,0.5,1,0,1
1,3,1,0.6309025323567946,0.38167044495837776,0.19533306234236525,0.3176652946810697,0.5,0.5,0.5,0.5,1,0,0
1,4,1,0.6843798625553283,0.1097061987718216,0.4206773696407286,0.2985763211921033,0.5,0.5,0.5,0.5,1,0,0
1,5,-1,0.8767198146886149,0.36857617457391006,0.32898027042708655,0.3030396603736615,0.5,0.5,0.5,0.5,1,0,0
1,6,1,0.07806349905789392,0.414327568382894,0.2977477883697068,0.43961056188868375,0.5,0.5,0.5,0.5,1,0,0
1,7,1,0.6661042826587652,0.2840874205762963,0.2050265020267141,0.4502361129932471,0.5,0.5,0.5,0.5,1,0,0
1,8,-1,0.8636886643990496,0.3014976590568851,0.4055923485058708,0.44838447936305154,0.5,0.5,0.5,0.5,1,0,0
1,9,1,0.863146960954184,0.4411439784468368,0.06967747081868146,0.5747121138949782,0.5,0.5,0.5,0.5,3,0,1
1,10,1,0.9904639551319916,0.28943633418094905,0.312012031817397,0.7788222743170572,0.5,0.5,0.5,0.5,3,0,0
1,11,-1,0.49098336416844923,0.45647803022771316,0.08477743188884582,0.8250555934282156,0.5,0.5,0.5,0.5,3,0,0
1,12,-1,0.463775336611671,0.029847078585958586,0.13264238782891816,0.6198972866497121,0.5,0.5,0.5,0.5,3,1,1
1,13,1,0.5552738677708513,0.5330027650635232,0.2882868280810462,0.8420506224270206,0.5,0.5,0.5,0.5,3,0,1
1,14,-1,0.18806025122373765,0.31229701687430195,0.16644432184576935,0.6659397054731131,0.5,0.5,0.5,0.5,3,0,0
1,15,1,0.5949741430566694,0.06484831532988923,0.3472879834559828,0.7518582636069264,0.5,0.5,0.5,0.5,3,0,0
1,16,-1,0.510060758271205,0.32312855821538167,0.04835059173979753,0.795515961163167,0.5,0.5,0.5,0.5,3,0,0
1,17,-1,0.2237581002105833,0.9023248450220921,0.18544190536168648,0.18791491500876917,0.5,0.5,0.5,0.5,1,0,0
1,18,1,0.35657337725847765,1.0007601525436196,0.3032098392702849,0.2882065016707635,0.5,0.5,0.5,0.5,1,0,0
1,19,1,0.9985819437180264,0.622879849059556,0.20644940262808414,0.12981882390954133,0.5,0.5,0.5,0.5,1,0,0
1,20,1,0.9176339734968155,0.7485240472789809,0.08910934924315034,0.07830009490520087,0.5,0.5,0.5,0.5,1,0,0
1,21,1,0.563792650363067,0.8699702346866838,0.0077871789052906615,0.3461803100342817,0.5,0.5,0.5,0.5,1,0,0
1,22,1,0.8579446322983562,0.6566062187470343,0.0735919981680896,0.31041683476864457,0.5,0.5,0.5,0.5,1,0,0
1,23,-1,0.12756890513451588,0.8890722407154088,0.2931865252870804,0.4231942569362019,0.5,0.5,0.5,0.5,1,0,0
1,24,-1,0.3284655797668665,0.6769754125800631,0.08630811683411228,0.3223116248328244,0.5,0.5,0.5,0.5,1,0,0
1,25,-1,0.40484389446146496,0.8892051570726515,0.21946178670452923,0.8660909510387341,0.5,0.5,0.5,0.5,4,0,0
1,26,1,0.8879919176241826,0.7017849646959524,0.192225017140027,0.8654330116101986,0.5,0.5,0.5,0.5,4,0,0
1,27,-1,0.2914242688023863,0.9086894495625765,0.42461814212822696,0.9356250689830703,0.5,0.5,0.5,0.5,4,0,0
1,28,-1,0.9264858080849189,0.6961865089194922,0.3706021154536832,0.9850140934978678,0.5,0.5,0.5,0.5,4,0,0
1,29,-1,0.7172833036243231,0.60724364061948,0.43753284443257473,0.7432701191076543,0.5,0.5,0.5,0.5,4,0,0
1,30,1,1.0009194636348995,0.789325389304488,0.08659772811086594,0.770857999160347,0.5,0.5,0.5,0.5,4,0,0
1,31,1,0.5888216756403166,0.5159884344714288,0.11271701050446846,1.0076184940455433,0.5,0.5,0.5,0.5,4,0,1
1,32,1,0.17697295238488506,0.5705470770944127,0.41252556855707373,0.581625490714051,0.5,0.5,0.5,0.5,4,1,1
1,33,-1,0.8940333153529519,0.06782419890904788,0.7209703813264124,0.40839676938527614,0.5,0.5,0.5,0.5,2,0,0
1,34,-1,0.941572030025312,0.42539047105602545,0.5436774188477875,0.4898903566895514,0.5,0.5,0.5,0.5,2,1,1
1,35,-1,0.946172846194183,0.06213588711340351,0.7750065569512588,0.20982927374547972,0.5,0.5,0.5,0.5,2,0,0
1,36,1,0.5939280316351574,0.5278222932676282,0.5531691086482354,0.46497584801281033,0.5,0.5,0.5,0.5,2,0,1
1,37,-1,0.7594763828975165,0.01707756507276226,0.6659362065279725,0.04673683562977025,0.5,0.5,0.5,0.5,2,0,0
1,38,1,0.3940806779445175,0.39197213153468813,0.5254439376143173,0.361959563395823,0.5,0.5,0.5,0.5,2,0,1
1,39,1,0.4844204298813902,0.16543653861172022,0.6082088236294487,0.09502984228957775,0.5,0.5,0.5,0.5,2,0,0
1,40,-1,0.5908605777728845,0.39555921209293754,0.9089812248327112,0.4028283342936498,0.5,0.5,0.5,0.5,2,0,0
1,41,1,0.8476448002076724,0.06784039884307534,0.7846519290697458,0.6683861690239722,0.5,0.5,0.5,0.5,3,0,0
1,42,1,0.9108684264796636,0.3407145106963924,0.6460039521645992,0.9856860406964286,0.5,0.5,0.5,0.5,3,0,0
1,43,-1,0.3737262032391206,0.17701136729161165,0.8803182269272232,0.7061034945682977,0.5,0.5,0.5,0.5,3,0,0
1,44,-1,0.979430480081236,0.453476618579735,0.6056983202195589,0.9174341133930394,0.5,0.5,0.5,0.5,3,0,1
1,45,-1,0.5972417056815196,0.17317789349051366,0.8093359230523027,0.8975232805200987,0.5,0.5,0.5,0.5,3,0,0
1,46,1,0.31585194208960576,0.4348988124987446,0.5623419888859158,0.6326643144943193,0.5,0.5,0.5,0.5,3,0,0
1,47,1,0.37997783087832826,0.3267199525889472,0.7230334365079638,0.8673370055610049,0.5,0.5,0.5,0.5,3,0,0
1,48,1,0.7496485677103051,0.47243648098720364,0.5981029761498045,0.9479129174914406,0.5,0.5,0.5,0.5,3,0,1
1,49,-1,0.1356115774445929,0.9731408387278678,0.691274007742318,0.5205272961147245,0.5,0.5,0.5,0.5,2,1,1
1,50,1,0.45466759690411457,0.6589977369365552,0.9366815993453722,0.3953848063866524,0.5,0.5,0.5,0.5,2,0,0
1,51,-1,0.4481617250189465,0.6097371066014479,0.5189396118671482,0.4230716356656809,0.5,0.5,0.5,0.5,2,0,1
1,52,1,0.6006447535221987,0.8571459231441181,0.5355621703329538,0.5064235152518562,0.5,0.5,0.5,0.5,2,1,1
1,53,-1,0.2698265591533761,0.5743498755301667,0.9199770888831921,0.04865282145650035,0.5,0.5,0.5,0.5,2,0,0
1,54,-1,0.6591383886787427,0.5355356486049858,0.9130042369500814,0.4476133831954805,0.5,0.5,0.5,0.5,2,0,1
1,55,1,0.6225601943983659,0.9892581662353741,0.6569089457098325,0.354876892061697,0.5,0.5,0.5,0.5,2,0,0
1,56,1,0.016837067857623154,0.6890956404743452,0.5315162552313987,0.16426868900370062,0.5,0.5,0.5,0.5,2,0,1
1,57,-1,0.8886588856606416,0.5474161783709227,0.5888837947319654,0.6900660551256742,0.5,0.5,0.5,0.5,4,0,1
1,58,-1,0.3792615134033843,0.587875346472763,0.7737019528210521,0.56721927518331,0.5,0.5,0.5,0.5,4,1,1
1,59,-1,0.1145689397265737,0.9833744373637779,0.7283453880221774,0.976105997803262,0.5,0.5,0.5,0.5,4,0,0
1,60,-1,0.021539842898901748,0.8462916656209297,0.5072776995494359,0.5436393723668104,0.5,0.5,0.5,0.5,4,1,1
1,61,-1,0.8940136643066996,0.5429974326060916,0.5205969753348605,0.9661364575696622,0.5,0.5,0.5,0.5,4,0,1
1,62,1,0.2938222083103625,0.945241025328754,0.8763491060994381,0.9615503826674598,0.5,0.5,0.5,0.5,4,0,0
1,63,1,0.977446761628087,0.9116713301284041,0.5899398605157656,0.8333444529550632,0.5,0.5,0.5,0.5,4,0,0
1,64,-1,0.7920006250780359,0.5501247641271508,0.8209647609729871,0.8687185318642431,0.5,0.5,0.5,0.5,4,0,1
1,65,-1,0.18344922959371213,0.08676357780815779,0.3770321207908336,0.007124205578904269,0.5,0.5,0.5,0.5,1,0,0
1,66,-1,0.903370306028329,0.1277130236398159,0.052396241776623484,0.1492710127892221,0.5,0.5,0.5,0.5,1,0,0
1,67,-1,0.03472045636779571,0.45382243319791404,0.3680635371363873,0.4320942823558569,0.5,0.5,0.5,0.5,1,0,1
1,68,1,0.07722996093690628,0.383773307803846,0.3412033609819759,0.07871939062633372,0.5,0.5,0.5,0.5,1,0,0
1,69,-1,0.8902983862399529,0.47192534405868963,0.40536540308538493,0.270951992060176,0.5,0.5,0.5,0.5,1,0,1
1,70,-1,0.8296930704508829,0.024064596595915682,0.2825450184621243,0.20613936390125032,0.5,0.5,0.5,0.5,1,0,0
1,71,1,0.14817186000748264,0.4274238515498078,0.0024333523346622248,0.21296163862092166,0.5,0.5,0.5,0.5,1,0,0
1,72,1,0.6904381791639113,0.40160412371948995,0.15333395190209423,0.7532888943706048,0.5,0.5,0.5,0.5,3,0,0
1,73,1,0.630739748027519,0.4006807525678535,0.2931587329808051,0.8791775145285243,0.5,0.5,0.5,0.5,3,0,0
1,74,-1,0.36790320810509547,0.22754459201114385,0.008153115979987247,0.5769962847619782,0.5,0.5,0.5,0.5,3,1,1
1,75,-1,0.9917866903937287,0.010976016896456976,0.16857817277496967,0.9303368709199427,0.5,0.5,0.5,0.5,3,0,0
1,76,1,0.9018711365756313,0.014719839470555005,0.15288013439424275,0.6804983330848994,0.5,0.5,0.5,0.5,3,0,0
1,77,-1,0.7169401393300576,0.021771494635774703,0.033059342631756417,0.7116536539061478,0.5,0.5,0.5,0.5,3,0,0
1,78,1,0.5989917470626517,0.3744510232845294,0.2693130110167041,0.9114423003605633,0.5,0.5,0.5,0.5,3,0,0
