iSession,iTrial,neck_use,head_use,leg_use,tail_use
1,1,1,1,1,1
1,2,1,1,1,1
1,3,1,1,1,1
1,4,1,1,1,1
1,5,1,1,1,1
1,6,1,0,1,0
1,7,1,1,1,1
1,8,1,1,1,1
1,9,0,0,0,1
1,10,1,1,1,1
1,11,1,1,1,1
1,12,1,0,0,0
1,13,1,0,0,0
1,14,0,0,1,0
1,15,0,0,1,0
1,16,0,1,0,0
1,17,1,1,1,1
1,18,1,0,0,0
1,19,0,0,1,1
1,20,0,0,0,1
1,21,0,0,1,0
1,22,1,0,0,0
1,23,1,1,1,1
1,24,1,1,1,1
1,25,0,1,1,1
1,26,1,1,1,1
1,27,1,1,1,1
1,28,1,1,1,1
1,29,1,1,1,1
1,30,1,1,1,0
1,31,1,1,1,1
1,32,1,1,1,1
1,33,1,1,1,1
1,34,1,1,1,1
1,35,0,0,0,1
1,36,0,0,0,1
1,37,1,1,1,1
1,38,0,1,1,0
1,39,0,0,1,0
1,40,1,0,0,0
1,41,1,0,0,0
1,42,0,0,0,0
1,43,0,0,1,0
1,44,1,0,0,0
1,45,1,0,0,0
1,46,1,0,0,0
1,47,0,1,0,1
1,48,0,1,0,1
1,49,0,1,0,1
1,50,0,1,0,1
1,51,0,1,0,1
1,52,0,0,1,0
1,53,1,0,0,0
1,54,1,0,0,0
1,55,0,0,1,0
1,56,0,0,1,0
1,57,1,0,1,0
1,58,0,0,1,1
1,59,0,0,1,0
1,60,1,0,0,1
1,61,1,0,0,0
1,62,0,0,0,1
1,63,0,1,0,1
1,64,1,0,0,0
1,65,1,0,0,0
1,66,0,1,0,1
1,67,0,1,0,1
1,68,0,1,1,0
1,69,0,0,1,0
1,70,1,1,1,0
1,71,0,1,0,0
1,72,0,1,1,0
1,73,0,1,0,0
1,74,1,0,1,0
1,75,1,0,1,0
1,76,1,0,1,0
1,77,1,0,1,0
1,78,0,1,0,0
1,79,0,1,0,0
1,80,0,0,0,1
1,81,0,0,1,1
1,82,0,0,0,1
1,83,0,1,0,1
1,84,0,0,0,0
1,85,1,0,1,0
1,86,0,0,0,0
1,87,1,1,0,0
1,88,1,1,1,1
1,89,0,0,1,0
1,90,0,0,0,0
1,91,1,0,1,0
1,92,0,1,0,1
1,93,1,0,0,0
1,94,0,1,0,1
1,95,0,1,0,0
1,96,0,0,0,1
1,97,0,1,1,0
1,98,1,0,0,1
1,99,1,0,0,1
1,100,1,0,0,1
1,101,1,0,0,1
1,102,0,0,1,0
1,103,0,0,0,1
1,104,1,0,0,1
1,105,0,1,0,1
1,106,0,0,0,1
1,107,1,0,1,0
1,108,0,0,1,0
1,109,1,0,0,0
1,110,0,0,1,0
1,111,0,0,1,0
1,112,0,1,1,0
1,113,0,0,1,1
1,114,0,0,0,1
1,115,0,1,1,0
1,116,1,0,0,0
1,117,0,1,1,0
1,118,0,1,0,0
1,119,0,1,1,0
1,120,0,1,1,0
1,121,0,0,1,0
1,122,0,1,1,0
1,123,0,0,0,1
1,124,1,0,0,0
1,125,1,0,0,0
1,126,0,1,1,0
1,127,1,0,0,0
1,128,1,0,0,0
1,129,1,0,0,0
1,130,1,0,0,0
1,131,1,0,0,0
1,132,1,0,0,0
1,133,1,0,0,0
1,134,1,0,0,0
1,135,1,0,0,0
1,136,1,0,0,0
1,137,1,0,0,0
1,138,1,0,0,0
1,139,1,0,0,0
1,140,1,0,0,0
1,141,1,0,0,0
1,142,1,0,0,0
1,143,1,0,0,0
