iSession,iTrial,neck_use,head_use,leg_use,tail_use
1,1,1,1,1,1
1,2,0,0,0,0
1,3,1,0,0,0
1,4,0,1,1,0
1,5,0,1,1,0
1,6,0,1,0,1
1,7,1,0,1,1
1,8,1,1,0,1
1,9,0,0,1,0
1,10,1,1,1,0
1,11,1,0,0,0
1,12,0,1,1,0
1,13,1,0,1,0
1,14,1,0,1,0
1,15,1,1,1,0
1,16,1,0,0,0
1,17,0,1,0,0
1,18,0,1,0,0
1,19,1,1,1,0
1,20,0,1,0,0
1,21,1,0,0,0
1,22,0,0,1,0
1,23,1,1,0,0
1,24,0,1,0,0
1,25,0,1,0,0
1,26,0,1,1,0
1,27,0,0,1,0
1,28,0,0,1,0
1,29,1,1,0,1
1,30,0,1,0,1
1,31,0,1,1,1
1,32,0,1,1,0
1,33,0,0,1,1
1,34,1,1,1,0
1,35,1,1,0,0
1,36,1,0,1,0
1,37,0,1,1,0
1,38,0,1,1,1
1,39,0,1,0,0
1,40,1,0,0,0
1,41,0,1,0,0
1,42,0,0,1,1
1,43,0,1,0,1
1,44,0,0,1,0
1,45,0,1,0,0
1,46,1,0,0,0
1,47,0,1,0,0
1,48,0,1,0,0
1,49,0,0,1,0
1,50,1,0,0,0
1,51,0,1,0,0
1,52,0,1,0,0
1,53,0,0,0,1
1,54,0,0,1,1
1,55,0,1,0,0
1,56,0,0,1,0
1,57,1,0,1,0
1,58,1,0,0,1
1,59,0,1,0,0
1,60,1,0,1,0
1,61,1,0,0,0
1,62,0,0,1,0
1,63,0,0,1,0
1,64,0,0,1,0
1,65,0,0,0,0
1,66,0,1,0,0
1,67,0,1,0,0
1,68,1,1,1,1
1,69,1,0,0,0
1,70,0,1,0,0
1,71,1,0,0,0
1,72,1,0,0,0
1,73,1,1,0,0
1,74,0,0,1,0
1,75,1,0,0,0
1,76,1,1,0,0
1,77,1,1,0,0
1,78,0,1,0,0
1,79,1,0,0,0
1,80,0,0,1,0
1,81,1,1,0,0
1,82,1,0,1,0
1,83,1,1,1,0
1,84,1,1,0,0
1,85,0,1,1,1
1,86,0,1,0,0
1,87,0,0,1,0
1,88,0,0,1,0
1,89,0,0,1,0
1,90,1,0,0,1
1,91,0,0,1,1
1,92,0,1,0,0
1,93,0,1,0,0
1,94,0,1,0,0
1,95,0,0,1,1
1,96,1,0,0,0
1,97,1,0,0,0
1,98,0,0,0,1
1,99,0,1,1,1
1,100,0,0,1,0
1,101,0,0,1,0
1,102,0,1,0,1
1,103,0,1,0,0
1,104,0,1,0,1
1,105,0,1,0,1
1,106,0,0,1,0
1,107,0,0,1,0
1,108,0,0,1,0
1,109,1,0,1,0
1,110,1,0,1,0
1,111,1,0,1,0
1,112,1,0,1,0
1,113,0,0,1,0
1,114,1,0,1,0
1,115,1,0,1,0
1,116,0,0,0,0
1,117,1,0,1,0
1,118,1,1,0,0
1,119,0,1,1,1
1,120,1,0,1,0
1,121,1,0,1,0
1,122,1,0,1,0
1,123,0,0,1,0
1,124,0,1,0,0
1,125,0,1,1,0
1,126,1,0,1,0
1,127,0,1,1,0
1,128,1,1,1,1
1,129,1,0,0,0
1,130,0,0,1,0
1,131,1,0,1,0
1,132,0,1,0,0
1,133,1,0,0,0
1,134,1,0,0,0
1,135,1,1,0,0
1,136,0,0,1,0
1,137,0,1,0,1
1,138,1,1,0,0
1,139,1,0,0,0
1,140,0,0,0,1
1,141,0,0,1,0
1,142,0,0,1,0
1,143,0,1,1,0
1,144,1,1,0,0
1,145,1,1,0,0
1,146,1,0,0,0
1,147,0,1,1,0
1,148,1,0,1,0
1,149,0,0,1,0
1,150,0,1,1,0
1,151,0,0,1,1
1,152,0,0,1,0
1,153,0,0,1,0
1,154,0,1,0,0
1,155,0,1,0,0
1,156,1,0,0,0
1,157,0,0,1,0
1,158,0,0,0,1
1,159,0,1,0,0
1,160,1,0,0,0
1,161,0,0,0,1
1,162,0,0,1,0
1,163,0,0,1,0
1,164,0,1,0,0
1,165,1,0,0,0
1,166,0,0,1,0
1,167,1,0,0,0
1,168,1,0,1,0
1,169,1,1,0,0
1,170,1,1,0,0
1,171,0,0,0,0
1,172,0,1,0,1
1,173,0,0,0,1
1,174,1,1,0,0
1,175,0,0,1,1
1,176,0,0,1,1
1,177,0,0,0,1
1,178,0,0,1,0
1,179,1,1,0,0
1,180,1,0,0,0
1,181,1,1,0,0
1,182,1,1,0,0
1,183,1,1,0,0
1,184,1,0,1,0
1,185,0,0,1,0
1,186,1,1,0,0
1,187,1,1,0,0
1,188,0,0,0,0
1,189,0,0,0,0
1,190,0,0,0,0
1,191,1,1,0,0
1,192,0,0,0,0
1,193,1,1,0,0
1,194,0,1,0,0
1,195,0,1,0,1
1,196,1,1,0,1
1,197,1,0,1,0
1,198,1,0,0,0
1,199,0,1,0,0
1,200,0,1,0,0
1,201,0,0,1,0
1,202,0,1,1,0
1,203,0,1,0,0
1,204,0,1,0,0
1,205,0,0,0,1
1,206,0,1,0,0
1,207,0,0,0,1
1,208,0,1,0,0
1,209,0,1,1,1
1,210,0,0,0,0
1,211,0,0,0,0
1,212,0,0,1,0
1,213,1,0,0,0
1,214,0,0,1,0
1,215,0,0,0,1
1,216,0,1,0,0
1,217,0,0,0,0
1,218,0,0,0,0
1,219,0,0,0,1
1,220,1,1,0,0
1,221,0,0,1,0
1,222,0,0,0,1
1,223,0,1,0,0
1,224,0,0,0,0
1,225,0,1,0,0
1,226,1,0,0,0
1,227,0,1,0,0
1,228,0,0,0,0
1,229,1,0,0,0
1,230,0,0,1,0
1,231,0,0,0,1
1,232,0,0,0,1
1,233,1,1,0,0
1,234,0,0,0,0
1,235,0,0,1,0
1,236,0,0,0,0
1,237,0,0,0,1
1,238,0,0,0,1
1,239,1,1,0,0
1,240,1,1,0,0
1,241,0,0,1,0
1,242,1,1,0,0
1,243,0,0,1,0
1,244,1,1,0,0
1,245,0,0,0,1
1,246,1,1,0,0
1,247,1,0,1,0
1,248,0,0,1,0
1,249,1,0,0,0
1,250,0,0,0,0
1,251,1,0,0,0
1,252,0,0,1,0
1,253,1,0,0,0
1,254,0,0,0,0
1,255,0,0,1,0
1,256,0,0,1,0
1,257,0,0,0,0
1,258,1,1,0,0
1,259,0,0,1,0
1,260,0,1,1,0
1,261,0,1,1,0
1,262,1,0,1,0
1,263,0,0,1,0
1,264,1,1,0,0
1,265,1,0,1,0
1,266,0,0,1,0
1,267,0,0,1,0
1,268,0,0,0,1
1,269,0,1,1,0
1,270,0,0,0,0
1,271,1,1,0,0
1,272,1,0,1,0
1,273,0,0,1,0
1,274,0,0,0,0
1,275,0,0,0,0
1,276,0,1,0,0
1,277,1,0,1,0
1,278,1,1,0,0
1,279,0,0,1,0
1,280,0,0,0,0
1,281,1,0,0,0
1,282,0,1,1,0
1,283,0,0,0,1
1,284,0,0,1,0
1,285,0,0,1,0
1,286,1,0,1,0
1,287,0,0,0,0
1,288,0,0,1,0
1,289,1,1,0,0
1,290,1,1,0,0
1,291,0,0,0,0
1,292,0,0,0,0
1,293,1,0,0,0
1,294,0,0,1,0
1,295,0,0,1,0
1,296,0,1,1,0
1,297,0,0,1,0
1,298,0,1,1,0
1,299,1,0,0,0
1,300,0,1,1,0
1,301,0,0,0,0
1,302,0,0,0,0
1,303,1,0,1,0
1,304,1,1,0,0
1,305,1,0,1,0
1,306,0,0,1,0
1,307,0,0,1,0
1,308,0,0,0,0
1,309,0,1,1,0
1,310,0,0,0,0
1,311,0,0,0,0
1,312,0,1,1,0
1,313,0,0,1,0
1,314,1,0,1,0
1,315,0,0,1,0
1,316,0,0,1,0
1,317,0,1,0,0
1,318,1,0,1,0
1,319,0,1,1,0
1,320,0,0,1,0
2,1,0,0,0,0
2,2,0,0,0,0
2,3,1,0,0,0
