iSession,iTrial,neck_use,head_use,leg_use,tail_use
1,265,0,1,1,0
1,266,0,0,1,1
1,267,0,1,0,0
1,268,0,1,0,0
1,269,0,0,0,1
1,270,0,0,1,0
1,271,1,0,0,0
1,272,1,0,0,1
1,273,0,0,1,0
1,274,0,1,0,0
1,275,1,0,0,0
1,276,0,0,0,0
1,277,0,0,1,0
1,278,0,0,0,1
1,279,1,0,0,1
1,280,0,1,0,0
1,281,0,1,0,0
1,282,0,1,0,0
1,283,1,0,0,0
1,284,1,1,0,0
1,285,0,0,0,0
1,286,0,0,0,0
1,287,0,1,0,0
1,288,0,0,1,1
1,289,0,1,0,0
1,290,0,0,1,0
1,291,1,0,0,0
1,292,0,0,0,1
1,293,0,0,1,1
1,294,0,0,0,0
1,295,1,0,0,1
1,296,0,1,1,0
1,297,1,0,0,1
1,298,0,1,0,0
1,299,0,0,1,0
1,300,1,0,0,1
1,301,0,1,0,0
1,302,1,0,1,0
1,303,0,0,0,1
1,304,0,0,0,0
1,305,0,0,1,0
1,306,0,0,0,1
1,307,1,1,0,0
1,308,1,1,0,0
1,309,0,0,1,1
1,310,1,0,0,0
1,311,0,0,0,1
1,312,1,0,0,1
1,313,0,1,1,0
1,314,0,0,1,0
1,315,0,0,0,0
1,316,0,1,0,0
1,317,0,0,1,0
1,318,1,1,0,0
1,319,0,1,1,0
1,320,0,0,0,1
2,1,1,0,0,1
2,2,1,0,1,0
2,3,1,0,1,0
2,4,1,0,0,1
2,5,0,1,0,0
2,6,0,0,1,0
2,7,1,1,0,0
2,8,0,0,1,0
2,9,0,0,0,0
2,10,1,0,0,1
2,11,0,0,1,0
2,12,0,0,0,1
2,13,0,1,1,0
2,14,0,0,0,1
2,15,1,0,0,0
2,16,0,0,1,0
2,17,0,1,0,0
2,18,0,1,0,0
2,19,1,0,0,1
2,20,0,0,0,1
2,21,1,0,0,0
2,22,1,0,0,0
2,23,0,0,1,0
2,24,1,0,0,0
2,25,1,1,0,0
2,26,0,0,1,0
2,27,1,0,0,0
2,28,1,0,1,0
2,29,0,1,0,1
2,30,0,0,1,0
2,31,0,1,1,0
2,32,0,0,1,0
2,33,1,0,0,0
2,34,1,0,0,0
2,35,0,1,1,0
2,36,0,1,0,0
2,37,0,1,1,0
2,38,0,1,0,0
2,39,0,0,0,1
2,40,0,0,0,0
2,41,0,0,1,0
2,42,0,1,0,0
2,43,1,0,0,0
2,44,1,0,1,0
2,45,1,0,0,0
2,46,1,0,1,0
2,47,0,0,0,0
2,48,1,1,0,0
2,49,1,0,0,1
2,50,0,0,1,1
2,51,1,0,1,0
2,52,0,1,0,1
2,53,1,0,0,0
2,54,0,0,1,0
2,55,0,1,1,0
2,56,0,1,0,0
2,57,0,1,0,0
2,58,1,1,0,0
2,59,1,0,0,1
2,60,1,0,0,0
2,61,0,1,0,1
2,62,0,0,1,0
2,63,0,1,1,0
2,64,1,0,0,1
2,65,0,1,0,1
2,66,0,1,0,1
2,67,0,1,0,1
2,68,0,0,1,1
2,69,0,1,0,1
2,70,0,0,1,1
2,71,0,1,0,1
2,72,0,1,0,1
2,73,0,1,0,1
2,74,0,1,0,1
2,75,0,1,0,1
2,76,0,1,0,1
2,77,0,1,0,1
2,78,0,1,0,1
2,79,0,0,1,1
2,80,0,1,0,1
2,81,0,1,0,1
2,82,0,1,0,1
2,83,0,1,0,1
2,84,0,1,0,1
2,85,0,1,0,1
2,86,0,1,0,1
2,87,0,1,0,1
2,88,0,1,0,1
2,89,0,1,0,1
2,90,0,1,0,1
2,91,0,0,1,1
2,92,0,1,0,1
2,93,0,0,1,1
2,94,0,0,1,1
2,95,0,0,1,1
2,96,0,1,0,1
2,97,0,1,0,1
2,98,0,0,1,1
2,99,0,1,0,1
2,100,0,1,0,1
2,101,0,0,1,1
2,102,0,1,0,1
2,103,0,1,0,1
2,104,0,1,0,1
2,105,0,1,0,1
2,106,0,0,1,1
2,107,0,1,0,1
2,108,0,1,0,1
2,109,0,1,0,1
2,110,0,1,0,1
2,111,0,1,0,1
2,112,0,1,0,1
2,113,0,1,0,1
2,114,0,1,0,1
2,115,0,1,0,1
2,116,0,0,1,1
2,117,0,0,1,1
2,118,0,1,0,1
2,119,0,1,0,1
2,120,0,0,1,1
2,121,0,0,1,1
2,122,0,0,1,1
2,123,0,1,0,1
2,124,0,0,1,1
2,125,0,0,1,1
2,126,0,1,0,1
2,127,0,0,1,1
2,128,0,1,0,1
2,129,0,0,1,1
2,130,0,0,1,1
2,131,0,0,1,1
2,132,0,0,1,1
2,133,0,0,1,1
2,134,0,1,0,1
2,135,0,1,0,1
2,136,0,0,1,1
2,137,0,0,1,1
2,138,0,0,1,1
2,139,0,1,0,1
2,140,0,0,1,1
2,141,0,0,1,1
2,142,0,1,0,1
2,143,0,0,1,1
2,144,0,1,0,1
2,145,0,1,0,1
2,146,0,0,1,1
2,147,0,1,0,1
2,148,0,1,0,1
2,149,0,1,0,1
2,150,0,1,0,1
2,151,0,1,0,1
2,152,0,0,1,1
2,153,0,1,0,1
2,154,0,0,1,1
2,155,0,0,1,1
2,156,0,1,0,1
2,157,0,0,1,1
2,158,0,1,0,1
2,159,0,1,0,1
2,160,0,1,0,1
2,161,0,0,1,1
2,162,0,0,1,1
2,163,0,0,1,1
2,164,0,0,1,1
2,165,0,0,1,1
2,166,0,1,0,1
2,167,0,0,1,1
2,168,0,0,1,1
2,169,0,0,1,1
2,170,0,1,0,1
2,171,0,0,1,1
2,172,0,0,1,1
2,173,0,0,1,1
2,174,0,0,1,1
2,175,0,1,0,1
2,176,0,0,1,1
2,177,0,1,0,1
2,178,0,1,0,1
2,179,0,1,0,1
2,180,0,1,0,1
2,181,0,1,0,1
2,182,0,0,1,1
2,183,0,1,0,1
2,184,0,1,0,1
2,185,0,0,1,1
2,186,0,1,0,1
2,187,0,1,0,1
2,188,0,1,0,1
2,189,0,0,1,1
2,190,0,1,0,1
2,191,0,0,1,1
2,192,0,1,0,1
