iSession,iTrial,neck_use,head_use,leg_use,tail_use
1,1,1,0,1,0
1,2,1,0,1,0
1,3,0,1,0,1
1,4,1,0,1,0
1,5,0,0,1,0
1,6,1,0,0,0
1,7,0,1,0,1
1,8,0,1,0,1
1,9,0,1,0,0
1,10,1,0,0,0
1,11,0,0,0,1
1,12,1,1,0,0
1,13,1,0,1,0
1,14,0,0,1,1
1,15,0,0,0,1
1,16,1,1,0,0
1,17,0,1,0,0
1,18,0,1,0,0
1,19,1,0,0,0
1,20,0,1,0,0
1,21,0,0,1,0
1,22,0,1,0,0
1,23,0,1,0,0
1,24,0,0,1,0
1,25,0,0,1,0
1,26,0,0,1,0
1,27,1,0,0,0
1,28,0,1,1,0
1,29,1,0,0,0
1,30,1,0,0,1
1,31,0,1,1,0
1,32,0,0,1,0
1,33,0,0,1,0
1,34,0,0,1,0
1,35,0,0,1,0
1,36,0,0,1,0
1,37,0,0,1,0
1,38,1,0,1,0
1,39,0,0,1,0
1,40,0,0,1,0
1,41,0,0,0,1
1,42,0,1,1,0
1,43,0,0,1,0
1,44,1,0,1,0
1,45,0,0,1,0
1,46,0,0,0,1
1,47,0,1,1,0
1,48,1,1,0,0
1,49,0,0,1,0
1,50,0,0,1,0
1,51,0,0,1,0
1,52,1,0,1,0
1,53,1,0,1,0
1,54,0,0,1,0
1,55,0,0,0,1
1,56,0,0,1,0
1,57,0,1,1,0
1,58,0,0,1,0
1,59,0,0,0,1
1,60,0,1,0,0
1,61,0,0,1,0
1,62,0,0,1,0
1,63,1,1,0,0
1,64,0,0,1,0
1,65,1,0,1,0
1,66,0,1,0,0
1,67,1,0,1,0
1,68,0,0,1,0
1,69,1,0,1,0
1,70,1,0,1,0
1,71,0,1,1,0
1,72,1,0,1,0
1,73,0,0,1,1
1,74,0,0,1,1
1,75,0,0,0,1
1,76,1,0,0,0
1,77,0,0,0,1
1,78,1,0,1,0
1,79,1,0,1,0
1,80,1,0,1,0
1,81,0,0,1,0
1,82,0,0,1,0
1,83,0,0,1,1
