iSession,iTrial,neck_use,head_use,leg_use,tail_use
1,1,0,0,0,0
1,2,0,0,0,1
1,3,0,0,1,0
1,4,0,0,1,0
1,5,1,0,0,0
1,6,0,0,1,0
1,7,0,1,0,0
1,8,0,1,0,0
1,9,0,0,1,0
1,10,0,0,0,1
1,11,1,1,1,0
1,12,1,0,0,0
1,13,0,1,1,0
1,14,1,1,0,1
1,15,0,0,1,0
1,16,0,0,0,0
1,17,0,0,1,0
1,18,0,0,1,0
1,19,0,0,0,1
1,20,0,0,1,0
1,21,1,1,1,1
1,22,0,1,0,1
1,23,1,1,1,1
1,24,0,0,1,0
1,25,0,1,0,1
1,26,0,0,0,0
1,27,1,1,1,1
1,28,0,1,1,0
1,29,1,1,1,1
1,30,0,1,0,1
1,31,1,0,0,0
1,32,0,1,0,0
1,33,0,1,0,0
1,34,1,0,0,0
1,35,0,0,1,0
1,36,0,0,1,1
1,37,0,0,0,1
1,38,0,1,1,1
1,39,1,1,1,1
1,40,1,1,1,1
1,41,0,1,0,0
1,42,0,1,1,1
1,43,0,0,0,0
1,44,1,0,0,0
1,45,1,0,1,0
1,46,1,0,1,0
1,47,0,0,0,0
1,48,0,0,1,0
1,49,0,0,0,0
1,50,1,0,1,1
1,51,0,0,1,1
1,52,0,0,1,1
1,53,0,0,1,1
1,54,1,0,1,1
1,55,1,1,1,1
1,56,1,1,1,1
1,57,1,0,1,1
1,58,0,0,1,1
1,59,1,0,0,0
1,60,1,0,1,0
1,61,1,1,1,1
1,62,1,1,1,1
1,63,0,1,0,0
1,64,1,1,1,1
1,65,0,0,1,0
1,66,0,1,1,0
1,67,0,0,0,1
1,68,0,0,0,0
1,69,0,1,1,0
1,70,0,1,1,1
1,71,0,0,1,0
1,72,0,0,0,0
1,73,0,0,1,0
1,74,1,0,1,0
1,75,0,1,1,0
1,76,1,1,1,1
1,77,1,1,1,1
1,78,0,1,1,0
1,79,1,0,0,1
1,80,1,1,1,1
1,81,0,1,0,0
1,82,0,0,1,0
1,83,0,0,1,0
1,84,0,0,0,0
1,85,0,0,1,0
1,86,1,0,0,0
1,87,1,1,1,1
1,88,0,0,0,1
1,89,0,1,0,0
1,90,0,1,0,1
1,91,0,0,0,1
1,92,0,1,1,0
1,93,0,1,1,0
1,94,0,1,0,0
1,95,0,0,0,0
1,96,1,0,0,0
1,97,0,1,1,0
1,98,0,0,1,0
1,99,0,0,0,1
1,100,0,1,0,0
1,101,1,0,0,0
1,102,1,1,1,1
1,103,1,1,1,1
1,104,0,0,0,0
1,105,1,1,1,1
1,106,0,1,1,1
1,107,0,0,1,0
1,108,0,0,0,1
1,109,1,0,0,0
1,110,1,1,1,1
1,111,0,1,1,0
1,112,1,1,1,1
1,113,0,1,1,0
1,114,0,1,1,0
1,115,0,0,1,0
1,116,0,0,0,0
1,117,0,0,1,0
1,118,1,1,1,1
1,119,0,0,0,0
1,120,0,0,0,1
1,121,0,0,0,1
1,122,0,0,1,0
1,123,1,1,0,0
1,124,1,0,0,0
1,125,1,0,0,0
1,126,1,0,0,0
1,127,0,0,1,0
1,128,1,1,0,0
1,129,1,1,0,0
1,130,1,1,0,0
1,131,1,1,0,0
1,132,1,1,0,0
1,133,1,1,0,0
1,134,1,0,0,0
1,135,0,0,1,0
1,136,0,0,0,1
1,137,1,1,0,0
1,138,1,1,0,0
1,139,0,1,0,0
1,140,1,1,0,0
1,141,0,1,0,0
1,142,1,0,0,0
1,143,1,0,0,0
1,144,1,1,0,0
1,145,1,0,0,0
1,146,0,1,0,0
1,147,1,1,0,0
1,148,1,1,0,0
1,149,1,0,0,0
1,150,0,1,0,0
1,151,1,1,0,0
1,152,1,1,0,0
1,153,0,0,1,1
1,154,0,0,1,1
1,155,0,1,0,0
1,156,1,0,0,0
1,157,1,0,0,0
1,158,1,1,1,0
1,159,0,1,0,0
1,160,0,1,0,0
1,161,1,1,0,0
1,162,1,0,0,1
1,163,1,1,0,0
1,164,0,0,1,0
1,165,0,0,1,0
1,166,1,0,0,0
1,167,1,1,0,0
1,168,1,1,1,0
1,169,1,1,0,0
1,170,1,1,0,0
1,171,1,1,0,0
1,172,0,0,1,1
1,173,1,0,0,0
1,174,0,1,0,0
1,175,0,1,0,0
1,176,1,0,0,0
1,177,1,1,0,0
1,178,0,1,0,0
1,179,1,0,0,0
1,180,1,1,0,0
1,181,0,0,1,1
1,182,1,0,0,0
1,183,1,1,0,0
1,184,1,0,0,0
1,185,1,1,0,0
1,186,1,1,0,0
1,187,1,1,0,0
1,188,1,1,0,0
1,189,1,0,1,0
1,190,0,0,1,1
1,191,1,1,0,0
1,192,1,0,0,0
1,193,1,1,1,0
1,194,0,1,1,0
1,195,1,1,0,0
1,196,1,0,0,0
1,197,1,0,0,0
1,198,0,0,0,0
1,199,1,1,0,0
1,200,0,0,1,0
1,201,0,1,1,0
1,202,0,1,1,0
1,203,1,1,0,0
1,204,1,0,0,0
1,205,0,1,0,1
1,206,0,1,0,1
1,207,1,0,0,1
1,208,1,0,0,1
1,209,0,1,1,0
1,210,1,0,0,0
1,211,1,0,0,0
1,212,0,1,1,0
1,213,0,1,0,1
1,214,0,0,0,0
1,215,0,0,1,1
1,216,0,1,0,1
1,217,0,1,0,1
1,218,0,1,0,1
1,219,0,1,1,0
1,220,0,1,0,1
1,221,0,1,1,0
1,222,0,0,1,0
1,223,0,1,1,0
1,224,0,1,1,0
1,225,1,0,1,0
1,226,0,0,0,0
1,227,0,1,1,0
1,228,1,0,1,0
1,229,0,1,0,0
1,230,0,1,0,1
1,231,0,0,0,0
1,232,0,1,0,1
1,233,1,0,0,0
1,234,0,0,0,0
1,235,0,1,0,1
1,236,1,0,0,0
1,237,0,0,1,0
1,238,0,0,1,0
1,239,1,1,0,1
1,240,0,1,0,1
1,241,0,0,0,1
1,242,0,1,1,0
1,243,0,1,0,1
1,244,1,0,0,0
1,245,0,1,0,0
1,246,1,1,0,0
1,247,0,0,0,0
1,248,0,0,1,0
1,249,0,1,1,1
1,250,1,1,0,0
1,251,1,1,0,0
1,252,1,1,0,1
1,253,0,1,1,0
1,254,1,0,0,1
1,255,1,1,1,1
1,256,0,1,1,0
1,257,0,1,1,0
1,258,0,0,1,0
1,259,1,1,0,0
1,260,0,0,1,0
1,261,0,1,1,0
1,262,0,0,0,1
1,263,1,1,0,0
1,264,0,0,1,0
1,265,0,0,1,0
1,266,0,0,1,0
1,267,1,0,0,0
1,268,1,0,0,0
1,269,0,0,1,0
1,270,0,0,1,0
1,271,0,1,0,0
1,272,1,0,0,0
1,273,0,1,0,0
1,274,1,0,0,0
1,275,0,0,1,0
1,276,0,1,1,0
1,277,0,1,0,1
1,278,0,1,1,0
1,279,0,1,0,0
1,280,1,1,0,0
1,281,0,0,1,1
1,282,0,1,1,0
1,283,0,1,1,0
1,284,0,0,1,0
1,285,0,0,0,1
1,286,0,0,0,1
1,287,0,0,0,1
1,288,0,0,1,0
1,289,1,1,0,0
1,290,1,1,0,0
1,291,0,0,1,1
1,292,0,1,0,1
1,293,0,1,0,1
1,294,1,0,1,0
1,295,0,0,1,0
1,296,0,1,0,1
1,297,1,0,0,0
1,298,1,0,0,0
1,299,0,0,1,1
1,300,0,0,1,1
1,301,0,0,1,1
1,302,0,1,1,0
1,303,0,1,0,0
1,304,0,1,0,0
1,305,1,0,0,0
1,306,0,0,0,1
1,307,0,1,0,0
1,308,0,0,1,1
1,309,0,0,0,1
1,310,0,1,0,1
1,311,0,1,0,0
1,312,1,1,1,0
1,313,0,1,0,0
1,314,0,0,0,1
1,315,1,1,0,1
1,316,0,1,0,0
1,317,0,0,0,0
1,318,0,1,1,1
1,319,1,1,0,0
1,320,0,1,0,1
2,1,0,0,1,1
2,2,1,0,0,0
2,3,1,0,0,1
2,4,1,1,0,0
2,5,0,1,0,1
2,6,1,0,0,1
2,7,0,0,1,0
2,8,0,1,0,0
2,9,0,1,1,1
2,10,1,1,1,0
2,11,1,1,1,1
2,12,1,1,0,0
2,13,0,1,0,1
2,14,0,1,0,0
2,15,1,1,1,0
2,16,0,0,1,1
2,17,0,0,1,0
2,18,1,1,0,0
2,19,1,1,0,0
2,20,0,1,0,0
2,21,1,1,0,0
2,22,0,1,0,1
2,23,1,1,0,0
2,24,0,0,1,0
2,25,0,1,0,1
2,26,0,1,0,0
2,27,0,0,1,1
2,28,1,0,0,1
2,29,1,0,0,0
2,30,0,1,0,1
2,31,0,1,1,0
2,32,0,1,0,0
2,33,0,1,0,0
2,35,0,1,1,0
2,36,0,0,1,1
2,37,0,0,1,1
2,38,0,1,0,1
2,39,0,1,1,1
2,40,1,1,1,1
2,41,1,1,0,0
2,42,1,1,1,1
2,43,1,0,0,1
2,44,1,1,1,1
2,45,1,1,1,1
2,46,1,1,1,0
2,47,0,0,1,0
2,48,1,1,1,0
2,49,1,1,0,0
2,50,1,1,0,0
2,51,1,1,1,0
2,52,1,1,0,0
2,53,1,1,0,0
2,54,1,1,0,0
2,55,1,1,0,0
2,56,1,1,0,0
2,57,1,1,0,0
2,58,1,1,0,0
2,59,1,1,0,0
2,60,1,1,0,0
2,61,1,1,0,0
2,62,1,1,0,1
2,63,1,1,0,0
2,64,0,1,0,1
2,65,1,0,0,0
2,66,1,1,0,0
2,67,1,1,0,0
2,68,1,1,0,0
2,69,1,1,0,0
2,70,1,1,0,0
2,71,0,1,0,1
2,72,1,1,0,0
2,73,1,1,0,0
2,74,1,1,1,1
2,75,1,1,1,1
2,76,1,1,0,0
2,77,1,1,0,0
2,78,1,1,0,0
2,79,1,1,0,0
2,80,0,0,1,0
2,81,1,1,0,0
2,82,1,1,0,0
