iSession,iTrial,neck_use,head_use,leg_use,tail_use
1,1,0,0,1,0
1,2,0,0,1,0
1,3,0,0,1,0
1,4,0,0,1,0
1,5,0,0,1,0
1,6,0,1,0,0
1,7,0,0,0,1
1,8,0,1,0,0
1,9,0,1,0,0
1,10,0,1,0,0
1,11,0,1,0,0
1,12,0,1,0,0
1,13,0,1,0,0
1,14,0,1,0,0
1,15,1,0,0,0
1,16,1,0,0,0
1,17,1,0,0,0
1,18,0,0,0,1
1,19,0,0,0,1
1,20,0,1,0,0
1,21,0,0,1,0
1,22,0,1,0,1
1,23,0,1,0,1
1,24,0,1,0,1
1,25,1,0,0,1
1,26,1,0,0,1
1,27,1,0,0,1
1,28,1,0,0,0
1,29,1,0,0,0
1,30,0,0,1,0
1,31,0,0,0,0
1,32,0,0,0,0
1,33,0,0,0,0
1,34,0,0,0,0
1,35,0,0,0,0
1,36,0,0,0,0
1,37,0,0,0,0
1,38,0,0,0,0
1,39,0,0,0,0
1,40,0,0,0,0
1,41,0,0,0,0
1,42,0,0,0,0
1,43,0,0,0,0
1,44,0,0,0,0
1,45,0,0,0,0
1,46,0,0,0,0
1,47,0,0,0,0
1,48,0,0,0,0
1,49,0,0,1,0
1,50,1,0,0,0
1,51,0,0,0,1
1,52,0,0,0,0
1,53,1,0,0,1
1,54,1,0,0,1
1,55,1,0,0,1
1,56,1,0,0,1
1,57,1,0,0,1
1,58,1,0,0,1
1,59,0,0,0,0
1,60,0,0,0,0
1,61,0,0,0,0
1,62,0,0,0,0
1,63,0,0,0,0
1,64,0,0,0,0
1,65,0,1,0,0
1,66,0,0,0,0
1,67,0,0,0,0
1,68,0,1,0,1
1,69,0,1,0,1
1,70,0,1,0,1
1,71,0,1,0,1
1,72,0,1,0,1
1,73,0,1,0,1
1,74,0,1,0,1
1,75,0,1,0,1
1,76,0,1,0,1
1,77,0,1,0,1
1,78,0,1,0,1
1,79,0,1,0,1
1,80,0,1,0,1
1,81,0,1,1,0
1,82,0,1,1,0
1,83,0,1,1,0
1,84,0,1,1,0
1,85,0,1,1,0
1,86,0,1,1,0
1,87,0,1,1,0
1,88,0,1,1,0
1,89,0,1,1,0
1,90,0,1,1,0
1,91,0,1,1,0
1,92,0,1,1,0
1,93,0,1,1,0
1,94,0,1,0,0
1,95,0,1,0,0
1,96,0,1,0,0
1,97,0,1,0,0
1,98,0,1,0,0
1,99,0,0,1,0
1,100,0,1,1,0
1,101,0,1,1,0
1,102,0,0,1,0
1,103,0,0,1,0
1,104,0,0,1,0
1,105,0,0,0,1
1,106,0,0,0,1
1,107,0,0,0,1
1,108,0,1,0,0
1,109,0,1,0,0
1,110,0,1,0,0
1,111,0,1,0,0
1,112,0,1,0,0
1,113,0,1,0,0
1,114,0,1,0,0
1,115,0,1,0,0
1,116,0,1,0,0
1,117,0,1,0,0
1,118,0,1,0,0
1,119,0,1,0,0
1,120,0,1,0,0
1,121,0,1,0,0
1,122,0,1,0,0
1,123,1,0,0,0
1,124,1,0,0,0
1,125,1,0,0,0
1,126,0,1,0,0
1,127,0,1,0,0
1,128,0,1,0,0
1,129,0,0,0,0
1,130,0,0,0,0
1,131,0,0,0,0
1,132,0,1,1,1
1,133,1,0,0,0
1,134,1,0,0,0
1,135,1,0,0,0
1,136,1,0,0,0
1,137,1,0,0,0
1,138,0,0,0,1
1,139,0,0,0,1
1,140,0,0,0,1
1,141,0,0,0,1
1,142,0,0,0,1
1,143,0,0,0,1
1,144,0,0,0,1
1,145,1,0,1,0
1,146,1,0,1,0
1,147,1,0,1,0
1,148,1,0,1,0
1,149,1,0,1,0
1,150,1,0,1,0
1,151,1,0,1,0
1,152,0,0,1,0
1,153,0,0,0,1
1,154,0,0,0,1
1,155,1,0,0,1
1,156,0,1,0,0
1,157,1,0,0,0
1,158,0,0,0,0
1,159,0,0,0,0
1,160,0,0,0,0
1,161,0,0,1,0
1,162,0,1,0,0
1,163,0,0,0,1
1,164,0,1,0,0
1,165,1,0,0,1
1,166,1,0,0,1
1,167,1,0,0,1
1,168,1,0,0,1
1,169,0,0,0,1
1,170,0,0,1,0
1,171,0,0,1,0
1,172,0,0,1,0
1,173,0,0,1,0
1,174,0,0,1,0
1,175,0,0,1,0
1,176,0,0,1,0
1,177,0,0,1,0
1,178,0,0,1,0
1,179,1,0,0,0
1,180,1,0,0,0
1,181,1,0,0,0
1,182,1,0,0,0
1,183,1,0,0,0
1,184,0,0,0,1
1,185,0,0,0,1
