iTrial,neck_length,head_length,leg_length,tail_length,neck_angle,head_angle,leg_angle,tail_angle,timestamp
1,0.66666666666667,0.16666666666667,0.66666666666667,0.83333333333333,0.5,0.5,0.5,0.5,1734229771219
1,0.66666666666667,0.16666666666667,0.65708143992172,0.83333333333333,0.5,0.5,0.49819064672736,0.5,1734229771314
1,0.66666666666667,0.16666666666667,0.64264010470249,0.83333333333333,0.5,0.5,0.49816137458844,0.5,1734229771337
1,0.66666666666667,0.16666666666667,0.62819902337368,0.83333333333333,0.5,0.5,0.49813114027161,0.5,1734229771347
1,0.66666666666667,0.16666666666667,0.61111353739815,0.83333333333333,0.5,0.5,0.49809405992647,0.5,1734229771357
1,0.66666666666667,0.16666666666667,0.59667304035349,0.83333333333333,0.5,0.5,0.49806155300814,0.5,1734229771367
1,0.66666666666667,0.16666666666667,0.57958763987807,0.83333333333333,0.5,0.5,0.49802163057766,0.5,1734229771377
1,0.66666666666667,0.16666666666667,0.55527178807094,0.83333333333333,0.5,0.5,0.49796189204416,0.5,1734229771387
1,0.66666666666667,0.16666666666667,0.54083243999172,0.83333333333333,0.5,0.5,0.4979246794057,0.5,1734229771397
1,0.66666666666667,0.16666666666667,0.52639341583243,0.83333333333333,0.5,0.5,0.49788608348807,0.5,1734229771407
1,0.66666666666667,0.16666666666667,0.50207758522884,0.83333333333333,0.5,0.5,0.49781773727108,0.5,1734229771417
1,0.66666666666667,0.16666666666667,0.48763949298875,0.83333333333333,0.5,0.5,0.49777502301162,0.5,1734229771427
1,0.66666666666667,0.16666666666667,0.45610263584261,0.83333333333333,0.5,0.5,0.49767564820153,0.5,1734229771437
1,0.66666666666667,0.16666666666667,0.43901771192162,0.83333333333333,0.5,0.5,0.49761801340739,0.5,1734229771447
1,0.66666666666667,0.16666666666667,0.40300775137453,0.83333333333333,0.5,0.5,0.497486659237,0.5,1734229771457
1,0.66666666666667,0.16666666666667,0.3741825449827,0.83333333333333,0.5,0.5,0.49737059125084,0.5,1734229771467
1,0.66666666666667,0.16666666666667,0.35254884599036,0.83333333333333,0.5,0.5,0.49727618583345,0.5,1734229771477
1,0.66666666666667,0.16666666666667,0.32101380596924,0.83333333333333,0.5,0.5,0.49712575925706,0.5,1734229771487
1,0.66666666666667,0.16666666666667,0.28947932102436,0.83333333333333,0.5,0.5,0.49695774952536,0.5,1734229771497
1,0.66666666666667,0.16666666666667,0.27504877910832,0.83333333333333,0.5,0.5,0.49687413565287,0.5,1734229771507
1,0.66666666666667,0.16666666666667,0.23631182254532,0.83333333333333,0.5,0.5,0.4966251460392,0.5,1734229771517
1,0.66666666666667,0.16666666666667,0.21469333857382,0.83333333333333,0.5,0.5,0.49646814075954,0.5,1734229771527
1,0.66666666666667,0.16666666666667,0.16100783557586,0.83333333333333,0.5,0.5,0.49600681159798,0.5,1734229771537
1,0.66666666666667,0.16666666666667,0.14658576046167,0.83333333333333,0.5,0.5,0.49586159672298,0.5,1734229771547
1,0.66666666666667,0.16666666666667,0.1222702718632,0.83333333333333,0.5,0.5,0.49559128915732,0.5,1734229771557
1,0.66666666666667,0.16666666666667,0.09351687058614,0.83333333333333,0.5,0.5,0.49522226598247,0.5,1734229771567
1,0.66666666666667,0.16666666666667,0.06198970849094,0.83333333333333,0.5,0.5,0.49473946557538,0.5,1734229771577
1,0.66666666666667,0.16666666666667,0.04490854818423,0.83333333333333,0.5,0.5,0.49443477356247,0.5,1734229771587
1,0.66666666666667,0.16666666666667,0.03050074835612,0.83333333333333,0.5,0.5,0.49414891723691,0.5,1734229771597
1,0.66666666666667,0.16666666666667,0.01342037554062,0.83333333333333,0.5,0.5,0.49376952737954,0.5,1734229771607
1,0.66666666666667,0.16666666666667,-0.00235954350934,0.83333333333333,0.5,0.5,0.49337251334635,0.5,1734229771617
1,0.66666666666667,0.16666666666667,-0.00235954350934,0.83333333333333,0.5,0.5,0.49337251334635,0.5,1734229771627
1,0.66666666666667,0.16666666666667,-0.00235954350934,0.83333333333333,0.5,0.5,0.49337251334635,0.5,1734229771637
1,0.66666666666667,0.16666666666667,-0.00235954350934,0.83333333333333,0.5,0.5,0.49337251334635,0.5,1734229771647
1,0.66666666666667,0.16666666666667,-0.00235954350934,0.83333333333333,0.5,0.5,0.49337251334635,0.5,1734229771657
1,0.66666666666667,0.16666666666667,-0.00235954350934,0.83333333333333,0.5,0.5,0.49337251334635,0.5,1734229771667
1,0.66666666666667,0.16666666666667,-0.00235954350934,0.83333333333333,0.5,0.5,0.49337251334635,0.5,1734229771677
1,0.66666666666667,0.16666666666667,-0.00235954350934,0.83333333333333,0.5,0.5,0.49337251334635,0.5,1734229771687
